"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00028214","2002","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        26","0","        20","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.6"," ,0,0828, ","","","","","","","","","","","","","","","","","","","","","     677.0","0","     677.0","0","    136.4"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","2003","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1957.8","","    1957.8","0","        26","0","        21","0","         1","0","        0","","         0","0","         0","0","        17","0","         0","0","       312","0","       171","0","","","","","   -5.0","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.2"," ,0,0316, ","   45.6","0,0810,+","","","-1.1","0,1123","-4.4","0,1216","-4.4","0,1216","","","0.0","0,0404","-2.2","0,0206","","","","","","","","","    221.9"," ,0","        0"," ,0","     21.99","0","     30.86","0","     13.12","0","",""
"USC00028214","2004","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1845.4","","    1845.4","0","        28","0","        26","0","         3","0","        0","","         0","0","         0","0","        23","0","         0","0","       303","0","       184","0","","","","","   -3.9","0,1203,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.1"," ,0,0305, ","   45.6","0,0626, ","","","-1.1","0,1129","-3.3","0,1130","","","","","0.0","0,0217","-3.9","0,0213","","","","","     673.5","5","     673.5","0","    390.6"," ,0","        0"," ,0","     21.48","0","     30.38","0","     12.58","0","",""
"USC00028214","2005","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1797.4","","    1797.4","0","        33","0","        27","0","         4","0","        0","","         0","0","         0","0","         8","0","         0","0","       306","0","       167","0","","","","","   -3.3","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0103, ","   46.1","0,0822, ","","","-1.1","0,1129","-2.2","0,1206","","","","","","","","","","","","","     666.2","2","     666.2","0","    380.1"," ,0","        0"," ,0","     21.71","0","     30.29","0","     13.12","0","",""
"USC00028214","2006","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        29","0","        18","0","         2","0","        0","","         0","0","","","","","         0","0","       317","0","       162","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0311, ","   46.7","0,0721, ","","","","","","","","","","","","","","","","","","","     620.4","4","     620.4","0","    230.2"," ,0","        0"," ,0","","","     30.66","0","","","",""
"USC00028214","2007","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        33","0","        23","0","         2","0","        0","","         0","0","","","","","         0","0","       299","0","       182","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  46.5"," ,0,1207, ","   45.0","0,0812,+","","","","","","","","","","","","","","","","","","","","","","","    239.3"," ,0","        0"," ,0","","","     30.90","0","","","",""
"USC00028214","2008","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2009","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2010","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2011","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2016","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2018","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","         3"," ","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","","","",""
"USC00028214","2019","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","         1"," ","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","","","",""
"USC00028214","2020","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","","","",""
"USC00028214","2021","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","","","",""
"USC00028214","2022","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00028214","2024","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","         1"," ","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","","","",""
