"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00053592","1980","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        98","0","        43","0","         0","0","      112","","        36","0","","","","","        36","0","       127","0","         0","0","","","","","   762"," ,0,0128, ","   559"," ,0,0128, ","  21.8"," ,0,0128, ","   31.7","0,0728, ","","","","","","","","","","","","","","","","","","","","","","","","","    375.6"," ,0","     3253"," ,0","","","     13.53","0","","","",""
"USC00053592","1981","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      8.9","","       8.9","0","        85","0","        43","0","         0","0","","","","","         6","0","       186","0","        32","0","       106","0","         0","0","","","  -23.9","0,0210, ","","","","","  21.8"," ,0,0517, ","   31.1","0,0805, ","0.0","0,0927","-3.3","0,1019","-4.4","0,1023","-8.9","0,1031","-8.9","0,1031","0.0","0,0616","-2.2","0,0410","-6.7","0,0406","-6.7","0,0406","-10.6","0,0405","    4583.9","9","    4583.9","0","    369.3"," ,0","","","      6.17","0","     13.49","0","     -1.15","0","",""
"USC00053592","1982","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        96","0","        48","0","         0","0","","","","","        28","0","       213","0","        64","0","        88","0","         0","0","","","  -34.4","0,0108, ","","","","","  24.1"," ,0,0729, ","   31.1","0,0722,+","0.0","0,0906","-3.3","0,1003","-4.4","0,1007","-8.3","0,1010","-10.0","0,1011","-0.6","0,0612","-2.2","0,0507","-5.0","0,0506","-6.7","0,0422","-11.7","0,0421","","","","","    368.5"," ,0","","","      3.69","0","     10.87","0","     -3.50","0","",""
"USC00053592","1983","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","       110","0","        66","0","         1","0","      157","","        38","0","        18","0","       211","0","        60","0","        88","0","         0","0","","","  -25.6","0,0206, ","   483"," ,0,1226,+","   178"," ,0,0516, ","  26.7"," ,0,0624, ","   30.6","0,0808, ","-0.6","0,0916","-2.2","0,0920","-5.0","0,0921","-6.7","0,1108","-9.4","0,1110","-1.1","0,0522","-3.9","0,0518","-7.8","0,0514","-7.8","0,0514","-10.0","0,0416","    5454.1","1","    5454.1","0","    532.2"," ,0","     2327"," ,0","      3.94","0","     10.92","0","     -3.05","0","",""
"USC00053592","1984","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      0.3","","       0.3","0","       112","0","        72","0","         2","0","","","        33","0","        55","0","       225","0","        81","0","        93","0","         0","0","","","  -30.0","0,0121,+","","","   191"," ,0,0410, ","  33.0"," ,0,0606, ","   27.8","0,0720, ","-1.1","0,0924","-5.6","0,0925","-5.6","0,0925","-6.7","0,1015","-10.6","0,1024","-1.1","0,0610","-2.8","0,0509","-6.7","0,0508","-6.7","0,0508","-13.3","0,0427","","","","","    544.3"," ,0","     2007"," ,0","      2.14","0","      9.45","0","     -5.17","0","",""
"USC00053592","1985","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5206.6","6","    5206.6","0","","","","","","","","","","","",""
"USC00053592","1988","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      5.6","","       5.6","0","        57","0","        40","0","         0","0","      145","","        25","0","        56","0","       238","0","        95","0","       104","0","         0","0","","","  -35.0","0,0120, ","   406"," ,0,0317,+","   203"," ,0,1108, ","  23.6"," ,0,0519, ","   31.1","0,0814,+","-0.6","0,0915","-3.9","0,0919","-4.4","0,0928","-8.3","0,0929","-10.6","0,1112","-1.1","0,0601","-3.3","0,0522","-4.4","0,0511","-7.8","0,0503","-10.6","0,0426","","","","","    263.8"," ,0","     1663"," ,0","      2.75","0","     10.68","0","     -5.18","0","",""
"USC00053592","1989","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      0.9","","       0.9","0","        65","0","        42","0","         0","0","","","        24","0","        49","0","       228","0","        79","0","        90","0","         0","0","","","  -43.3","0,0207, ","","","   432"," ,0,0204,+","  24.4"," ,0,1015, ","   31.7","0,0706,+","-3.3","0,0911","-3.3","0,0911","-5.0","0,0914","-10.0","0,1018","-10.0","0,1018","-3.3","0,0622","-3.3","0,0622","-6.7","0,0501","-6.7","0,0501","-13.3","0,0410","    5434.8","8","    5434.8","0","    289.1"," ,0","     2209"," ,0","      2.62","0","     10.64","0","     -5.40","0","",""
"USC00053592","1990","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      2.8","","       2.8","0","        71","0","        39","0","         0","0","","","        12","0","        37","0","       238","0","        60","0","        86","0","         0","0","","","  -30.6","0,1223, ","","","   127"," ,0,0214, ","  24.9"," ,0,1021, ","   30.6","0,0630, ","0.0","0,0822","-2.2","0,0922","-5.6","0,1007","-7.2","0,1008","-9.4","0,1011","-0.6","0,0616","-3.3","0,0526","-4.4","0,0517","-8.9","0,0429","-8.9","0,0429","    5414.4","4","    5414.4","0","    321.3"," ,0","      910"," ,0","      3.45","0","     11.33","0","     -4.42","0","",""
"USC00053592","1991","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","     11.4","","      11.4","0","        76","0","        39","0","         0","0","","","        22","0","        32","0","       211","0","        56","0","       106","0","         0","0","","","  -27.8","0,0121, ","","","   127"," ,0,1023, ","  16.0"," ,0,0804,+","   31.1","0,0714, ","-1.1","0,0914","-2.2","0,0915","-4.4","0,0918","-12.8","0,1028","-12.8","0,1028","0.0","0,0512","-2.8","0,0505","-4.4","0,0430","-10.0","0,0413","-10.0","0,0413","    5035.8","8","    5035.8","0","    310.6"," ,0","     1464"," ,0","      4.67","0","     12.31","0","     -2.96","0","",""
"USC00053592","1992","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        78","0","        46","0","         0","0","","","","","","","","","        65","0","       113","0","         0","0","","","","","","","","","  17.8"," ,0,0420, ","   30.0","0,0810, ","","","","","","","","","","","","","","","","","","","","","    4788.9","9","    4788.9","0","    340.8"," ,0","","","","","     12.43","0","","","",""
"USC00053592","1994","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","","","","","","","","","        20","0","","","","","        67","0","       125","0","         0","0","","","","","","","   102"," ,0,0106, ","","","   31.7","0,0723, ","","","","","","","","","","","","","","","","","","","","","","","","","    302.3"," ,0","     1031"," ,0","","","     12.63","0","","","",""
"USC00053592","1995","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00053592","1996","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        65","0","        45","0","         1","0","","","        24","0","        37","0","       212","0","        66","0","       116","0","         0","0","","","  -31.7","0,0202, ","","","   292"," ,0,0131, ","  32.8"," ,0,0221, ","   31.7","0,0814,+","0.0","0,0806","-4.4","0,0807","-4.4","0,0807","-10.6","0,0930","-10.6","0,0930","0.0","0,0602","-3.9","0,0509","-7.2","0,0429","-7.2","0,0429","-13.9","0,0422","","","","","    438.4"," ,0","     1894"," ,0","      3.83","0","     12.21","0","     -4.55","0","",""
"USC00053592","1997","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      3.6","","       3.6","0","","","","","","","","","        18","0","        44","0","       205","0","        70","0","       100","0","         0","0","         2"," ","  -26.1","0,0107, ","","","   157"," ,0,0113, ","","","   30.0","0,0716, ","-0.6","0,0923","-2.2","0,0928","-5.0","0,1011","-6.7","0,1013","-9.4","0,1024","0.0","0,0703","-2.2","0,0509","-4.4","0,0503","-6.7","0,0502","-10.6","0,0414","","","","","    488.0"," ,0","     1175"," ,0","      3.45","0","     11.42","0","     -4.53","0","",""
"USC00053592","1999","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","","","","","","","","","","","","","","","        43","0","        81","0","         0","0","","","","","","","","","","","   30.6","0,0705,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     12.43","0","","","",""
"USC00053592","2000","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        58","0","        31","0","         3","0","","","","","","","","","        62","0","       111","0","         0","0","","","","","","","","","  63.5"," ,0,0829, ","   30.6","0,0802,+","","","","","","","","","","","","","","","","","","","","","","","","","    372.8"," ,0","","","","","     12.68","0","","","",""
"USC00053592","2001","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","        66","0","        38","0","         1","0","","","        21","0","","","","","        71","0","        99","0","         0","0","","","","","","","   178"," ,0,0422, ","  28.7"," ,0,0422, ","   31.1","0,0805, ","","","","","","","","","","","","","","","","","","","","","","","","","    288.6"," ,0","     1264"," ,0","","","     11.84","0","","","",""
"USC00053592","2006","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","      3.6","","       3.6","0","","","","","","","","","","","        51","0","       255","0","        97","0","        78","0","         0","0","","","  -29.4","0,0123, ","","","","","","","   29.4","0,0730, ","-0.6","0,0829","-2.2","0,0902","-7.2","0,0917","-7.2","0,0917","-8.9","0,1018","-1.1","0,0602","-2.8","0,0531","-4.4","0,0529","-7.2","0,0512","-11.1","0,0420","","","","","","","","","      1.30","0","      8.99","0","     -6.39","0","",""
"USC00053592","2008","39.8789","-106.3333","2359.2","GREEN MOUNTAIN DAM, CO US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
