"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00047031","2004","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        25","a","        12","a","         0","a","","","","","","","","","","","","","  22.6"," ,a,0901, ","","","","","","","","","","","","","","","    179.6"," ,a","","","","","",""
"ASN00047031","2005","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    189.2"," ,a","","","","","",""
"ASN00047031","2006","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        26","a","         8","a","         0","a","","","","","","","","","","","","","  12.0"," ,a,0118, ","","","","","","","","","","","","","","","     98.8"," ,a","","","","","",""
"ASN00047031","2007","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        35","a","        19","a","         3","a","","","","","","","","","","","","","  33.8"," ,a,0121, ","","","","","","","","","","","","","","","    246.6"," ,a","","","","","",""
"ASN00047031","2008","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        29","a","        13","a","         2","a","","","","","","","","","","","","","  56.4"," ,a,0606, ","","","","","","","","","","","","","","","    215.8"," ,a","","","","","",""
"ASN00047031","2009","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    127.9"," ,a","","","","","",""
"ASN00047031","2010","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    480.8"," ,a","","","","","",""
"ASN00047031","2011","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    596.4"," ,a","","","","","",""
"ASN00047031","2012","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    369.6"," ,a","","","","","",""
"ASN00047031","2013","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    173.0"," ,a","","","","","",""
