"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1936","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    336.4","","     336.4","0","        72","0","        30","0","         1","0","","","        13","0","        17","0","       167","0","        32","0","       150","0","        31","0","","","","","  -35.0","0,0208, ","","","   127"," ,0,1020, ","  26.7"," ,0,0803, ","   37.8","0,0618, ","0.0","0,0927","-3.9","0,1007","-5.6","0,1022","-6.7","0,1023","-10.6","0,1102","-1.1","0,0410","-4.4","0,0407","-4.4","0,0407","-10.6","0,0406","-10.6","0,0406","    3589.1","1","    3589.1","0","    299.6"," ,0","      712"," ,0","      9.16","0","     17.05","0","      1.27","0","","","","","",""
"USC00053005","1937","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    304.6","","     304.6","0","        72","0","        33","0","         0","0","","","        17","0","        23","0","       174","0","        45","0","       140","0","        25","0","","","","","  -32.2","0,0108, ","","","   180"," ,0,1213, ","  23.6"," ,0,1213, ","   35.6","0,0722,+","-1.7","0,1009","-2.2","0,1031","-5.6","0,1103","-8.9","0,1105","-8.9","0,1105","0.0","0,0522","-2.8","0,0426","-4.4","0,0406","-6.7","0,0330","-10.6","0,0325","    3872.1","1","    3872.1","0","    314.2"," ,0","     1226"," ,0","      8.30","0","     16.07","0","      0.53","0","","","","","",""
"USC00053005","1938","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    222.4","","     222.4","0","       103","0","        42","0","         3","0","","","        13","0","        12","0","       160","0","        17","0","       159","0","        18","0","","","","","  -23.9","0,0131, ","","","   127"," ,0,1211, ","  89.9"," ,0,0903, ","   35.0","0,0802,+","-1.1","0,1018","-2.2","0,1020","-4.4","0,1105","-7.8","0,1106","-12.2","0,1107","-2.8","0,0508","-2.8","0,0508","-6.7","0,0409","-6.7","0,0409","-9.4","0,0407","    3478.9","9","    3478.9","0","    502.8"," ,0","      859"," ,0","      9.45","0","     16.97","0","      1.92","0","","","","","",""
"USC00053005","1939","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    304.4","","     304.4","0","        64","0","        27","0","         0","0","","","        13","0","         8","0","       162","0","        26","0","       169","0","        30","0","","","","","  -23.3","0,1227, ","","","    89"," ,0,0316,+","  15.2"," ,0,0327, ","   38.3","0,0720,+","0.0","0,1005","-2.8","0,1010","-6.7","0,1028","-6.7","0,1028","-11.7","0,1125","-2.2","0,0421","-2.2","0,0421","-5.6","0,0418","-12.8","0,0406","-12.8","0,0406","    3471.7","7","    3471.7","0","    200.0"," ,0","      774"," ,0","      9.84","0","     18.23","0","      1.46","0","","","","","",""
"USC00053005","1940","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","","","","","        78","0","        36","0","         1","0","","","        14","0","","","","","","","","","","","","","","","","","","","   163"," ,0,0106, ","  38.9"," ,0,0909, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    352.3"," ,0","     1188"," ,0","","","","","","","","","","","",""
"USC00053005","1941","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    170.0","","     170.0","0","        98","0","        45","0","         2","0","","","         8","0","         8","0","       168","0","        20","0","       129","0","        14","0","","","","","  -25.6","0,1228,+","","","   292"," ,0,1222, ","  40.6"," ,0,0812, ","   35.0","0,0723, ","-0.6","0,0909","-3.9","0,1007","-8.9","0,1031","-8.9","0,1031","-8.9","0,1031","-1.1","0,0424","-5.0","0,0421","-5.0","0,0421","-11.1","0,0326","-11.1","0,0326","    3562.6","6","    3562.6","0","    450.6"," ,0","      853"," ,0","      8.75","0","     16.24","0","      1.26","0","","","","","",""
"USC00053005","1942","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    157.4","","     157.4","0","        80","0","        29","0","         7","0","","","        17","0","        24","0","       171","0","        30","0","       141","0","        11","0","","","","","  -34.4","0,0105, ","","","   381"," ,0,0424, ","  55.6"," ,0,1016, ","   34.4","0,0714,+","-0.6","0,0919","-5.6","0,0926","-5.6","0,0926","-10.6","0,1024","-10.6","0,1024","-1.1","0,0520","-2.8","0,0506","-7.8","0,0401","-7.8","0,0401","-9.4","0,0330","    4045.6","6","    4045.6","0","    516.5"," ,0","     1662"," ,0","      7.87","0","     15.79","0","     -0.06","0","","","","","",""
"USC00053005","1943","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    241.9","","     241.9","0","        74","0","        34","0","         2","0","","","        10","0","        10","0","       169","0","        13","0","       149","0","        25","0","","","","","  -32.2","0,0119, ","","","   165"," ,0,0318, ","  36.1"," ,0,0508, ","   35.6","0,0712, ","-0.6","0,0906","-2.8","0,1008","-5.6","0,1015","-10.6","0,1102","-10.6","0,1102","-0.6","0,0520","-2.8","0,0510","-4.4","0,0326","-8.9","0,0321","-8.9","0,0321","    3510.6","6","    3510.6","0","    312.1"," ,0","     1089"," ,0","      9.18","0","     17.57","0","      0.79","0","","","","","",""
"USC00053005","1944","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    194.7","","     194.7","0","        78","0","        33","0","         1","0","","","        17","0","        13","0","       186","0","        19","0","       148","0","        21","0","","","","","  -25.0","0,0108, ","","","   305"," ,0,0321, ","  29.7"," ,0,0524, ","   35.0","0,0808,+","-0.6","0,0929","-2.2","0,1011","-5.6","0,1019","-7.2","0,1109","-11.1","0,1117","-3.9","0,0505","-3.9","0,0505","-4.4","0,0504","-12.8","0,0411","-12.8","0,0411","    3800.7","7","    3800.7","0","    334.0"," ,0","     1542"," ,0","      8.30","0","     16.61","0","     -0.02","0","","","","","",""
"USC00053005","1945","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    190.7","","     190.7","0","        95","0","        47","0","         0","0","","","        15","0","        13","0","       178","0","        23","0","       139","0","        13","0","","","","","  -29.4","0,0128, ","","","   274"," ,0,0414, ","  22.1"," ,0,0801,+","   33.9","0,0818,+","-1.1","0,0913","-2.2","0,0927","-4.4","0,1022","-11.1","0,1109","-11.1","0,1109","-0.6","0,0616","-3.3","0,0503","-5.0","0,0418","-11.1","0,0417","-11.1","0,0417","    3799.2","2","    3799.2","0","    400.1"," ,0","     1635"," ,0","      8.33","0","     16.22","0","      0.44","0","","","","","",""
"USC00053005","1946","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    214.9","","     214.9","0","        80","0","        42","0","         1","0","","","        10","0","         6","0","       172","0","        10","0","       141","0","        19","0","","","","","  -25.0","0,1110, ","","","   188"," ,0,1104, ","  56.6"," ,0,0719, ","   35.6","0,0722, ","-2.2","0,0923","-2.2","0,0923","-6.1","0,1011","-8.3","0,1101","-12.2","0,1106","-1.1","0,0520","-2.2","0,0512","-7.2","0,0326","-7.2","0,0326","-11.1","0,0310","    3430.1","1","    3430.1","0","    362.2"," ,0","      864"," ,0","      9.30","0","     17.58","0","      1.01","0","","","","","",""
"USC00053005","1947","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    219.2","","     219.2","0","        93","0","        45","0","         3","0","","","        20","0","        15","0","       172","0","        29","0","       142","0","        24","0","","","","","  -27.2","0,1231, ","","","   229"," ,0,1230, ","  54.6"," ,0,0611, ","   35.0","0,0801, ","-1.7","0,0915","-6.7","0,1023","-6.7","0,1023","-6.7","0,1023","-11.1","0,1110","-1.7","0,0613","-3.9","0,0529","-5.0","0,0413","-15.0","0,0315","-15.0","0,0315","    3870.3","3","    3870.3","0","    456.5"," ,0","     1714"," ,0","      8.47","0","     16.26","0","      0.69","0","","","","","",""
"USC00053005","1948","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    211.4","","     211.4","0","        77","0","        29","0","         1","0","","","        20","0","        25","0","       179","0","        38","0","       155","0","        23","0","","","","","  -35.6","0,0128, ","","","   180"," ,0,1223, ","  27.4"," ,0,0531, ","   34.4","0,0904,+","0.0","0,1002","-3.9","0,1007","-5.6","0,1016","-14.4","0,1017","-14.4","0,1017","0.0","0,0513","-5.6","0,0506","-5.6","0,0506","-6.7","0,0413","-8.9","0,0328","    3812.8","8","    3812.8","0","    266.1"," ,0","     1580"," ,0","      8.23","0","     16.46","0","      0.01","0","","","","","",""
"USC00053005","1949","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    200.5","","     200.5","0","        81","0","        36","0","         2","0","       49","","        12","0","        26","0","       169","0","        37","0","       143","0","        14","0","","","        10"," ","  -33.3","0,0129, ","   178"," ,0,0105,+","   145"," ,0,0329, ","  89.9"," ,0,0604, ","   35.0","0,0822, ","-5.0","0,1011","-5.0","0,1011","-5.0","0,1011","-6.7","0,1022","-9.4","0,1121","0.0","0,0501","-2.2","0,0416","-4.4","0,0415","-6.7","0,0411","-15.6","0,0331","    3848.8","8","    3848.8","0","    477.7"," ,0","      982"," ,0","      8.38","0","     16.57","0","      0.19","0","","","","","",""
"USC00053005","1950","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    108.5","","     108.5","0","        74","0","        36","0","         1","0","       20","","         9","0","        13","0","       170","0","        16","0","       141","0","         2","0","         1"," ","         9"," ","  -28.3","0,0104, ","   127"," ,0,1108, ","   127"," ,0,0428, ","  54.1"," ,0,0525, ","   32.2","0,0901,+","0.0","0,1002","-2.8","0,1004","-9.4","0,1103","-9.4","0,1103","-9.4","0,1103","0.0","0,0525","-3.3","0,0429","-5.6","0,0425","-8.9","0,0419","-8.9","0,0419","    3576.6","6","    3576.6","0","    323.4"," ,0","      725"," ,0","      8.80","0","     17.02","0","      0.57","0","","","","","",""
"USC00053005","1951","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    170.8","","     170.8","0","       105","0","        47","0","         4","0","       41","","        18","0","        17","0","       187","0","        24","0","       126","0","        13","0","","","        24"," ","  -40.6","0,0201, ","   152"," ,0,0131,+","   114"," ,0,0129, ","  77.7"," ,0,0803, ","   36.1","0,0707, ","-1.7","0,0916","-2.2","0,1014","-4.4","0,1023","-17.8","0,1101","-17.8","0,1101","0.0","0,0511","-2.8","0,0503","-5.6","0,0415","-8.9","0,0411","-8.9","0,0411","    3752.2","2","    3752.2","0","    565.3"," ,0","     1184"," ,0","      7.64","0","     15.48","0","     -0.20","0","","","     37572","0","",""
"USC00053005","1952","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    254.6","","     254.6","0","        71","0","        27","0","         3","0","       38","","        10","0","        13","0","       189","0","        27","0","       157","0","        24","0","","","         7"," ","  -25.6","0,1127, ","   330"," ,0,0321, ","   234"," ,0,0321, ","  42.9"," ,0,0516, ","   35.6","0,0612, ","-0.6","0,1002","-2.8","0,1005","-5.6","0,1007","-8.3","0,1015","-8.9","0,1107","0.0","0,0511","-3.3","0,0423","-4.4","0,0410","-8.3","0,0328","-12.2","0,0327","    3892.2","2","    3892.2","0","    323.8"," ,0","      943"," ,0","      8.65","0","     16.94","0","      0.37","0","","","     38281","0","",""
"USC00053005","1953","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    251.1","","     251.1","0","        67","0","        31","0","         2","0","       27","","        14","0","         5","0","       175","0","        10","0","       156","0","        22","0","","","","","  -23.3","0,0116, ","   254"," ,0,0411, ","   343"," ,0,0411, ","  46.7"," ,0,0607, ","   36.1","0,0629, ","-3.9","0,1004","-3.9","0,1004","-5.6","0,1026","-9.4","0,1108","-9.4","0,1108","-3.9","0,0514","-3.9","0,0514","-4.4","0,0426","-8.3","0,0419","-12.8","0,0418","    3602.0","0","    3602.0","0","    290.5"," ,0","     1062"," ,0","      9.77","0","     18.11","0","      1.42","0","","","     36875","0","",""
"USC00053005","1954","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    339.7","","     339.7","0","        52","0","        30","0","         0","0","       19","","         8","0","         8","0","       165","0","        14","0","       172","0","        41","0","","","","","  -27.2","0,1228, ","   229"," ,0,0330, ","   203"," ,0,0330, ","  18.0"," ,0,0806, ","   38.9","0,0712,+","0.0","0,1001","-4.4","0,1014","-4.4","0,1014","-7.8","0,1027","-8.9","0,1031","0.0","0,0512","-2.8","0,0503","-6.7","0,0416","-6.7","0,0416","-10.0","0,0401","    3197.4","4","    3197.4","0","    202.7"," ,0","      714"," ,0","     10.57","0","     19.36","0","      1.77","0","","","     37566","0","",""
"USC00053005","1955","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    295.2","","     295.2","0","        73","0","        33","0","         0","0","       54","","        15","0","        22","0","       178","0","        38","0","       151","0","        33","0","","","","","  -28.3","0,0204, ","   203"," ,0,0203, ","   203"," ,0,0203, ","  24.9"," ,0,0518, ","   36.7","0,0710, ","-3.3","0,1007","-3.3","0,1007","-6.1","0,1024","-10.0","0,1102","-10.0","0,1102","-0.6","0,0517","-2.2","0,0428","-5.6","0,0413","-8.9","0,0406","-8.9","0,0406","    3656.5","5","    3656.5","0","    329.5"," ,0","     1394"," ,0","      8.55","0","     16.73","0","      0.38","0","","","     39366","0","",""
"USC00053005","1956","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    240.0","","     240.0","0","        73","0","        36","0","         0","0","       51","","        14","0","        17","0","       174","0","        28","0","       163","0","        24","0","","","","","  -30.6","0,0312, ","   432"," ,0,0314, ","   394"," ,0,0314, ","  24.4"," ,0,0730, ","   35.6","0,0613,+","0.0","0,1012","-2.2","0,1015","-6.7","0,1020","-6.7","0,1020","-8.9","0,1105","-0.6","0,0424","-3.3","0,0420","-5.0","0,0410","-7.8","0,0407","-10.0","0,0329","    3636.9","9","    3636.9","0","    310.4"," ,0","     1527"," ,0","      9.29","0","     17.69","0","      0.88","0","","","     35688","0","",""
"USC00053005","1957","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    237.5","","     237.5","0","        99","0","        47","0","         5","0","       37","","        11","0","        12","0","       166","0","        18","0","       126","0","        17","0","","","","","  -25.0","0,0116, ","   457"," ,0,0402, ","   500"," ,0,0402, ","  55.4"," ,0,0402, ","   35.6","0,0706,+","-2.2","0,0922","-2.2","0,0922","-5.6","0,1027","-7.8","0,1109","-16.7","0,1118","0.0","0,0517","-2.8","0,0428","-5.6","0,0426","-6.7","0,0412","-20.0","0,0408","    3674.5","5","    3674.5","0","    497.6"," ,0","     1202"," ,0","      8.77","0","     16.16","0","      1.37","0","","","     36852","0","",""
"USC00053005","1958","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    270.8","","     270.8","0","        96","0","        47","0","         1","0","       46","","        14","0","         6","0","       167","0","        21","0","       159","0","        24","0","","","","","  -24.4","0,1128, ","   305"," ,0,1212, ","   292"," ,0,1212, ","  44.7"," ,0,0508, ","   35.6","0,0809, ","-3.9","0,1001","-3.9","0,1001","-4.4","0,1022","-8.3","0,1116","-13.9","0,1117","-3.3","0,0430","-3.3","0,0430","-5.0","0,0424","-12.2","0,0318","-12.2","0,0318","    3499.9","9","    3499.9","0","    443.7"," ,0","     1277"," ,0","      9.46","0","     17.22","0","      1.70","0","","","     22986","0","",""
"USC00053005","1959","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    294.2","","     294.2","0","        83","0","        35","0","         1","0","       48","","        19","0","        12","0","       174","0","        24","0","       138","0","        31","0","","","","","  -31.7","0,0104, ","   381"," ,0,0410,+","   191"," ,0,0409,+","  30.7"," ,0,0504, ","   36.7","0,0811,+","-1.1","0,0929","-5.6","0,1003","-5.6","0,1003","-10.0","0,1031","-10.0","0,1031","-4.4","0,0422","-4.4","0,0422","-4.4","0,0422","-8.3","0,0414","-17.8","0,0413","    3620.0","0","    3620.0","0","    373.0"," ,0","     1480"," ,0","      8.74","0","     16.39","0","      1.09","0","","","     24147","0","",""
"USC00053005","1960","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    285.1","","     285.1","0","        70","0","        26","0","         2","0","","","        18","0","        12","0","       165","0","        34","0","       153","0","        45","0","","","","","  -28.9","0,0303, ","","","    91"," ,0,0315, ","  40.9"," ,0,0505, ","   36.7","0,0727,+","0.0","0,0930","-2.2","0,1026","-5.6","0,1106","-7.8","0,1109","-11.1","0,1110","-0.6","0,0520","-3.3","0,0501","-6.1","0,0430","-12.8","0,0317","-12.8","0,0317","    3765.8","8","    3765.8","0","    254.8"," ,0","      931"," ,0","      8.98","0","     17.08","0","      0.88","0","","","     25856","0","",""
"USC00053005","1961","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3467.7","7","    3467.7","0","","","","","","","","","","","","","","","",""
"USC00053005","1962","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    163.0","","     163.0","0","        97","0","        34","0","         1","0","       48","","","","        23","0","       159","0","        30","0","       150","0","        12","0","","","","","  -35.6","0,0110, ","   330"," ,0,0108, ","","","  25.9"," ,0,1005, ","   35.0","0,0814, ","-0.6","0,0909","-3.3","0,1020","-7.2","0,1107","-7.2","0,1107","-9.4","0,1108","-3.9","0,0501","-3.9","0,0501","-6.1","0,0402","-13.3","0,0401","-13.3","0,0401","","","","","    336.1"," ,0","","","      8.69","0","     16.78","0","      0.59","0","","","","","",""
"USC00053005","1963","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    287.5","","     287.5","0","        82","0","        25","0","         1","0","       62","","        15","0","        24","0","       154","0","        31","0","       168","0","        22","0","","","","","  -31.7","0,0112, ","   254"," ,0,0304,+","   254"," ,0,0303, ","  68.3"," ,0,0616, ","   35.6","0,0721,+","0.0","0,1022","-7.8","0,1101","-7.8","0,1101","-7.8","0,1101","-10.6","0,1129","-2.8","0,0423","-2.8","0,0423","-4.4","0,0404","-6.7","0,0317","-11.1","0,0315","    3475.2","2","    3475.2","0","    305.6"," ,0","     1159"," ,0","      9.54","0","     17.58","0","      1.50","0","","","","","",""
"USC00053005","1964","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    277.2","","     277.2","0","        62","0","        22","0","         0","0","       35","","        16","0","         4","0","       176","0","        17","0","       143","0","        22","0","","","","","  -26.1","0,1217, ","   279"," ,0,0403, ","   267"," ,0,0403, ","  24.9"," ,0,0403, ","   35.6","0,0705, ","-1.7","0,0927","-5.6","0,1019","-5.6","0,1019","-7.2","0,1105","-9.4","0,1116","-1.7","0,0512","-2.8","0,0426","-6.1","0,0408","-10.6","0,0405","-10.6","0,0405","    3600.8","8","    3600.8","0","    205.4"," ,0","     1161"," ,0","      8.90","0","     16.70","0","      1.11","0","","","","","",""
"USC00053005","1965","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    161.9","","     161.9","0","        93","0","        40","0","         1","0","       37","","        13","0","        12","0","       166","0","        23","0","       138","0","         9","0","","","","","  -23.3","0,0211, ","   152"," ,0,0317, ","   145"," ,0,0317, ","  68.8"," ,0,0617, ","   33.9","0,0812, ","-1.7","0,0916","-2.8","0,0917","-5.0","0,1111","-6.7","0,1122","-8.9","0,1128","-1.7","0,0509","-2.8","0,0330","-4.4","0,0327","-20.0","0,0326","-20.0","0,0326","    3666.8","8","    3666.8","0","    411.3"," ,0","     1123"," ,0","      8.81","0","     16.22","0","      1.40","0","","","","","",""
"USC00053005","1966","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    282.0","","     282.0","0","        64","0","        22","0","         0","0","       34","","        11","0","         8","0","       176","0","        28","0","       154","0","        27","0","","","","","  -25.6","0,0121, ","   127"," ,0,1109,+","   117"," ,0,0208, ","  24.1"," ,0,0608, ","   35.6","0,0716,+","-1.7","0,1001","-2.2","0,1004","-5.6","0,1015","-7.2","0,1102","-15.6","0,1109","0.0","0,0519","-2.8","0,0513","-5.0","0,0421","-10.6","0,0420","-10.6","0,0420","    3543.3","3","    3543.3","0","    186.9"," ,0","      763"," ,0","      9.20","0","     17.16","0","      1.23","0","","","","","",""
"USC00053005","1967","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    163.2","","     163.2","0","       107","0","        52","0","         3","0","","","        17","0","         5","0","       151","0","        21","0","       138","0","         6","0","","","","","  -22.8","0,1221, ","","","   180"," ,0,0114, ","  53.8"," ,0,0530, ","   33.9","0,0824, ","-2.8","0,1016","-2.8","0,1016","-5.6","0,1027","-7.2","0,1030","-13.3","0,1103","-1.1","0,0514","-2.2","0,0424","-5.6","0,0331","-13.9","0,0308","-13.9","0,0308","    3393.8","8","    3393.8","0","    541.4"," ,0","     1410"," ,0","      9.29","0","     16.77","0","      1.81","0","","","","","",""
"USC00053005","1968","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    215.8","","     215.8","0","        80","0","        30","0","         4","0","       42","","        13","0","         6","0","       172","0","        17","0","       133","0","        15","0","","","","","  -23.3","0,1231, ","   152"," ,0,0113,+","   109"," ,0,0417, ","  38.4"," ,0,0524, ","   36.1","0,0620, ","-2.2","0,1009","-2.2","0,1009","-5.6","0,1018","-11.1","0,1115","-11.1","0,1115","-1.1","0,0517","-3.3","0,0428","-6.1","0,0423","-6.7","0,0409","-8.9","0,0404","    3597.2","2","    3597.2","0","    338.8"," ,0","      867"," ,0","      9.00","0","     16.53","0","      1.47","0","","","","","",""
"USC00053005","1969","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    268.6","","     268.6","0","        79","0","        39","0","         5","0","","","         7","0","         4","0","       165","0","        21","0","       137","0","        19","0","","","","","  -20.0","0,0308,+","","","   241"," ,0,1011, ","  34.5"," ,0,0507, ","   37.2","0,0808, ","0.0","0,1004","-3.9","0,1011","-8.3","0,1012","-8.3","0,1012","-12.8","0,1013","-2.8","0,0428","-2.8","0,0428","-6.1","0,0327","-8.3","0,0326","-11.1","0,0315","    3600.1","1","    3600.1","0","    450.3"," ,0","      939"," ,0","      9.14","0","     16.27","0","      2.02","0","","","","","",""
"USC00053005","1971","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    255.8","","     255.8","0","        75","0","        33","0","         4","0","","","        14","0","         7","0","       165","0","        18","0","       139","0","        16","0","","","","","  -28.9","0,0106, ","","","   368"," ,0,0102, ","  41.1"," ,0,0917, ","   36.1","0,0712,+","0.0","0,0917","-6.1","0,0919","-6.1","0,0919","-8.3","0,1029","-9.4","0,1030","0.0","0,0519","-3.3","0,0407","-6.7","0,0406","-6.7","0,0406","-9.4","0,0402","    3617.8","8","    3617.8","0","    355.7"," ,0","     1860"," ,0","      8.92","0","     16.39","0","      1.45","0","","","","","",""
"USC00053005","1972","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    211.0","","     211.0","0","        78","0","        27","0","         0","0","","","        16","0","        21","0","       151","0","        27","0","       150","0","         8","0","","","","","  -27.8","0,1210,+","","","   236"," ,0,1127, ","  18.0"," ,0,0831, ","   35.6","0,0813,+","-1.1","0,1023","-3.9","0,1029","-7.2","0,1030","-7.2","0,1030","-8.9","0,1114","-2.8","0,0502","-2.8","0,0502","-5.0","0,0403","-8.9","0,0330","-8.9","0,0330","    3354.0","0","    3354.0","0","    252.4"," ,0","     1350"," ,0","      9.25","0","     16.78","0","      1.72","0","","","","","",""
"USC00053005","1974","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    252.0","","     252.0","0","        41","0","        25","0","         1","0","       26","","        12","0","        13","0","       151","0","        17","0","       153","0","        18","0","","","","","  -23.9","0,0106,+","   102"," ,0,0111,+","   102"," ,0,0323, ","  72.4"," ,0,0608, ","   35.0","0,0628, ","0.0","0,0912","-2.2","0,1031","-5.6","0,1104","-10.0","0,1114","-10.0","0,1114","-1.1","0,0430","-2.2","0,0416","-4.4","0,0408","-8.9","0,0325","-8.9","0,0325","    3396.5","5","    3396.5","0","    295.2"," ,0","      671"," ,0","      9.63","0","     17.40","0","      1.86","0","","","","","",""
"USC00053005","1975","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    235.6","","     235.6","0","        67","0","        37","0","         3","0","","","        14","0","         5","0","       167","0","        22","0","       142","0","        12","0","","","","","  -21.7","0,0206, ","","","   284"," ,0,1231, ","  54.6"," ,0,0529, ","   34.4","0,0701, ","0.0","0,1001","-2.2","0,1015","-6.1","0,1024","-10.0","0,1025","-10.0","0,1025","0.0","0,0507","-2.8","0,0418","-5.6","0,0409","-12.8","0,0403","-12.8","0,0403","    3664.7","7","    3664.7","0","    434.2"," ,0","     1767"," ,0","      8.96","0","     16.80","0","      1.12","0","","","","","",""
"USC00053005","1976","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    232.5","","     232.5","0","        71","0","        31","0","         1","0","       37","","        12","0","         8","0","       168","0","        19","0","       139","0","        19","0","","","","","  -22.2","0,0107,+","   203"," ,0,0204, ","   201"," ,0,0204, ","  26.2"," ,0,0427, ","   36.1","0,0709, ","-2.8","0,1007","-2.8","0,1007","-7.2","0,1019","-7.2","0,1019","-10.0","0,1115","-1.1","0,0512","-2.2","0,0404","-5.0","0,0331","-11.1","0,0330","-11.1","0,0330","    3410.2","2","    3410.2","0","    268.8"," ,0","      942"," ,0","      9.55","0","     17.46","0","      1.64","0","","","","","",""
"USC00053005","1977","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    334.2","","     334.2","0","        59","0","        21","0","         2","0","       17","","         8","0","         4","0","       148","0","        11","0","       167","0","        24","0","","","","","  -22.8","0,0109, ","   203"," ,0,0402, ","   203"," ,0,0402, "," 112.5"," ,0,0725, ","   36.7","0,0717, ","-1.1","0,1009","-6.1","0,1011","-6.1","0,1011","-6.7","0,1109","-8.9","0,1110","-0.6","0,0421","-3.3","0,0404","-6.7","0,0403","-6.7","0,0403","-8.9","0,0331","    3342.1","1","    3342.1","0","    308.5"," ,0","      677"," ,0","     10.50","0","     18.25","0","      2.74","0","","","","","",""
"USC00053005","1978","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    299.9","","     299.9","0","        86","0","        33","0","         4","0","","","        21","0","         9","0","       160","0","        38","0","       154","0","        27","0","","","","","  -26.7","0,1208, ","","","   404"," ,0,0506, ","  47.0"," ,0,0501, ","   36.7","0,0725, ","0.0","0,0921","-2.2","0,1014","-5.6","0,1106","-6.7","0,1110","-8.9","0,1111","-2.2","0,0509","-2.2","0,0509","-5.6","0,0317","-7.2","0,0316","-15.6","0,0304","    3399.2","2","    3399.2","0","    378.3"," ,0","     2017"," ,0","      8.92","0","     16.41","0","      1.43","0","","","","","",""
