"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00130200","1994","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    391.4","","     391.4","0","        82","0","        57","0","         6","0","       83","","        13","0","        29","0","       133","0","        63","0","       148","0","        12","0","","","  -31.1","0,0121, ","   330"," ,0,0226,+","   206"," ,0,0223, ","  51.3"," ,0,0623, ","   33.3","0,0827,+","-1.1","0,1025","-2.8","0,1026","-5.6","0,1116","-7.2","0,1129","-8.9","0,1130","0.0","0,0501","-6.7","0,0407","-6.7","0,0407","-6.7","0,0407","-10.0","0,0301","    3952.1","1","      23.9","0,0,1","      24.4","0,0,2","      26.1","0,0,3","    3952.1","0","      38.3","0,0,1","      36.7","0,0,2","      28.3","0,0,3","     -11.7","0,0,1","     -10.6","0,0,2","      -6.7","0,0,3","      -9.4","0,0,1","      -8.9","0,0,2","      -5.6","0,0,3","       6.6","0,0,1","       8.2","0,0,2","      11.0","0,0,3","      15.1","0,0,1","      14.5","0,0,2","      12.3","0,0,3","    719.2"," ,0","     1072"," ,0","      9.08","0","     14.91","0","      3.25","0"
"USC00130200","1995","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    476.3","","     476.3","0","        97","0","        64","0","         7","0","       55","","         8","0","        11","0","       147","0","        65","0","       139","0","        17","0","","","  -23.3","0,0107, ","   203"," ,0,0110,+","   157"," ,0,0106, ","  38.1"," ,0,0508, ","   36.1","0,0714,+","-1.7","0,0922","-2.8","0,1022","-7.2","0,1103","-7.2","0,1103","-12.8","0,1104","0.0","0,0427","-3.9","0,0405","-10.0","0,0404","-10.0","0,0404","-10.0","0,0404","    3527.4","4","      25.0","0,0,1","      28.3","0,0,2","      28.9","0,0,3","    3527.4","0","      43.3","0,0,1","      42.8","0,0,2","      33.9","0,0,3","     -11.7","0,0,1","     -10.0","0,0,2","      -2.8","0,0,3","      -7.2","0,0,1","      -6.1","0,0,2","      -2.8","0,0,3","       5.7","0,0,1","       7.6","0,0,2","      10.9","0,0,3","      15.1","0,0,1","      14.5","0,0,2","      12.3","0,0,3","    729.9"," ,0","      683"," ,0","      8.81","0","     14.13","0","      3.48","0"
"USC00130200","1996","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    367.5","","     367.5","0","        98","0","        63","0","        10","0","       51","","        13","0","        32","0","       158","0","        70","0","       132","0","         6","0","","","  -33.3","0,0202, ","   406"," ,0,0204,+","   305"," ,0,0126, ","  73.2"," ,0,0717, ","   33.9","0,0630,+","-0.6","0,1003","-3.3","0,1030","-5.0","0,1031","-7.2","0,1101","-8.9","0,1102","-0.6","0,0506","-2.8","0,0423","-4.4","0,0407","-7.2","0,0327","-13.9","0,0326","    4097.0","0","","","","","","","    4097.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    935.6"," ,0","     1043"," ,0","      7.81","0","     13.32","0","      2.30","0"
"USC00130200","1997","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    456.3","","     456.3","0","        99","0","        58","0","         6","0","       54","","        19","0","        15","0","       152","0","        65","0","       143","0","        14","0","","","  -25.6","0,0128, ","   254"," ,0,0207,+","   259"," ,0,0204, ","  62.0"," ,0,0724, ","   35.0","0,1003, ","0.0","0,1014","-3.9","0,1022","-9.4","0,1027","-9.4","0,1027","-9.4","0,1027","-1.1","0,0513","-3.9","0,0417","-4.4","0,0416","-10.0","0,0409","-10.0","0,0409","    3956.6","6","      25.6","0,0,1","      28.3","0,0,2","      29.4","0,0,3","    3956.6","0","      42.2","0,0,1","      41.7","0,0,2","      33.3","0,0,3","     -20.0","0,0,1","     -16.7","0,0,2","      -8.3","0,0,3","     -12.8","0,0,1","     -10.6","0,0,2","      -7.2","0,0,3","       5.7","0,0,1","       7.6","0,0,2","      10.7","0,0,3","      15.1","0,0,1","      13.9","0,0,2","      12.6","0,0,3","    668.0"," ,0","     1243"," ,0","      8.89","0","     14.24","0","      3.54","0"
"USC00130200","1998","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    539.9","","     539.9","0","       120","0","        73","0","         5","0","","","        11","0","         8","0","       115","0","        48","0","       158","0","        11","0","","","  -25.0","0,1231, ","","","   305"," ,0,0308, ","  86.4"," ,0,0614, ","   33.9","0,0721,+","-0.6","0,1103","-2.2","0,1104","-4.4","0,1107","-6.7","0,1207","-10.0","0,1219","0.0","0,0417","-3.3","0,0324","-6.1","0,0315","-11.7","0,0314","-11.7","0,0314","    3507.0","0","      23.3","0,0,1","      26.7","0,0,2","      29.4","0,0,3","    3507.0","0","      40.6","0,0,1","      35.6","0,0,2","      33.3","0,0,3","     -14.4","0,0,1","     -11.1","0,0,2","      -3.3","0,0,3","      -6.1","0,0,1","      -6.1","0,0,2","      -1.7","0,0,3","       7.4","0,0,1","       9.2","0,0,2","      12.5","0,0,3","      17.0","0,0,1","      13.1","0,0,2","      14.4","0,0,3","    890.9"," ,0","      974"," ,0","     10.84","0","     15.91","0","      5.76","0"
"USC00130200","1999","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    477.6","","     477.6","0","        92","0","        56","0","        14","0","       54","","        11","0","        10","0","       131","0","        44","0","       159","0","        16","0","","","  -30.0","0,0105, ","   381"," ,0,0106,+","   208"," ,0,0308, ","  75.2"," ,0,0818, ","   35.0","0,0729, ","-2.2","0,1004","-2.2","0,1004","-4.4","0,1020","-6.7","0,1103","-15.6","0,1216","-1.1","0,0418","-3.3","0,0327","-6.7","0,0326","-6.7","0,0326","-10.6","0,0221","    3294.0","0","      26.1","0,0,1","      27.8","0,0,2","      30.0","0,0,3","    3294.0","0","      41.1","0,0,1","      36.7","0,0,2","      33.3","0,0,3","      -7.8","0,0,1","      -7.8","0,0,2","      -2.2","0,0,3","      -7.2","0,0,1","      -7.2","0,0,2","      -1.7","0,0,3","       7.1","0,0,1","       8.7","0,0,2","      12.0","0,0,3","      15.6","0,0,1","      12.3","0,0,2","      13.9","0,0,3","   1017.7"," ,0","      848"," ,0","     10.41","0","     16.11","0","      4.71","0"
"USC00130200","2000","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    500.7","","     500.7","0","       105","0","        51","0","         5","0","       53","","        12","0","        21","0","       137","0","        57","0","       175","0","        19","0","","","  -26.1","0,1225,+","   381"," ,0,1231,+","   188"," ,0,1211, ","  48.3"," ,0,0518, ","   36.7","0,0901, ","-2.8","0,1006","-2.8","0,1006","-5.0","0,1008","-8.9","0,1115","-8.9","0,1115","-4.4","0,0412","-4.4","0,0412","-4.4","0,0412","-6.7","0,0408","-13.9","0,0220","    3081.8","8","      24.4","0,0,1","      26.7","0,0,2","      27.8","0,0,3","    3081.8","0","      38.9","0,0,1","      35.0","0,0,2","      34.4","0,0,3","      -7.8","0,0,1","      -6.7","0,0,2","      -2.2","0,0,3","      -5.6","0,0,1","      -5.6","0,0,2","      -1.1","0,0,3","       7.8","0,0,1","       9.9","0,0,2","      12.4","0,0,3","      15.8","0,0,1","      14.4","0,0,2","      14.4","0,0,3","    606.5"," ,0","     1259"," ,0","      9.90","0","     15.84","0","      3.95","0"
"USC00130200","2001","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    513.8","","     513.8","0","        99","0","        67","0","         7","0","       70","","         6","0","        10","0","       130","0","        57","0","       151","0","        18","0","","","  -23.9","0,0202, ","   406"," ,0,0102,+","   104"," ,0,0209, ","  61.7"," ,0,0908, ","   36.1","0,0611, ","-1.7","0,1006","-2.2","0,1017","-6.7","0,1027","-6.7","0,1027","-11.7","0,1224","-1.7","0,0418","-2.2","0,0417","-10.0","0,0327","-10.0","0,0327","-10.0","0,0327","    3923.3","3","      25.6","0,0,1","      29.4","0,0,3","","","    3923.3","0","      40.0","0,0,1","      33.9","0,0,3","","","      -8.9","0,0,1","      -1.7","0,0,3","","","      -6.1","0,0,1","      -1.1","0,0,3","","","       7.2","0,0,1","      11.6","0,0,3","","","      15.0","0,0,1","      13.4","0,0,3","","","    806.9"," ,0","      400"," ,0","     10.10","0","     15.57","0","      4.63","0"
"USC00130200","2002","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    585.2","","     585.2","0","        78","0","        47","0","        10","0","       14","","         6","0","         3","0","       150","0","        29","0","       148","0","        23","0","","","  -22.8","0,0304, ","   127"," ,0,0202,+","   107"," ,0,0131, "," 116.3"," ,0,0805, ","   35.0","0,0722,+","-1.7","0,1007","-2.2","0,1013","-5.6","0,1020","-7.8","0,1101","-10.6","0,1125","-1.7","0,0409","-4.4","0,0407","-4.4","0,0407","-7.2","0,0405","-9.4","0,0326","    3214.5","5","      25.0","0,0,1","      29.4","0,0,2","      29.4","0,0,3","    3214.5","0","      36.7","0,0,1","      35.6","0,0,2","      34.4","0,0,3","      -8.3","0,0,1","      -6.7","0,0,2","      -2.2","0,0,3","      -5.0","0,0,1","      -5.0","0,0,2","      -1.1","0,0,3","       6.9","0,0,1","       9.0","0,0,2","      11.3","0,0,3","      15.0","0,0,1","      14.0","0,0,2","      13.1","0,0,3","    827.0"," ,0","      413"," ,0","     10.24","0","     16.29","0","      4.19","0"
"USC00130200","2003","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    444.2","","     444.2","0","        88","0","        59","0","        11","0","","","        10","0","        20","0","       143","0","        50","0","       155","0","        16","0","","","  -25.0","0,0207, ","","","   203"," ,0,0215, ","  64.3"," ,0,0625, ","   36.1","0,0826,+","0.0","0,0929","-3.3","0,1026","-7.8","0,1106","-7.8","0,1106","-11.1","0,1108","-2.2","0,0410","-2.2","0,0410","-6.7","0,0409","-6.7","0,0409","-11.7","0,0311","    3681.1","1","      24.4","0,0,1","      27.2","0,0,2","      28.3","0,0,3","    3681.1","0","      40.0","0,0,1","      39.4","0,0,2","      37.2","0,0,3","     -15.6","0,0,1","     -11.7","0,0,2","      -6.7","0,0,3","      -6.7","0,0,1","      -6.1","0,0,2","      -3.9","0,0,3","       5.9","0,0,1","       8.3","0,0,2","      10.6","0,0,3","      15.6","0,0,1","      14.0","0,0,2","      12.9","0,0,3","    883.6"," ,0","      824"," ,0","      9.47","0","     15.48","0","      3.47","0"
"USC00130200","2004","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    374.6","","     374.6","0","       100","0","        65","0","         5","0","       42","","         9","0","        19","0","       135","0","        43","0","       164","0","         0","0","","","  -25.0","0,1224,+","   533"," ,0,0209,+","   173"," ,0,0315, ","  74.4"," ,0,0523, ","   31.7","0,0721,+","-0.6","0,1002","-3.9","0,1103","-7.2","0,1112","-7.2","0,1112","-9.4","0,1130","-1.1","0,0503","-2.8","0,0413","-4.4","0,0411","-7.2","0,0322","-10.0","0,0312","    3535.5","5","","","","","","","    3535.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    852.6"," ,0","      891"," ,0","      9.91","0","     15.57","0","      4.25","0"
"USC00130200","2005","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    572.8","","     572.8","0","        96","0","        61","0","         8","0","       69","","        12","0","        15","0","       143","0","        51","0","       173","0","        22","0","","","  -25.6","0,1209, ","   406"," ,0,0107,+","   216"," ,0,0106, "," 108.2"," ,0,0811, ","   34.4","0,0724,+","-0.6","0,1007","-2.2","0,1028","-5.0","0,1110","-8.9","0,1116","-8.9","0,1116","0.0","0,0504","-2.2","0,0323","-6.1","0,0320","-8.9","0,0315","-8.9","0,0315","    3310.2","2","      26.1","0,5,1","      29.4","0,5,2","      30.0","0,5,3","    3310.2","0","      38.9","0,5,1","      36.7","0,5,2","      32.2","0,5,3","      -7.8","0,5,1","      -3.9","0,5,2","      -5.0","0,5,3","      -3.9","0,5,1","      -2.2","0,5,2","       0.6","0,5,3","       8.4","0,5,1","      10.5","0,5,2","      12.0","0,5,3","      15.2","0,5,1","      13.6","0,5,2","      13.7","0,5,3","    879.9"," ,0","     1040"," ,0","     10.27","0","     15.97","0","      4.57","0"
"USC00130200","2006","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    532.4","","     532.4","0","       101","0","        73","0","         9","0","","","         5","0","         4","0","       134","0","        17","0","       154","0","        15","0","","","  -25.0","0,0218, ","","","   180"," ,0,0321, ","  61.5"," ,0,0911, ","   33.9","0,0801,+","-3.3","0,1012","-3.3","0,1012","-6.1","0,1023","-8.3","0,1101","-8.9","0,1102","-1.1","0,0409","-3.9","0,0408","-9.4","0,0323","-9.4","0,0323","-9.4","0,0323","    3286.0","0","      28.9","0,5,2","      28.9","0,5,3","","","    3286.0","0","      36.1","0,5,2","      31.7","0,5,3","","","      -6.7","0,5,2","      -2.2","0,5,3","","","      -3.9","0,5,2","      -0.6","0,5,3","","","      10.3","0,5,2","      11.7","0,5,3","","","      12.8","0,5,2","      13.4","0,5,3","","","    937.4"," ,0","      303"," ,0","     11.02","0","     16.95","0","      5.09","0"
"USC00130200","2007","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    622.6","","     622.6","0","        96","0","        66","0","        13","0","       81","","        15","0","        18","0","       140","0","        69","0","       168","0","        12","0","","","  -26.1","0,0204, ","   279"," ,0,0305,+","   203"," ,0,0225, ","  84.6"," ,0,0524, ","   34.4","0,0709,+","0.0","0,1023","-2.2","0,1101","-6.7","0,1107","-6.7","0,1107","-11.7","0,1123","-1.7","0,0414","-2.2","0,0413","-6.1","0,0409","-7.8","0,0408","-10.0","0,0407","    3551.4","4","      25.6","0,5,1","      28.3","0,5,2","      28.9","0,5,3","    3551.4","0","      39.4","0,5,1","      33.9","0,5,2","      30.6","0,5,3","     -11.7","0,5,1","      -8.3","0,5,2","      -5.0","0,5,3","      -8.3","0,5,1","      -6.7","0,5,2","      -3.3","0,5,3","       7.9","0,5,1","      10.3","0,5,2","      11.3","0,5,3","      14.5","0,5,1","      12.8","0,5,2","      13.2","0,5,3","   1024.3"," ,0","     1010"," ,0","      9.98","0","     15.55","0","      4.41","0"
"USC00130200","2008","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    390.7","","     390.7","0","       121","0","        72","0","        13","0","       60","","        15","0","        26","0","       150","0","        79","0","       150","0","         5","0","","","  -27.2","0,0124, ","   279"," ,0,0125,+","   114"," ,0,0122, ","  65.0"," ,0,0530, ","   34.4","0,0804, ","-0.6","0,1021","-5.6","0,1028","-5.6","0,1028","-7.8","0,1110","-8.9","0,1118","-1.7","0,0429","-2.8","0,0414","-7.8","0,0329","-7.8","0,0329","-9.4","0,0310","    3934.6","6","      23.3","0,5,1","      26.7","0,5,2","      25.0","0,5,3","    3934.6","0","      31.7","0,5,1","      29.4","0,5,3","","","     -17.2","0,5,1","     -12.8","0,5,2","      -9.4","0,5,3","     -10.6","0,5,1","      -5.6","0,5,3","","","       5.6","0,5,1","       8.1","0,5,2","       8.8","0,5,3","      11.8","0,5,1","      10.9","0,5,3","","","   1269.2"," ,0","     1096"," ,0","      8.29","0","     13.68","0","      2.90","0"
"USC00130200","2009","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    295.0","","     295.0","0","       117","0","        69","0","         9","0","       56","","        13","0","        17","0","       135","0","        62","0","       137","0","         3","0","","","  -31.7","0,0115, ","   381"," ,0,1231,+","   203"," ,0,1209, ","  76.2"," ,0,0427, ","   34.4","0,0623, ","0.0","0,1007","-2.2","0,1010","-5.0","0,1130","-8.3","0,1203","-12.2","0,1204","0.0","0,0414","-5.6","0,0407","-5.6","0,0407","-15.0","0,0312","-15.0","0,0312","    3796.0","0","      23.3","0,5,1","      25.0","0,5,3","","","    3796.0","0","      32.2","0,5,1","      27.8","0,5,3","","","     -11.1","0,5,1","      -7.8","0,5,3","","","      -8.9","0,5,1","      -2.8","0,5,3","","","       6.4","0,5,1","       9.6","0,5,3","","","      12.7","0,5,1","      11.6","0,5,3","","","    938.6"," ,0","     1119"," ,0","      8.79","0","     14.30","0","      3.29","0"
"USC00130200","2010","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    576.4","","     576.4","0","       121","0","        80","0","        13","0","       87","","        13","0","        21","0","       129","0","        82","0","       170","0","         9","0","         1"," ","  -29.4","0,0102, ","   686"," ,0,0217,+","   152"," ,0,1224, "," 126.5"," ,0,0809, ","   33.3","0,0715,+","-5.0","0,1029","-5.0","0,1029","-5.0","0,1029","-10.0","0,1123","-10.0","0,1123","0.0","0,0409","-3.9","0,0326","-4.4","0,0321","-7.8","0,0305","-13.9","0,0304","    3839.5","5","      24.4","0,5,1","      27.8","0,5,2","      26.7","0,5,3","    3839.5","0","      36.7","0,5,1","      31.7","0,5,2","      28.9","0,5,3","      -8.3","0,5,1","      -6.1","0,5,2","      -4.4","0,5,3","      -5.6","0,5,1","      -3.9","0,5,2","       0.0","0,5,3","       7.9","0,5,1","      10.2","0,5,2","      11.1","0,5,3","      13.5","0,5,1","      12.2","0,5,2","      13.0","0,5,3","   1279.8"," ,0","     1032"," ,0","      9.53","0","     15.02","0","      4.04","0"
"USC00130200","2011","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    562.1","","     562.1","7","        99","7","        57","7","         6","7","","","","","        12","7","       141","7","        47","7","       146","7","        22","7","","","  -24.4","7,0208, ","","","","","  43.7"," ,7,0804, ","   35.6","7,0721,+","-1.1","7,1020","-2.2","7,1021","-5.6","7,1116","-9.4","7,1117","-9.4","7,1117","-0.6","7,0504","-2.8","7,0503","-4.4","7,0330","-6.7","7,0327","-15.0","7,0302","    3758.5","5","      26.1","K,5,1","      31.1","K,5,2","      28.3","K,5,3","    3758.5","7","      37.8","K,5,1","      33.3","K,5,2","      30.6","K,5,3","      -9.4","K,5,1","      -7.2","K,5,2","      -7.2","K,5,3","      -7.8","K,5,1","      -6.1","K,5,2","      -3.3","K,5,3","       7.3","K,5,1","       9.5","K,5,2","      10.1","K,5,3","      13.9","K,5,1","      11.9","K,5,2","      12.3","K,5,3","    812.0"," ,7","","","      9.90","7","     15.46","7","      4.34","7"
"USC00130200","2012","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    661.6","","     661.6","7","        90","7","        56","7","         4","7","","","","","         5","7","       126","7","        33","7","       182","7","        39","7","","","  -21.1","7,0121, ","","","","","  61.2"," ,7,0415, ","   37.8","7,0726,+","-1.1","7,1005","-2.8","7,1006","-6.7","7,1007","-6.7","7,1007","-9.4","7,1124","0.0","7,0412","-3.9","7,0411","-5.0","7,0309","-13.3","7,0305","-13.3","7,0305","    2869.9","9","","","","","","","    2869.9","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    641.4"," ,7","","","     12.00","7","     18.30","7","      5.68","7"
"USC00130200","2013","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    557.4","","     557.4","7","        88","7","        57","7","         7","7","","","","","        19","7","       161","7","        61","7","       149","7","        23","7","","","  -26.1","7,1224, ","","","","","  55.4"," ,7,0812, ","   36.1","7,0909,+","-0.6","7,1019","-2.2","7,1023","-4.4","7,1025","-13.3","7,1112","-13.3","7,1112","0.0","7,0504","-3.9","7,0424","-6.1","7,0402","-6.7","7,0401","-12.2","7,0321","    3758.8","8","      25.6","7,3,1","      31.7","7,3,3","","","    3758.8","7","      40.6","7,3,1","      33.9","7,3,3","","","     -16.7","7,3,1","     -10.6","7,3,3","","","      -8.3","7,3,1","      -2.8","7,3,3","","","       6.3","7,3,1","       9.8","7,3,3","","","      14.1","7,3,1","      12.4","7,3,3","","","    689.4"," ,7","","","      8.81","7","     14.45","7","      3.16","7"
"USC00130200","2014","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    406.2","","     406.2","7","       103","7","        67","7","        13","7","","","        14","7","        32","7","       141","7","        69","7","       150","7","         3","7","","","  -28.3","7,0210, ","","","   102"," ,7,0301,+","  45.0"," ,7,0901, ","   32.2","7,0905,+","-3.9","7,1031","-3.9","7,1031","-5.0","7,1101","-9.4","7,1112","-9.4","7,1112","-2.8","7,0418","-2.8","7,0418","-5.6","7,0415","-7.2","7,0401","-10.0","7,0323","    4113.3","3","      22.2","7,3,1","      24.4","7,3,2","      23.9","7,3,3","    4113.3","7","      35.6","7,3,1","      28.3","7,3,2","      27.8","7,3,3","     -17.8","7,3,1","     -14.4","7,3,2","      -9.4","7,3,3","     -10.6","7,3,1","      -8.9","7,3,2","      -7.8","7,3,3","       5.2","7,3,1","       7.2","7,3,2","       8.7","7,3,3","      13.0","7,3,1","       9.8","7,3,2","      11.0","7,3,3","   1012.7"," ,7","      736"," ,7","      8.41","7","     13.97","7","      2.84","7"
"USC00130200","2015","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    458.3","","     458.3","7","       110","7","        75","7","        12","7","       51","","         8","7","        20","7","       132","7","        43","7","       166","7","         8","7","","","  -26.1","7,0206,+","   279"," ,7,0205,+","   279"," ,7,0201, ","  77.7"," ,7,0809, ","   33.9","7,0610, ","0.0","7,1018","-2.2","7,1120","-9.4","7,1121","-9.4","7,1121","-9.4","7,1121","0.0","7,0423","-2.2","7,0404","-6.1","7,0327","-15.6","7,0306","-15.6","7,0306","    3636.0","0","","","","","","","    3636.0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1132.4"," ,7","      879"," ,7","     10.33","7","     15.94","7","      4.73","7"
"USC00130200","2016","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    589.8","","     589.8","7","       112","7","        64","7","        10","7","","","","","        11","7","       119","7","        43","7","       181","7","        16","7","","","  -27.2","7,1218, ","","","",""," 111.8"," ,7,0812, ","   34.4","7,0611,+","-1.7","7,1013","-2.8","7,1112","-8.9","7,1120","-8.9","7,1120","-8.9","7,1120","-4.4","7,0412","-4.4","7,0412","-4.4","7,0412","-7.2","7,0409","-11.7","7,0302","    3171.3","3","      25.0","7,3,1","      27.8","7,3,2","      27.2","7,3,3","    3171.3","7","      41.7","7,3,1","      35.6","7,3,2","      30.6","7,3,3","     -15.6","7,3,1","     -11.1","7,3,2","      -6.7","7,3,3","      -8.3","7,3,1","      -7.8","7,3,2","      -1.7","7,3,3","       7.5","7,3,1","      10.2","7,3,2","      12.2","7,3,3","      18.1","7,3,1","      13.7","7,3,2","      14.2","7,3,3","    955.0"," ,7","","","     11.28","7","     16.74","7","      5.82","7"
"USC00130200","2017","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    530.8","","     530.8","7","        99","7","        54","7","         6","7","","","         4","7","         7","7","       122","7","        40","7","       165","7","        25","7","","","  -26.1","7,1227, ","","","    81"," ,7,0125, ","  67.3"," ,7,1007, ","   34.4","7,0721,+","0.0","7,1027","-4.4","7,1029","-4.4","7,1029","-6.7","7,1031","-9.4","7,1110","0.0","7,0428","-4.4","7,0323","-4.4","7,0323","-14.4","7,0315","-14.4","7,0315","    3041.3","3","      25.6","7,3,1","      28.3","7,3,2","      28.9","7,3,3","    3041.3","7","      48.9","7,3,1","      40.6","7,3,2","      33.3","7,3,3","     -16.1","7,3,1","     -12.2","7,3,2","      -5.6","7,3,3","      -7.8","7,3,1","      -7.2","7,3,2","      -2.8","7,3,3","       6.6","7,3,1","       9.3","7,3,2","      11.7","7,3,3","      19.4","7,3,1","      14.0","7,3,2","      14.0","7,3,3","    755.9"," ,7","      274"," ,7","     10.90","7","     16.53","7","      5.27","7"
"USC00130200","2018","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    642.1","","     642.1","7","       120","7","        74","7","        15","7","       41","","         9","7","        14","7","       159","7","        51","7","       150","7","        28","7","","","  -30.0","7,0101, ","   203"," ,7,0212,+","   135"," ,7,0205, "," 107.4"," ,7,0614, ","   36.1","7,0528,+","-0.6","7,1014","-3.3","7,1021","-6.7","7,1109","-6.7","7,1109","-12.8","7,1110","-1.7","7,0420","-2.2","7,0419","-6.7","7,0416","-6.7","7,0416","-10.6","7,0407","    3692.6","6","      21.7","7,3,1","      25.6","7,3,3","","","    3692.6","7","      41.7","7,3,1","      30.6","7,3,3","","","     -19.4","7,3,1","      -8.3","7,3,3","","","     -11.1","7,3,1","      -6.7","7,3,3","","","       5.4","7,3,1","      10.0","7,3,3","","","      15.6","7,3,1","      12.0","7,3,3","","","   1264.7"," ,7","      543"," ,7","      9.50","7","     14.80","7","      4.20","7"
"USC00130200","2019","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    521.0","","     521.0","7","       134","7","        82","7","         7","7","       63","","        12","7","        21","7","       153","7","        63","7","       150","7","         9","7","","","  -30.6","7,0130, ","   406"," ,7,0220, ","   178"," ,7,0224, ","  55.9"," ,7,0524, ","   34.4","7,0720, ","-2.2","7,1012","-2.2","7,1012","-6.1","7,1029","-12.8","7,1107","-12.8","7,1107","-0.6","7,0503","-2.2","7,0413","-6.1","7,0331","-6.7","7,0310","-11.1","7,0307","    3925.8","8","","","","","","","    3925.8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    917.6"," ,7","     1096"," ,7","      9.02","7","     14.53","7","      3.50","7"
"USC00130200","2020","42.02097","-93.77428","338.3","AMES 8 WSW, IA US","    568.8","","     568.8","7","        77","7","        45","7","         6","7","       46","","        11","7","        10","7","       148","7","        40","7","       154","7","        23","7","","","  -24.4","7,0213, ","   127"," ,7,0124,+","   102"," ,7,1229,+","  45.7"," ,7,0715, ","   34.4","7,0828,+","-1.7","7,1016","-6.7","7,1019","-6.7","7,1019","-6.7","7,1019","-11.7","7,1027","0.0","7,0509","-9.4","7,0417","-9.4","7,0417","-9.4","7,0417","-9.4","7,0417","    3546.3","3","","","","","","","    3546.3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    585.9"," ,7","      636"," ,7","     10.36","7","     16.24","7","      4.47","7"
