"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094850","1994","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     95.6","","      95.6","0","       149","0","        63","0","         4","0","      134","","        32","0","        36","0","       181","0","        88","0","        94","0","         3","0","        88"," ","        26"," ","        27"," ","  -32.8","0,0210,+","   711"," ,0,0129, ","   269"," ,0,0324, ","  46.2"," ,0,0827, ","   32.8","0,0615, ","-2.2","0,1002","-2.2","0,1002","-5.0","0,1110","-8.9","0,1122","-8.9","0,1122","0.0","0,0603","-3.3","0,0527","-4.4","0,0428","-10.0","0,0407","-10.0","0,0407","    5568.5","5","    5568.5","0","    614.3"," ,0","","","     2859"," ,0","      4.35","0","      9.67","0","     -0.97","0","   140597","X","","","","","","","",""
"USW00094850","1995","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    209.0","","     209.0","0","       173","0","        92","0","         8","0","      156","","        53","0","        26","0","       187","0","       112","0","        94","0","         7","0","        99"," ","        31"," ","        29"," ","  -27.2","0,1213, ","   940"," ,0,0309, ","   333"," ,0,0204, ","  47.5"," ,0,0906, ","   35.6","0,0618, ","0.0","0,0910","-3.3","0,0923","-5.6","0,1103","-7.2","0,1104","-9.4","0,1108","-0.6","0,0506","-5.0","0,0423","-5.0","0,0423","-6.7","0,0415","-13.3","0,0407","    4831.5","5","    4831.5","0","    990.2"," ,0","","","     5668"," ,0","      4.43","0","      9.28","0","     -0.43","0","   129434","X","","","","","","","",""
"USW00094850","1996","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    108.6","","     108.6","0","       158","0","        95","0","         9","0","      182","","        61","0","        42","0","       203","0","       124","0","        84","0","         2","0","        99"," ","         5"," ","        18"," ","  -35.0","0,0204,+","   914"," ,0,0228, ","   320"," ,0,0430, ","  39.1"," ,0,0718, ","   33.9","0,0628, ","-1.1","0,0929","-2.2","0,1004","-4.4","0,1011","-7.2","0,1030","-10.0","0,1111","-1.1","0,0530","-2.8","0,0513","-4.4","0,0506","-6.7","0,0502","-12.8","0,0414","    5692.6","6","    5692.6","0","   1078.5"," ,0","","","     6429"," ,0","      3.27","0","      8.53","0","     -1.99","0","   136179","X","","","","","","","",""
"USW00094850","1997","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    106.6","","     106.6","0","       162","0","        78","0","         4","0","      180","","        53","0","        26","0","       201","0","       112","0","        75","0","         1","0","        30"," ","","","","","  -27.2","0,0117, ","  1600"," ,0,0315, ","   665"," ,0,0314, ","  45.7"," ,0,0104, ","   32.2","0,0624, ","-0.6","0,1014","-3.9","0,1021","-4.4","0,1022","-7.2","0,1024","-11.1","0,1111","-1.1","0,0522","-2.2","0,0516","-4.4","0,0421","-8.3","0,0418","-9.4","0,0412","    5353.8","8","    5353.8","0","    836.4"," ,0","","","     6600"," ,0","      4.03","0","      9.19","0","     -1.13","0","   139999","X","","","","","","","",""
"USW00094850","1998","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    140.8","","     140.8","0","       144","0","        77","0","         3","0","      113","","        41","0","        18","0","       166","0","        76","0","        98","0","         4","0","","","","","","","  -25.6","0,0316, ","   762"," ,Z,0203,+","   211"," ,0,0109, ","  38.9"," ,0,0822, ","   33.9","0,0714, ","0.0","0,1003","-2.8","0,1004","-6.1","0,1112","-6.7","0,1113","-11.7","0,1121","0.0","0,0605","-2.8","0,0428","-5.6","0,0406","-10.6","0,0324","-10.6","0,0324","    4785.5","5","    4785.5","0","    720.9"," ,0","","","     3451"," ,0","      6.31","0","     11.36","0","      1.27","0","","","","","","","","","",""
"USW00094850","1999","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    178.4","","     178.4","0","       150","0","        88","0","         3","0","      131","","        41","0","        24","0","       181","0","        74","0","        95","0","         3","0","","","","","","","  -29.4","0,0111, ","   940"," ,0,0306,+","   422"," ,0,0103, ","  41.9"," ,0,1123, ","   36.1","0,0730, ","0.0","0,0921","-5.0","0,1003","-5.0","0,1003","-9.4","0,1130","-9.4","0,1130","-0.6","0,0514","-6.1","0,0424","-6.1","0,0424","-10.6","0,0326","-10.6","0,0326","    4712.8","8","    4712.8","0","    956.2"," ,0","","","     4215"," ,0","      5.50","0","     10.63","0","      0.37","0","","","","","","","","","",""
"USW00094850","2000","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     62.6","","      62.6","0","       176","0","        80","0","         6","0","      146","","        60","0","        33","0","       181","0","       102","0","        85","0","         1","0","","","","","","","  -29.4","0,0217,+","  1016"," ,0,0216, ","   432"," ,0,1120, ","  32.8"," ,0,1113, ","   32.2","0,0831, ","-0.6","0,0925","-2.8","0,0927","-4.4","0,1115","-6.7","0,1117","-10.0","0,1118","-1.1","0,0502","-2.2","0,0430","-9.4","0,0412","-9.4","0,0412","-9.4","0,0412","    4845.2","2","    4845.2","0","    760.6"," ,0","","","     6379"," ,0","      4.64","0","     10.09","0","     -0.81","0","","","","","","","","","",""
"USW00094850","2001","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    178.0","","     178.0","0","       169","0","        87","0","         1","0","      147","","        54","0","        14","0","       175","0","        86","0","        93","0","         4","0","","","","","","","  -27.8","0,0222, ","  1118"," ,0,0305, ","   488"," ,0,1127, ","  54.9"," ,0,1127, ","   35.6","0,0806, ","0.0","0,1005","-2.2","0,1006","-4.4","0,1029","-7.2","0,1202","-8.9","0,1209","-0.6","0,0505","-3.3","0,0428","-4.4","0,0416","-7.2","0,0404","-12.8","0,0326","    5079.1","1","    5079.1","0","    870.1"," ,0","","","     5558"," ,0","      5.79","0","     10.83","0","      0.75","0","   184934","X","","","","","","","",""
"USW00094850","2002","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    217.4","","     217.4","0","       173","0","        90","0","        11","0","      179","","        60","0","        20","0","       211","0","       101","0","       100","0","         9","0","","","","","","","  -24.4","0,0304,+","  1041"," ,0,0325, ","   493"," ,0,0226, ","  43.9"," ,0,0920, ","   35.0","0,0701, ","-1.1","0,1007","-3.9","0,1013","-6.1","0,1014","-7.2","0,1024","-10.6","0,1106","-2.2","0,0525","-2.2","0,0525","-4.4","0,0520","-6.7","0,0426","-17.2","0,0406","    4887.9","9","    4887.9","0","   1122.7"," ,0","","","     7531"," ,0","      4.66","0","      9.83","0","     -0.52","0","   187484","X","","","","","","","",""
"USW00094850","2003","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    138.5","","     138.5","0","       159","0","        75","0","         5","0","      157","","        50","0","        41","0","       187","0","       102","0","        90","0","         3","0","","","","","","","  -34.4","0,0303, ","   635"," ,0,0308,+","   292"," ,0,1210, ","  58.9"," ,0,0511, ","   33.3","0,0819, ","-0.6","0,0929","-2.8","0,1002","-5.0","0,1006","-8.3","0,1106","-11.7","0,1107","-1.7","0,0521","-5.6","0,0503","-5.6","0,0503","-6.7","0,0413","-10.0","0,0409","    5471.9","9","    5471.9","0","    898.2"," ,0","","","     4876"," ,0","      3.99","0","      9.44","0","     -1.47","0","   186838","X","","","","","","","",""
"USW00094850","2004","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     81.8","","      81.8","0","       185","0","        87","0","         6","0","      145","","        51","0","        36","0","       186","0","        94","0","        86","0","         1","0","","","","","","","  -31.1","0,1225, ","   940"," ,0,0315, ","   427"," ,0,1213, ","  48.0"," ,0,0531, ","   32.2","0,0608, ","-1.1","0,0929","-3.3","0,1004","-6.7","0,1108","-6.7","0,1108","-10.0","0,1124","-0.6","0,0528","-3.9","0,0503","-9.4","0,0427","-9.4","0,0427","-9.4","0,0427","    5148.5","5","    5148.5","0","    999.9"," ,0","","","     5927"," ,0","      4.24","0","      9.61","0","     -1.13","0","   169357","X","","","","","","","",""
"USW00094850","2005","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    221.2","","     221.2","0","       172","0","        82","0","         4","0","      146","","        52","0","        34","0","       178","0","       105","0","       105","0","        10","0","","","","","","","  -27.2","0,0116, ","   991"," ,0,0321,+","   274"," ,0,0301, ","  43.4"," ,0,0919, ","   35.0","0,0717, ","-0.6","0,1008","-2.2","0,1009","-4.4","0,1110","-7.2","0,1114","-13.3","0,1117","-1.7","0,0517","-2.2","0,0512","-5.0","0,0404","-6.7","0,0403","-15.0","0,0326","    5025.8","8","    5025.8","0","    855.6"," ,0","","","     5174"," ,0","      5.33","0","     10.82","0","     -0.16","0","","","","","","","","","",""
"USW00094850","2006","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    158.5","","     158.5","0","       158","0","        82","0","         4","0","      137","","        45","0","        10","0","       191","0","        82","0","        96","0","         7","0","","","","","","","  -27.2","0,0218, ","   889"," ,0,0314, ","   396"," ,0,0313, ","  80.0"," ,0,0511, ","   35.6","0,0731,+","-1.1","0,0910","-2.2","0,1010","-5.0","0,1012","-6.7","0,1025","-9.4","0,1103","-0.6","0,0523","-2.8","0,0522","-4.4","0,0506","-6.7","0,0428","-9.4","0,0327","    4700.2","2","    4700.2","0","    820.8"," ,0","","","     4320"," ,0","      5.80","0","     10.99","0","      0.60","0","","","","","","","","","",""
"USW00094850","2007","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    205.5","","     205.5","0","       166","0","        82","0","         7","0","      155","","        54","0","        34","0","       175","0","       110","0","       104","0","         4","0","","","","","","","  -27.2","0,0206,+","   838"," ,0,0304, ","   610"," ,0,0404, "," 109.0"," ,0,0904, ","   33.3","0,0801, ","-0.6","0,0915","-2.8","0,1024","-4.4","0,1104","-7.2","0,1110","-8.9","0,1116","-0.6","0,0521","-2.2","0,0513","-4.4","0,0416","-7.8","0,0414","-10.6","0,0411","    4935.9","9","    4935.9","0","    982.5"," ,0","","","     6450"," ,0","      5.14","0","     10.45","0","     -0.18","0","","","","","","","","","",""
"USW00094850","2008","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     79.0","","      79.0","0","       169","0","        83","0","         6","0","      161","","        50","0","        45","0","       186","0","       114","0","        86","0","         2","0","","","","","","","  -29.4","0,0308, ","   889"," ,0,0402, ","   401"," ,0,0401, ","  56.4"," ,0,0411, ","   32.2","0,0902,+","0.0","0,1003","-2.2","0,1017","-4.4","0,1018","-7.2","0,1117","-8.9","0,1118","-1.1","0,0528","-2.2","0,0510","-5.6","0,0429","-12.8","0,0414","-12.8","0,0414","    5277.5","5","    5277.5","0","    859.9"," ,0","","","     6205"," ,0","      3.80","0","      9.01","0","     -1.41","0","","","","","","","","","",""
"USW00094850","2009","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     65.1","","      65.1","0","       161","0","        77","0","        10","0","      139","","        46","0","        41","0","       194","0","        93","0","        77","0","         0","0","","","","","","","  -28.9","0,0302,+","   914"," ,0,0204,+","   549"," ,0,1209, ","  46.5"," ,0,1209, ","   31.7","0,0520, ","-0.6","0,0930","-3.3","0,1001","-5.0","0,1011","-6.7","0,1014","-8.9","0,1204","0.0","0,0606","-3.3","0,0511","-8.3","0,0423","-8.3","0,0423","-12.2","0,0328","    5385.7","7","    5385.7","0","    854.4"," ,0","","","     4796"," ,0","      3.75","0","      8.97","0","     -1.48","0","","","","","","","","","",""
"USW00094850","2010","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    175.9","","     175.9","0","       167","0","        87","0","         4","0","      127","","        41","0","        13","0","       167","0","        85","0","        97","0","         1","0","         1"," ","","","         1"," ","  -22.2","0,0129, ","  1092"," ,0,0225, ","   312"," ,0,1212, ","  54.4"," ,0,0923, ","   32.8","0,0524, ","-0.6","0,0920","-2.2","0,1031","-6.7","0,1105","-6.7","0,1105","-8.9","0,1118","-4.4","0,0510","-4.4","0,0510","-4.4","0,0510","-7.2","0,0422","-13.3","0,0326","    4695.8","8","    4695.8","0","    915.6"," ,0","","","     4367"," ,0","      6.16","0","     11.21","0","      1.11","0","","","","","","","","","",""
"USW00094850","2011","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    172.2","","     172.2","7","       158","X","        75","X","         5","X","      149","","        40","X","        17","7","       187","7","        98","7","        99","7","         4","7","        54"," ","","","        18"," ","  -27.8","7,0211, ","   660"," ,X,0202, ","   290"," ,X,1109, ","  73.7"," ,X,0929, ","   34.4","7,0720,+","-0.6","7,0915","-3.3","7,1027","-5.0","7,1030","-8.9","7,1117","-8.9","7,1117","-1.7","7,0527","-3.3","7,0503","-6.7","7,0421","-6.7","7,0421","-10.0","7,0419","    5126.3","3","    5126.3","7","    754.7"," ,X","","","     3535"," ,X","      5.06","7","     10.12","7","      0.00","7","","","","","","","","","",""
"USW00094850","2012","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    182.1","","     182.1","7","       165","X","        76","X","         6","X","      121","","        32","X","         8","7","       173","7","        73","7","       108","7","         4","7","        55"," ","         3"," ","        29"," ","  -24.4","7,0120, ","  1194"," ,X,0304, ","   470"," ,X,0303, ","  56.1"," ,X,1025, ","   32.8","7,0705,+","-0.6","7,0919","-2.8","7,1010","-4.4","7,1027","-7.8","7,1124","-8.9","7,1125","-0.6","7,0531","-3.3","7,0429","-7.2","7,0428","-7.2","7,0428","-12.8","7,0309","    4360.2","2","    4360.2","7","    925.1"," ,X","","","     3987"," ,X","      6.57","7","     11.74","7","      1.41","7","","","","","","","","","",""
"USW00094850","2013","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    149.5","","     149.5","7","       202","W","       104","W","         3","W","      167","","        60","W","        34","7","       199","7","       114","7","        87","7","         3","7","        49"," ","         3"," ","        28"," ","  -28.9","7,0204, ","  1092"," ,W,0319,+","   366"," ,W,0311, ","  37.1"," ,W,0718, ","   33.3","7,0825,+","-1.1","7,1014","-2.2","7,1017","-6.7","7,1028","-6.7","7,1028","-8.9","7,1112","0.0","7,0603","-3.9","7,0513","-4.4","7,0426","-7.8","7,0424","-12.2","7,0421","    5232.7","7","    5232.7","7","   1011.4"," ,W","","","     5972"," ,W","      3.62","7","      8.54","7","     -1.30","7","","","","","","","","","",""
"USW00094850","2014","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     80.4","","      80.4","7","       178","W","        97","W","         9","W","      178","","        64","W","        68","7","       188","7","       126","7","        76","7","         0","7","        70"," ","        14"," ","        16"," ","  -33.3","7,0228, ","  1040"," ,W,0328, ","   406"," ,W,1111, ","  59.4"," ,W,0910, ","   30.6","7,0531, ","-1.1","7,1005","-2.8","7,1018","-5.0","7,1022","-7.2","7,1107","-10.0","7,1109","-1.1","7,0517","-3.9","7,0506","-5.6","7,0427","-8.9","7,0419","-8.9","7,0419","    5821.7","7","    5821.7","7","   1139.9"," ,W","","","     5408"," ,W","      2.41","7","      7.62","7","     -2.80","7","","","","","","","","","",""
"USW00094850","2015","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    132.0","","     132.0","7","       156","W","        77","W","         4","W","      134","","        40","W","        40","7","       177","7","        92","7","        95","7","         2","7","        66"," ","        18"," ","        14"," ","  -33.3","7,0223, ","   940"," ,W,0209, ","   234"," ,W,0208, ","  47.2"," ,W,1214, ","   32.8","7,0727, ","-0.6","7,0929","-2.2","7,1016","-4.4","7,1119","-9.4","7,1121","-9.4","7,1121","-1.1","7,0601","-2.2","7,0522","-4.4","7,0425","-7.8","7,0424","-11.7","7,0404","    5594.6","6","    5594.6","7","    757.1"," ,W","","","     3115"," ,W","      4.71","7","      9.93","7","     -0.51","7","","","       180","W","","","      19.2","W","",""
"USW00094850","2016","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    128.2","","     128.2","7","       184","W","        90","W","        11","W","      139","","        53","W","        24","7","       178","7","        94","7","        95","7","         0","7","        71"," ","        22"," ","        21"," ","  -30.0","7,0214, ","   640"," ,W,0306,+","   348"," ,W,1217, ","  47.0"," ,W,0524, ","   31.7","7,0721,+","-2.2","7,1013","-2.2","7,1013","-7.2","7,1119","-7.2","7,1119","-11.7","7,1121","-1.7","7,0518","-2.2","7,0517","-5.6","7,0412","-10.0","7,0409","-10.0","7,0409","    4699.8","8","    4699.8","7","   1023.4"," ,W","","","     4836"," ,W","      5.62","7","     10.55","7","      0.69","7","","","       225","W","","","      21.9","W","",""
"USW00094850","2017","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","     76.0","","      76.0","7","       193","W","       103","W","         8","W","      144","","        50","W","        22","7","       192","7","        92","7","        79","7","         0","7","        72"," ","        29"," ","        34"," ","  -27.8","7,1228, ","   560"," ,W,0208, ","   229"," ,W,0411, ","  57.7"," ,W,1024, ","   31.1","7,0924,+","-0.6","7,0909","-3.9","7,1025","-6.1","7,1029","-7.2","7,1108","-13.3","7,1109","-0.6","7,0520","-4.4","7,0509","-4.4","7,0509","-10.0","7,0412","-10.0","7,0412","    4699.5","5","    4699.5","7","   1085.4"," ,W","","","     4086"," ,W","      4.64","7","      9.52","7","     -0.24","7","","","       225","W","","","      31.7","W","",""
"USW00094850","2018","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    149.6","","     149.6","7","       160","W","        84","W","        13","W","      176","","        47","W","        28","7","       202","7","       118","7","        99","7","         1","7","        53"," ","        21"," ","        20"," ","  -27.8","7,0208, ","   910"," ,W,0417, ","   401"," ,W,0415, ","  68.3"," ,W,0905, ","   32.8","7,0630, ","-1.1","7,0929","-2.2","7,1012","-5.0","7,1017","-7.2","7,1018","-13.9","7,1110","-2.2","7,0512","-2.2","7,0512","-4.4","7,0511","-9.4","7,0429","-9.4","7,0429","    5359.4","4","    5359.4","7","   1105.6"," ,W","","","     4917"," ,W","      3.91","7","      9.06","7","     -1.24","7","","","       315","W","","","      18.8","W","",""
"USW00094850","2019","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    101.3","","     101.3","7","       175","W","        85","W","        12","W","      170","","        50","W","        40","7","       205","7","       110","7","        80","7","         0","7","        61"," ","        33"," ","        16"," ","  -32.2","7,0128,+","  1350"," ,W,0224, ","   419"," ,W,0212, ","  76.7"," ,W,1127, ","   31.1","7,0710, ","-1.7","7,1004","-3.3","7,1018","-4.4","7,1025","-8.3","7,1030","-8.9","7,1106","-0.6","7,0603","-2.8","7,0511","-5.0","7,0508","-6.7","7,0428","-11.7","7,0404","    5621.2","2","    5621.2","7","   1264.3"," ,W","","","     5779"," ,W","      3.21","7","      8.24","7","     -1.82","7","","","","","","","","","",""
"USW00094850","2020","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    168.9","","     168.9","W","       165","W","        89","W","        10","W","      178","","        49","Z","        13","W","       207","W","        97","W","        88","W","         1","W","        35"," ","        14"," ","        24"," ","  -27.2","W,0217, ","   990"," ,W,0307,+","   295"," ,Z,0118, ","  52.3"," ,W,0828, ","   32.2","W,0725, ","0.0","W,0918","-3.2","W,1016","-4.9","W,1017","-8.2","W,1026","-11.0","W,1027","-0.6","7,0516","-4.4","7,0513","-4.4","7,0513","-7.8","7,0423","-11.7","7,0422","    5181.4","4","    5181.4","W","   1163.3"," ,W","","","     4699"," ,Z","      5.03","W","      9.88","W","      0.18","W","","","       270","W","","","      21.0","W","",""
"USW00094850","2021","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    186.1","","     186.1","W","       154","W","        73","W","         3","W","      129","","        34","W","        16","W","       177","W","        88","W","       108","W","         3","W","        47"," ","        16"," ","        23"," ","  -27.7","W,0215, ","   560"," ,W,0302,+","   201"," ,W,1211, ","  33.0"," ,W,0914, ","   32.8","W,0606, ","0.0","W,1018","-2.7","W,1102","-4.9","W,1110","-8.8","W,1116","-10.5","W,1122","-2.1","W,0529","-2.7","W,0426","-7.1","W,0422","-7.1","W,0422","-13.2","W,0329","    4808.1","1","    4808.1","W","    714.1"," ,W","","","     3030"," ,W","      6.14","W","     11.30","W","      0.98","W","","","       225","W","","","      22.4","W","",""
"USW00094850","2022","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    170.2","","     170.2","W","       180","W","        95","W","         8","W","      166","","        56","W","        30","W","       181","W","       113","W","       105","W","         4","W","        45"," ","        15"," ","        24"," ","  -27.1","W,0214,+","  1070"," ,W,0223, ","   549"," ,W,0222, ","  51.8"," ,W,0413, ","   34.4","W,0620, ","0.0","W,0923","-3.2","W,1010","-6.6","W,1113","-12.1","W,1114","-12.1","W,1114","0.0","W,0523","-9.3","W,0428","-9.3","W,0428","-9.3","W,0428","-9.3","W,0428","    5001.7","7","    5001.7","W","   1100.4"," ,W","","","     5779"," ,W","      4.71","W","      9.80","W","     -0.37","W","","","       180","W","","","      21.5","W","",""
"USW00094850","2023","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    147.2","","     147.2","W","       170","W","        91","W","        11","W","      144","","        38","W","         8","W","       178","W","        79","W","        96","W","         5","W","        53"," ","        28"," ","        21"," ","  -23.8","W,0131, ","  1120"," ,W,0401, ","   508"," ,W,0223, ","  75.7"," ,W,0501, ","   35.0","W,0904, ","0.0","W,1011","-2.7","W,1029","-8.2","W,1031","-8.2","W,1031","-9.3","W,1124","-2.1","W,0525","-5.5","W,0424","-5.5","W,0424","-11.0","W,0407","-11.0","W,0407","    4709.8","8","    4709.8","W","   1139.0"," ,W","","","     4967"," ,W","      6.04","W","     10.80","W","      1.27","W","","","","","","","","","",""
"USW00094850","2024","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","    130.5","","     130.5","W","       166","W","        80","W","         7","W","","","","","        10","W","       158","W","        74","W","       101","W","         1","W","        31"," ","         9"," ","        21"," ","  -22.7","W,0116, ","","","","","  78.5"," ,W,1121, ","   32.8","W,0826, ","-1.0","W,1009","-3.8","W,1101","-5.5","W,1112","-7.1","W,1129","-9.3","W,1130","0.0","W,0510","-5.6","D,0425","-5.6","D,0425","-6.7","D,0401","-13.8","W,0324","    4411.9","9","    4411.9","W","   1027.4"," ,W","","","","","      6.74","W","     11.69","W","      1.79","W","","","","","","","","","",""
"USW00094850","2025","46.5313","-87.5491","431.3","MARQUETTE WEATHER FORECAST OFFICE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         6"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
