"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00400137","2012","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","   1027.8","","    1027.8","7","       109","7","        70","7","        14","7","","","","","         0","7","        68","7","         0","7","       236","7","        81","7","","","  -10.0","7,0212, ","","","","","  64.8"," ,7,0906, ","   38.9","7,0630, ","0.0","7,1029","-2.2","7,1030","-4.4","7,1125","-7.8","7,1230","","","-1.1","7,0305","-2.8","7,0221","-9.4","7,0213","-9.4","7,0213","-9.4","7,0213","    1559.0","0","      35.6","7,3,1","      32.2","7,3,2","    1559.0","7","      42.2","7,3,1","      40.6","7,3,2","       0.0","7,3,1","       2.8","7,3,2","       3.3","7,3,1","       4.4","7,3,2","      14.2","7,3,1","      17.3","7,3,2","      24.3","7,3,1","      23.3","7,3,2","   1128.1"," ,7","","","     16.73","7","     23.91","7","      9.55","7"
"USC00400137","2013","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","       120","7","        79","7","        19","7","","","","","","","","","         1","7","       199","7","        53","7","","","","","","","","","  68.8"," ,7,0921, ","   36.1","7,0909,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1530.4"," ,7","","","","","     21.34","7","",""
"USC00400137","2014","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","    942.4","","     942.4","7","       103","7","        84","7","        20","7","","","","","         0","7","        88","7","         6","7","       193","7","        50","7","","","  -17.2","7,0129, ","","","",""," 127.8"," ,7,0709, ","   36.1","7,0825,+","0.0","7,1101","-3.3","7,1102","-6.7","7,1114","-6.7","7,1114","","","0.0","7,0417","-5.0","7,0326","-5.0","7,0326","-7.8","7,0305","-9.4","7,0304","    2226.3","3","      30.0","7,3,1","      31.1","7,3,2","    2226.3","7","      40.0","7,3,1","      38.9","7,3,2","      -4.4","7,3,1","       0.0","7,3,2","      -1.1","7,3,1","       1.7","7,3,2","      12.7","7,3,1","      15.3","7,3,2","      21.7","7,3,1","      21.0","7,3,2","   1685.7"," ,7","","","     14.86","7","     20.87","7","      8.85","7"
"USC00400137","2015","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","   1047.4","","    1047.4","7","       115","7","        87","7","        18","7","","","","","         0","7","        70","7","        10","7","       218","7","        67","7","","","  -15.6","7,0109,+","","","","","  92.5"," ,7,0624, ","   36.7","7,0805,+","-0.6","7,1114","-2.8","7,1123","","","","","","","-2.2","7,0329","-2.2","7,0329","-10.6","7,0307","-10.6","7,0307","-10.6","7,0307","    2046.0","0","      31.1","7,3,1","      32.2","7,3,2","    2046.0","7","      41.1","7,3,1","      39.4","7,3,2","      -1.7","7,3,1","      -0.6","7,3,2","      -0.6","7,3,1","       1.7","7,3,2","      14.2","7,3,1","      16.9","7,3,2","      23.2","7,3,1","      22.4","7,3,2","   1560.8"," ,7","","","     16.29","7","     22.37","7","     10.22","7"
"USC00400137","2016","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","   1229.1","","    1229.1","7","       107","7","        81","7","        16","7","        1","","         0","7","         0","7","        63","7","         4","7","       238","7","        94","7","","","  -10.6","7,1220, ","    25"," ,7,0123, ","    13"," ,7,0123, ","  87.6"," ,7,0310, ","   37.8","7,0723,+","-2.8","7,1120","-2.8","7,1120","-7.2","7,1209","-7.2","7,1209","-9.4","7,1219","0.0","7,0322","-2.2","7,0321","-4.4","7,0213","-7.2","7,0211","-10.0","7,0119","    1541.2","2","      31.7","7,3,1","      31.7","7,3,2","    1541.2","7","      41.7","7,3,1","      40.0","7,3,2","      -1.1","7,3,1","       1.7","7,3,2","      -0.6","7,3,1","       3.3","7,3,2","      14.7","7,3,1","      17.2","7,3,2","      24.2","7,3,1","      23.4","7,3,2","   1314.0"," ,7","       13"," ,7","     17.16","7","     23.50","7","     10.83","7"
"USC00400137","2017","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","       121","7","        88","7","        22","7","        5","","         1","7","         0","7","        53","7","","","","","","","","","  -15.6","7,0108, ","    76"," ,7,0108,+","    46"," ,7,0106, "," 210.8"," ,7,0901, ","","","-2.2","7,1029","-2.2","7,1029","-4.4","7,1120","-6.7","7,1209","-8.9","7,1228","-3.9","7,0316","-3.9","7,0316","-5.0","7,0315","-11.7","7,0109","-11.7","7,0109","","","      28.9","7,3,1","      31.7","7,3,2","","","      41.1","7,3,1","      40.0","7,3,2","       0.0","7,3,1","       3.3","7,3,2","       1.1","7,3,1","       3.3","7,3,2","      14.9","7,3,1","      17.3","7,3,2","      23.0","7,3,1","      22.8","7,3,2","   1609.9"," ,7","       79"," ,7","","","","","     10.75","7"
"USC00400137","2018","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","       124","7","       104","7","        25","7","        8","","         2","7","","","","","","","","","","","","","","","    76"," ,7,0118,+","    76"," ,7,0113, ","  92.7"," ,7,0222, ","","","","","","","","","","","","","","","","","","","","","","","","","      30.0","7,3,1","","","","","      41.1","7,3,1","      36.7","7,3,2","      -1.7","7,3,1","","","      -0.6","7,3,1","       1.1","7,3,2","      15.3","7,3,1","","","      21.5","7,3,1","      21.6","7,3,2","   1871.8"," ,7","      153"," ,7","","","","","",""
"USC00400137","2019","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","   1146.3","","    1146.3","7","       117","7","        90","7","        18","7","        0","","         0","7","         0","7","        69","7","         0","7","       210","7","        99","7","","","  -11.1","7,1114,+","     0","T,7,0126,+","     3"," ,7,0120, ","  86.4"," ,7,0607, ","   37.2","7,0922,+","-3.3","7,1101","-3.3","7,1101","-5.6","7,1109","-7.8","7,1112","-11.1","7,1113","-1.1","7,0403","-5.0","7,0307","-5.0","7,0307","-7.8","7,0306","","","    1835.7","7","      30.0","7,3,2","","","    1835.7","7","      35.0","7,3,2","","","       1.1","7,3,2","","","       7.2","7,3,2","","","      16.8","7,3,2","","","      21.7","7,3,2","","","   1646.0"," ,7","        3"," ,7","     16.61","7","     23.27","7","      9.95","7"
"USC00400137","2020","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","    965.7","","     965.7","7","       120","7","        95","7","        19","7","        0","","         0","7","         0","7","        53","7","         1","7","       214","7","        60","7","","","   -8.3","7,1225, ","     0"," ,7,1231,+","     0","T,7,0207, ","  90.7"," ,7,0413, ","   36.1","7,0812,+","-1.7","7,1102","-7.2","7,1201","-7.2","7,1201","-7.2","7,1201","","","-1.1","7,0416","-3.3","7,0228","-7.2","7,0222","-7.2","7,0222","","","    1700.8","8","      26.7","7,3,1","      29.4","7,3,2","    1700.8","7","      35.0","7,3,1","      33.9","7,3,2","       1.7","7,3,1","       4.4","7,3,2","       5.0","7,3,1","       6.1","7,3,2","      15.3","7,3,1","      17.7","7,3,2","      21.2","7,3,1","      20.9","7,3,2","   1726.5"," ,7","        0","T,7","     16.32","7","     22.48","7","     10.16","7"
"USC00400137","2021","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","    972.2","","     972.2","7","       109","7","        95","7","        18","7","        6","","         2","7","         0","7","        73","7","         7","7","       234","7","        52","7","","","  -17.2","7,0216, ","   102"," ,7,0219,+","    89"," ,7,0218, ","  72.6"," ,7,0711, ","   36.1","7,0801, ","-0.6","7,1104","-2.2","7,1113","-4.4","7,1220","","","","","0.0","7,0423","-2.2","7,0307","-13.3","7,0220","-13.3","7,0220","-13.3","7,0220","    1865.6","6","      32.8","7,3,1","      29.4","7,3,2","    1865.6","7","      35.0","7,3,1","      34.4","7,3,2","       1.1","7,3,1","       1.1","7,3,2","       1.1","7,3,1","       2.8","7,3,2","      15.3","7,3,1","      17.3","7,3,2","      20.1","7,3,1","      20.2","7,3,2","   1451.6"," ,7","      158"," ,7","     16.16","7","     22.47","7","      9.85","7"
"USC00400137","2022","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","   1073.0","","    1073.0","7","        94","7","        89","7","        24","7","        0","","         1","7","         2","7","        86","7","         4","7","       220","7","        76","7","","","  -18.9","7,1224,+","     0"," ,7,1231,+","    38"," ,7,0312, ","  75.4"," ,7,0223, ","   37.8","7,0709,+","-1.7","7,1018","-2.8","7,1019","-6.7","7,1117","-6.7","7,1117","-18.9","7,1223","0.0","7,0402","-6.1","7,0313","-6.1","7,0313","-9.4","7,0213","-9.4","7,0213","    1700.9","9","      32.2","7,3,1","      35.0","7,3,2","    1700.9","7","      41.1","7,3,1","      40.6","7,3,2","       1.1","7,3,1","       2.2","7,3,2","       1.7","7,3,1","       5.0","7,3,2","      15.1","7,3,1","      17.6","7,3,2","      21.5","7,3,1","      21.4","7,3,2","   1498.6"," ,7","       51"," ,7","     15.95","7","     22.79","7","      9.10","7"
"USC00400137","2023","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","       111","7","        82","7","        16","7","        0","","         0","7","         0","7","        54","7","         3","7","       227","7","        48","7","","","   -7.8","7,0320, ","     0","T,7,0201, ","     3"," ,7,0201, ","  77.2"," ,7,0810, ","   36.1","7,0826, ","-2.2","7,1031","-2.2","7,1031","-4.4","7,1211","","","","","-7.2","7,0321","-7.2","7,0321","-7.2","7,0321","-7.2","7,0321","","","    1692.1","1","      28.3","7,3,1","      30.6","7,3,2","    1692.1","7","      35.0","7,3,1","      35.6","7,3,2","       2.2","7,3,1","       3.9","7,3,2","       4.4","7,3,1","       6.1","7,3,2","      15.9","7,3,1","      18.3","7,3,2","      21.5","7,3,1","      21.9","7,3,2","   1407.3"," ,7","        3"," ,7","     16.61","7","     22.92","7","     10.30","7"
"USC00400137","2024","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","       103","7","        88","7","        21","7","","","         2","7","","","","","","","","","","","","","","","","","   102"," ,7,0115, "," 104.1"," ,7,0913, ","","","","","","","","","","","","","","","","","","","","","","","","","      31.7","7,3,2","","","","","      36.7","7,3,1","      36.7","7,3,2","       2.2","7,3,2","","","       1.7","7,3,1","       2.2","7,3,2","      18.8","7,3,2","","","      21.7","7,3,1","      22.5","7,3,2","   1709.5"," ,7","      140"," ,7","","","","","",""
