"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013904","2010","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.4","W","   1648.6","","    1648.6","0","        74","0","        45","0","         7","0","        0","","         0","0","         0","0","        53","0","         0","0","       272","0","       125","0","       205"," ","        25"," ","        40"," ","  -12.2","0,0109, ","     0"," ,0,1231,+","     8"," ,0,0223, ","  89.9"," ,0,0907, ","   41.7","0,0824, ","0.0","0,1030","-2.2","0,1119","-5.6","0,1127","-6.7","0,1227","","","-1.1","0,0322","-5.0","0,0225","-5.0","0,0225","-8.9","0,0111","-8.9","0,0111","    1268.1","1","    1268.1","0","    722.5"," ,0","        8"," ,0","     19.57","0","     26.53","0","     12.61","0","","","        10","X","       310","X","","","      17.0","X","      21.0","X","",""
"USW00013904","2011","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       4.1","W","   1960.3","","    1960.3","X","        49","X","        26","X","         6","X","        0","","         0","X","         0","X","        46","X","         2","X","       288","X","       162","X","        91"," ","         8"," ","        23"," ","   -8.9","X,0212,+","     0"," ,X,1231,+","    15"," ,X,0204, ","  42.2"," ,X,0512, ","   43.3","X,0828, ","-0.6","X,1103","-3.3","X,1104","-5.6","X,1207","","","","","-1.1","X,0311","-2.2","X,0306","-8.9","X,0212","-8.9","X,0212","-8.9","X,0212","    1020.0","0","    1020.0","X","    429.6"," ,X","       15"," ,X","     20.86","X","     28.63","X","     13.09","X","","","       360","X","       320","X","","","      16.1","X","      23.2","X","",""
"USW00013904","2012","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.3","X","   1730.4","","    1730.4","X","        64","X","        39","X","        11","X","        0","","         0","X","         0","X","        25","X","         0","X","       301","X","       129","X","       119"," ","        26"," ","        36"," ","   -6.1","X,1230,+","     0"," ,X,1231,+","     0","T,X,0218,+"," 144.0"," ,X,0125, ","   41.1","X,0626, ","-0.6","X,1117","-3.9","X,1211","-5.6","X,1212","","","","","-0.6","X,0304","-3.3","X,0115","-5.6","X,0114","","","","","     835.3","3","     835.3","X","    893.0"," ,X","        0","T,X","     20.88","X","     27.88","X","     13.88","X","","","        40","X","        10","X","","","      15.6","X","      21.0","X","",""
"USW00013904","2013","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.5","W","   1663.6","","    1663.6","W","        82","W","        44","W","        12","W","        0","","         0","W","         0","W","        46","W","         1","W","       280","W","       130","W","        82"," ","         2"," ","        16"," ","   -4.3","W,1224, ","     0"," ,W,1231,+","     0","T,W,1208,+","  80.3"," ,W,1013, ","   41.7","W,0629, ","-0.5","W,1113","-2.7","W,1114","","","","","","","-1.1","X,0327","-3.3","X,0326","","","","","","","     938.9","9","     938.9","W","    941.5"," ,W","        0","T,W","     19.89","W","     26.94","W","     12.85","W","","","        10","W","       360","W","","","      17.0","W","      26.4","W","",""
"USW00013904","2014","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.9","W","   1546.5","","    1546.5","W","        72","W","        37","W","        12","W","        0","","         0","W","         0","W","        40","W","         1","W","       266","W","       119","W","       115"," ","         3"," ","        20"," ","  -11.0","W,0107, ","     0","T,W,0206,+","     0","T,W,1122,+","  86.4"," ,W,1122, ","   39.4","W,0811,+","-2.1","W,1113","-3.8","W,1114","","","","","","","0.0","W,0416","-4.9","W,0303","-4.9","W,0303","-7.1","W,0125","-11.0","W,0107","    1231.9","9","    1231.9","W","    749.2"," ,W","        0","T,W","     19.41","W","     26.23","W","     12.59","W","","","        10","W","       320","W","","","      17.4","W","      21.5","W","",""
"USW00013904","2015","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.6","W","   1564.6","","    1564.6","W","       100","W","        63","W","        15","W","        0","","         0","W","         0","W","        27","W","         0","W","       279","W","       111","W","       199"," ","        19"," ","        59"," ","   -6.0","W,0306,+","     0"," ,W,1231,+","     0","T,W,1227,+"," 317.2"," ,W,1030, ","   39.4","W,0812,+","-0.5","W,1122","-2.7","W,1123","","","","","","","-6.0","W,0306","-6.0","W,0306","-6.0","W,0306","","","","","    1117.6","6","    1117.6","W","   1481.2"," ,W","        0","T,W","     19.81","W","     26.19","W","     13.43","W","","","       200","W","       180","W","","","      19.7","W","      33.5","W","",""
"USW00013904","2016","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.5","W","   1703.7","","    1703.7","W","        92","W","        59","W","        15","W","        0","","         0","W","         0","W","        26","W","         0","W","       304","W","       118","W","       195"," ","        25"," ","        60"," ","   -4.9","W,0205, ","     0"," ,W,1231,+","     0","T,W,0526,+"," 223.3"," ,W,0526, ","   38.9","W,0812, ","0.0","W,1201","-2.7","W,1218","","","","","","","0.0","W,0321","-3.2","W,0207","-4.9","W,0205","","","","","     784.7","7","     784.7","W","   1369.3"," ,W","        0","T,W","     20.91","W","     27.38","W","     14.44","W","","","       320","W","       320","W","","","      20.1","W","      30.0","W","",""
"USW00013904","2017","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.8","W","   1834.8","","    1834.8","W","        75","W","        44","W","        12","W","        1","","         1","W","         0","W","        18","W","         0","W","       309","W","       124","W","       167"," ","        20"," ","        44"," ","   -8.8","W,0108, ","    30"," ,W,1208, ","    33"," ,W,1207, "," 189.7"," ,W,0826, ","   41.1","W,0729, ","0.0","W,1029","-2.7","W,1213","","","","","","","0.0","W,0130","-8.8","W,0108","-8.8","W,0108","-8.8","W,0108","","","     546.6","6","     546.6","W","   1055.1"," ,W","       33"," ,W","     21.51","W","     28.23","W","     14.79","W","","","        30","W","       260","W","","","      20.1","W","      25.9","W","",""
"USW00013904","2018","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.8","W","   1824.5","","    1824.5","W","        96","W","        53","W","         7","W","        0","","         0","W","         0","W","        29","W","         2","W","       276","W","       131","W","       176"," ","        26"," ","        46"," ","   -9.3","W,0117,+","     0"," ,W,1231,+","     0","T,W,0211,+"," 152.1"," ,W,0328, ","   42.8","W,0723, ","-4.3","W,1114","-4.3","W,1114","","","","","","","-1.0","W,0212","-3.2","W,0130","-4.9","W,0125","-9.3","W,0117","-9.3","W,0117","     967.6","6","     967.6","W","    912.8"," ,W","        0","T,W","     20.53","W","     27.01","W","     14.05","W","","","       350","W","       350","W","","","      19.2","W","      24.1","W","",""
"USW00013904","2019","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.7","W","   1832.7","","    1832.7","W","        73","W","        40","W","        10","W","        0","","         0","W","         0","W","        31","W","         0","W","       275","W","       141","W","       146"," ","        22"," ","        38"," ","   -6.6","W,1219, ","     0"," ,W,1231,+","     0","T,W,0606,+"," 121.2"," ,W,0503, ","   38.9","W,0826,+","-1.0","W,1031","-3.8","W,1101","-4.9","W,1218","","","","","0.0","W,0402","-4.3","W,0306","","","","","","","     991.3","3","     991.3","W","    739.9"," ,W","        0","T,W","     20.58","W","     27.24","W","     13.93","W","","","       330","W","       330","W","","","      20.1","W","      29.5","W","",""
"USW00013904","2020","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.5","W","   1744.9","","    1744.9","W","        86","W","        49","W","        10","W","        0","","         0","W","         0","W","        25","W","         0","W","       298","W","       129","W","       152"," ","        24"," ","        33"," ","   -5.5","W,1201, ","     0"," ,W,1231,+","     0","T,W,0527,+","  90.2"," ,W,0904, ","   40.6","W,0828,+","0.0","W,1116","-5.5","W,1201","-5.5","W,1201","","","","","-0.5","W,0228","-4.3","W,0227","","","","","","","     888.7","7","     888.7","W","    962.0"," ,W","        0","T,W","     20.90","W","     27.85","W","     13.95","W","","","       140","W","       140","W","","","      17.4","W","      26.4","W","",""
"USW00013904","2021","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.5","W","   1464.4","","    1464.4","W","        89","W","        54","W","        12","W","        5","","         2","W","         0","W","        22","W","         6","W","       304","W","        94","W","       153"," ","         9"," ","        50"," ","  -14.3","W,0216, ","   150"," ,W,0215, ","   155"," ,W,0215, "," 100.3"," ,W,0530, ","   37.2","W,0920,+","-0.5","W,1123","-3.2","W,1212","","","","","","","-6.0","W,0220","-6.0","W,0220","-6.0","W,0220","-14.3","W,0216","-14.3","W,0216","     962.9","9","     962.9","W","   1027.7"," ,W","      199"," ,W","     19.93","W","     26.57","W","     13.29","W","","","       350","W","       360","W","","","      21.0","W","      26.8","W","",""
"USW00013904","2022","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.8","W","   1872.6","","    1872.6","W","        69","W","        36","W","         9","W","        0","","         0","W","         0","W","        52","W","         1","W","       276","W","       151","W","        77"," ","         3"," ","        38"," ","   -9.9","W,1223, ","     0","T,W,0204,+","     5"," ,W,0203, "," 107.2"," ,W,0131, ","   41.1","W,0712,+","-1.6","W,1113","-5.5","W,1218","-5.5","W,1218","-8.2","W,1222","-9.9","W,1223","-7.1","W,0313","-7.1","W,0313","-7.1","W,0313","-7.1","W,0313","","","     965.1","1","     965.1","W","    645.2"," ,W","        5"," ,W","     20.21","W","     27.56","W","     12.86","W","","","       130","W","       330","W","","","      19.2","W","      27.3","W","",""
"USW00013904","2023","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.6","W","   1909.0","","    1909.0","W","        75","W","        45","W","         7","W","        0","","         0","W","         0","W","        22","W","         0","W","       288","W","       128","W","       129"," ","        14"," ","        34"," ","   -4.3","W,1211,+","     0"," ,W,1231,+","     0","T,W,0924,+","  65.8"," ,W,1026, ","   43.3","W,0827, ","0.0","W,1102","-4.3","W,1211","","","","","","","-4.3","W,0218","-4.3","W,0218","","","","","","","     916.1","1","     916.1","W","    686.4"," ,W","        0","T,W","     21.21","W","     28.13","W","     14.30","W","","","        40","W","       250","W","","","      17.9","W","      26.4","W","",""
"USW00013904","2024","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","       3.4","W","   1938.6","","    1938.6","W","        79","W","        47","W","         9","W","        0","","         0","W","         0","W","        18","W","         1","W","       296","W","       151","W","       126"," ","        10"," ","        42"," ","  -11.6","W,0117, ","     0","T,W,0115, ","     0","T,W,1228,+","  89.9"," ,W,0122, ","   42.2","W,0821, ","-3.2","W,1212","-3.2","W,1212","","","","","","","-2.1","W,0219","-3.2","W,0120","-11.6","W,0117","-11.6","W,0117","-11.6","W,0117","     862.7","7","     862.7","W","    768.9"," ,W","        0","T,W","     21.63","W","     28.31","W","     14.95","W","","","       360","W","        20","W","","","      19.7","W","      26.4","W","",""
"USW00013904","2025","30.18311","-97.67989","146.5","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        36"," ","         3"," ","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
