"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013967","1977","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1177.7","","    1177.7","0","        82","0","        44","0","        11","0","        4","","         1","0","         2","0","        77","0","         9","0","       229","0","        85","0","        96"," ","        19"," ","        49"," ","  -19.4","0,0110, ","    76"," ,0,0110,+","    51"," ,0,0109, ","  58.9"," ,0,0519, ","   41.1","0,0725, ","-0.6","0,1016","-2.8","0,1110","-5.6","0,1205","-8.9","0,1206","-8.9","0,1206","-0.6","0,0405","-2.8","0,0322","-5.0","0,0228","-6.7","0,0207","-9.4","0,0131","    2158.0","0","","","    2158.0","0","","","","","","","","","","","    726.6"," ,0","","","       81"," ,0","     16.31","0","     22.75","0","      9.87","0","","","","","","","","","       225","X","       135","X","","","","","","","      27.8","X","      23.7","X"
"USW00013967","1978","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1316.8","","    1316.8","0","        93","0","        52","0","         7","0","       29","","        11","0","         1","0","        98","0","        31","0","       219","0","        94","0","       108"," ","        17"," ","        49"," ","  -18.3","0,0218, ","   178"," ,0,0210,+","   104"," ,0,0118, ","  73.4"," ,0,0527, ","   41.1","0,0726, ","-0.6","0,1107","-3.3","0,1128","-8.3","0,1203","-8.3","0,1203","-8.9","0,1204","0.0","0,0326","-2.8","0,0312","-4.4","0,0309","-10.6","0,0304","-10.6","0,0304","    2293.0","0","","","    2293.0","0","","","","","","","","","","","    792.5"," ,0","      70.4","X","      600"," ,0","     15.37","0","     21.50","0","      9.24","0","   193236","X","","","","","","","","","        45","X","","","","","","","","","      22.4","X"
"USW00013967","1979","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","    976.4","","     976.4","0","        86","0","        53","0","        14","0","       26","","         2","0","         3","0","        91","0","        23","0","       203","0","        64","0","       118"," ","        26"," ","        48"," ","  -19.4","0,0209, ","   152"," ,0,0207, ","   155"," ,0,0206, ","  81.5"," ,0,0705, ","   36.1","0,0814,+","0.0","0,1103","-2.2","0,1110","-5.6","0,1111","-7.8","0,1129","-8.9","0,1130","-2.2","0,0325","-2.2","0,0325","-5.0","0,0226","-10.0","0,0218","-10.0","0,0218","    2403.5","5","","","    2403.5","0","","","","","","","","","","","   1044.5"," ,0","      69.6","X","      258"," ,0","     14.46","0","     20.63","0","      8.28","0","   188460","X","","","","","","","       135","X","       360","X","","","","","","","      26.7","X","      20.1","X"
"USW00013967","1980","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1395.4","","    1395.4","0","        61","0","        35","0","         7","0","        7","","         2","0","         0","0","        82","0","        12","0","       213","0","       102","0","        81"," ","        12"," ","        40"," ","  -13.3","0,1225,+","    76"," ,0,1117, ","   102"," ,0,1117, ","  69.3"," ,0,0515, ","   43.3","0,0802, ","0.0","0,1025","-2.2","0,1029","-5.0","0,1119","-6.7","0,1128","-11.1","0,1220","-2.8","0,0414","-2.8","0,0414","-4.4","0,0306","-7.2","0,0305","-13.3","0,0302","    2112.4","4","","","    2112.4","0","","","","","","","","","","","    618.9"," ,0","      74.5","X","      148"," ,0","     16.26","0","     22.99","0","      9.53","0","   202572","X","","","","","","","       315","X","       315","X","","","","","","","      26.2","X","      20.1","X"
"USW00013967","1981","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1084.1","","    1084.1","0","        94","0","        58","0","        11","0","        0","","         0","0","         1","0","        74","0","         3","0","       207","0","        63","0","       117"," ","        15"," ","        44"," ","  -17.8","0,0211, ","     0","T,0,0211,+","     0","T,0,1222,+"," 142.2"," ,0,0727, ","   41.1","0,0721, ","0.0","0,1109","-2.2","0,1110","-5.0","0,1216","-8.9","0,1217","-8.9","0,1217","-2.8","0,0319","-2.8","0,0319","-6.7","0,0213","-6.7","0,0213","-17.8","0,0211","    1874.9","9","","","    1874.9","0","","","","","","","","","","","    989.9"," ,0","      73.5","X","        0","T,0","     15.99","0","     22.19","0","      9.80","0","   197640","X","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1982","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1037.4","","    1037.4","0","        79","0","        54","0","        12","0","        5","","         5","0","         2","0","        80","0","        10","0","       218","0","        70","0","        94"," ","        19"," ","        52"," ","  -17.8","0,0111,+","    51"," ,0,0209, ","    51"," ,0,0209, ","  57.4"," ,0,0512, ","   40.0","0,0827, ","0.0","0,1020","-2.2","0,1105","-7.2","0,1113","-7.2","0,1113","-8.9","0,1212","-0.6","0,0406","-3.9","0,0307","-6.7","0,0306","-6.7","0,0306","-12.2","0,0210","    2131.4","4","      28.3","0,0,2","    2131.4","0","      36.7","0,0,2","       1.1","0,0,2","       2.2","0,0,2","      16.0","0,0,2","      20.7","0,0,2","    919.4"," ,0","      68.7","X","      188"," ,0","     15.43","0","     21.74","0","      9.11","0","   186678","X","       120","X","","","","","","","","","      20.6","X","","","","","","","",""
"USW00013967","1983","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","   1026.4","","    1026.4","0","        82","0","        56","0","        10","0","       13","","         3","0","         4","0","        78","0","        16","0","       187","0","        66","0","       116"," ","        32"," ","        49"," ","  -19.4","0,1222, ","   102"," ,0,0205, ","   109"," ,0,0204, "," 138.4"," ,0,1020, ","   39.4","0,0725, ","0.0","0,1110","-3.9","0,1127","-4.4","0,1128","-7.8","0,1216","-13.3","0,1218","-0.6","0,0415","-4.4","0,0322","-4.4","0,0322","-10.6","0,0207","-10.6","0,0207","    2090.6","6","","","    2090.6","0","","","","","","","","","","","    993.4"," ,0","      64.0","X","      288"," ,0","     14.68","0","     20.30","0","      9.06","0","   176760","X","       350","X","","","","","       270","X","","","      16.5","X","","","","","      23.1","X","",""
"USW00013967","1984","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.2","X","   1094.3","","    1094.3","0","        87","0","        59","0","         8","0","        7","","         7","0","         1","0","        69","0","         8","0","       185","0","        75","0","       102"," ","        20"," ","        51"," ","  -19.4","0,0119, ","   152"," ,0,1205, ","   117"," ,0,1204, ","  81.0"," ,0,1027, ","   41.1","0,0829, ","0.0","0,1102","-2.2","0,1121","-5.0","0,1203","-6.7","0,1206","","","-1.1","0,0330","-3.9","0,0309","-4.4","0,0306","-9.4","0,0206","-9.4","0,0206","    2337.2","2","","","    2337.2","0","","","","","","","","","","","    853.4"," ,0","","","      347"," ,0","     15.52","0","     21.49","0","      9.54","0","   214421","X","       320","X","","","","","       270","X","","","      15.6","X","","","","","      23.1","X","",""
"USW00013967","1985","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.2","X","   1049.5","","    1049.5","0","        80","0","        60","0","        16","0","        8","","         3","0","         0","0","        82","0","        20","0","       193","0","        67","0","       112"," ","        19"," ","        45"," ","  -17.2","0,0120, ","    76"," ,0,1213, ","    58"," ,0,0204, ","  85.9"," ,0,0604, ","   40.0","0,0530, ","0.0","0,1116","-2.2","0,1119","-7.8","0,1130","-7.8","0,1130","-11.1","0,1201","-0.6","0,0331","-5.0","0,0215","-5.0","0,0215","-7.2","0,0211","-10.6","0,0207","    2080.8","8","","","    2080.8","0","","","","","","","","","","","   1122.7"," ,0","","","      170"," ,0","     14.95","0","     20.52","0","      9.39","0","   192349","X","       310","X","","","","","       315","X","","","      20.6","X","","","","","      29.3","X","",""
"USW00013967","1986","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","X","   1159.5","","    1159.5","0","        87","0","        60","0","        15","0","        6","","         2","0","         0","0","        65","0","         6","0","       214","0","        71","0","       111"," ","        25"," ","        47"," ","  -13.9","0,0212,+","   127"," ,0,0208, ","   165"," ,0,0207, ","  92.5"," ,0,1002, ","   42.8","0,0729, ","-2.8","0,1110","-2.8","0,1110","-6.1","0,1111","-7.2","0,1112","-10.0","0,1113","-0.6","0,0321","-2.2","0,0308","-4.4","0,0222","-13.9","0,0212","-13.9","0,0212","    1894.8","8","","","    1894.8","0","","","","","","","","","","","   1147.9"," ,0","","","      277"," ,0","     16.59","0","     22.22","0","     10.95","0","   210896","X","       210","X","","","","","       225","X","","","      23.2","X","","","","","      29.8","X","",""
"USW00013967","1987","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","   1077.3","","    1077.3","0","        84","0","        63","0","        15","0","       22","","         5","0","         0","0","        58","0","         7","0","       205","0","        61","0","        98"," ","        17"," ","        50"," ","  -14.4","0,0119, ","   229"," ,0,0119, ","   211"," ,0,1214,+"," 136.7"," ,0,0527, ","   37.8","0,0806, ","-0.6","0,1110","-3.3","0,1111","-9.4","0,1215","-9.4","0,1215","-9.4","0,1215","-1.1","0,0403","-5.6","0,0330","-5.6","0,0330","-7.8","0,0126","-11.1","0,0125","    2003.5","5","      28.9","0,0,2","    2003.5","0","      35.6","0,0,2","      -0.6","0,0,2","       0.0","0,0,2","      13.9","0,0,2","      19.4","0,0,2","   1130.4"," ,0","","","      541"," ,0","     15.95","0","     21.54","0","     10.35","0","   206086","X","       350","X","","","","","       270","X","","","      20.6","X","","","","","      30.8","X","",""
"USW00013967","1988","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.5","X","   1088.5","","    1088.5","0","        87","0","        47","0","        10","0","       17","","         2","0","         1","0","        70","0","        10","0","       204","0","        71","0","        73"," ","         9"," ","        50"," ","  -20.0","0,0108, ","   305"," ,0,0108,+","   211"," ,0,0106, ","  78.7"," ,0,0628, ","   40.0","0,0808, ","-1.7","0,1120","-2.2","0,1121","-4.4","0,1209","","","","","-1.1","0,0319","-3.3","0,0318","-6.1","0,0314","-8.9","0,0212","-8.9","0,0212","    2087.6","6","      28.3","0,0,2","    2087.6","0","      35.6","0,0,2","      -0.6","0,0,2","      -0.6","0,0,2","      13.2","0,0,2","      18.0","0,0,2","    811.5"," ,0","","","      401"," ,0","     15.72","0","     21.81","0","      9.63","0","   212542","X","       260","X","","","","","       270","X","","","      20.6","X","","","","","      28.3","X","",""
"USW00013967","1989","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.5","X","    932.2","","     932.2","0","        80","0","        53","0","        15","0","        7","","         4","0","         4","0","        78","0","        16","0","       216","0","        45","0","       102"," ","        17"," ","        52"," ","  -22.2","0,1223, ","   127"," ,0,0114, ","   102"," ,0,0305, "," 115.8"," ,0,0613, ","   37.8","0,0901, ","-1.7","0,1019","-2.8","0,1116","-5.0","0,1123","-8.3","0,1211","-11.7","0,1212","0.0","0,0411","-2.8","0,0322","-7.2","0,0307","-7.2","0,0307","-10.0","0,0306","    1943.1","1","      26.7","0,0,2","    1943.1","0","      31.7","0,0,2","      -3.3","0,0,2","      -2.2","0,0,2","      13.6","0,0,2","      17.3","0,0,2","   1039.3"," ,0","","","      283"," ,0","     14.97","0","     20.80","0","      9.14","0","   187821","X","       350","X","","","","","       360","X","","","      21.5","X","","","","","      29.3","X","",""
"USW00013967","1990","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.4","X","   1190.3","","    1190.3","0","        97","0","        66","0","         9","0","        6","","         3","0","         0","0","        46","0","         6","0","       215","0","        81","0","       105"," ","        15"," ","        59"," ","  -16.1","0,1230,+","    51"," ,0,1230,+","    51"," ,0,1229, ","  97.0"," ,0,0920, ","   40.0","0,0831, ","-0.6","0,1105","-2.2","0,1128","-8.9","0,1220","-8.9","0,1220","-8.9","0,1220","-2.8","0,0325","-2.8","0,0325","-4.4","0,0129","","","","","    1885.1","1","      28.9","0,0,2","    1885.1","0","      35.0","0,0,2","      -1.1","0,0,2","      -0.6","0,0,2","      14.8","0,0,2","      18.4","0,0,2","   1030.1"," ,0","","","      153"," ,0","     16.77","0","     22.73","0","     10.81","0","   186443","X","       320","X","","","","","       315","X","","","      29.9","X","","","","","      41.1","X","",""
"USW00013967","1991","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","X","   1127.4","","    1127.4","0","       100","0","        64","0","        15","0","        2","","         1","0","         0","0","        66","0","         5","0","       217","0","        69","0","       129"," ","        13"," ","        58"," ","  -11.7","0,1103, ","    25"," ,0,1202,+","    41"," ,0,1102, "," 103.6"," ,0,0902, ","   37.8","0,0808, ","0.0","0,1030","-2.8","0,1031","-7.2","0,1102","-7.2","0,1102","-11.7","0,1103","-2.2","0,0314","-2.2","0,0314","-5.6","0,0215","-9.4","0,0130","-9.4","0,0130","    1796.8","8","      28.3","0,0,2","    1796.8","0","      32.8","0,0,2","      -1.1","0,0,2","       0.0","0,0,2","      14.3","0,0,2","      17.8","0,0,2","   1111.8"," ,0","","","       79"," ,0","     16.33","0","     22.04","0","     10.63","0","   165957","X","       260","X","","","","","       225","X","","","      17.9","X","","","","","      28.8","X","",""
"USW00013967","1992","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","X","    833.2","","     833.2","X","       104","X","        67","X","         8","X","        4","","         2","X","         0","X","        61","X","         3","X","       212","X","        36","X","       138"," ","        22"," ","        70"," ","  -10.0","X,0116,+","    51"," ,X,1206,+","   127"," ,X,0113, ","  41.9"," ,X,0905, ","   36.7","X,0702, ","-1.7","0,1104","-4.4","0,1105","-4.4","0,1105","-6.7","0,1128","-8.9","X,1231","0.0","0,0402","-2.8","0,0323","-5.6","0,0119","-10.0","0,0116","-10.0","0,0116","    1757.2","2","","","    1757.2","X","","","","","","","","","","","   1013.9"," ,X","","","      211"," ,X","     15.75","X","     21.48","X","     10.03","X","","","       300","X","","","","","       300","X","","","      19.2","X","","","","","      24.7","X","",""
"USW00013967","1993","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","    981.5","","     981.5","0","        97","0","        65","0","         6","0","        4","","         1","0","         0","0","        85","0","        10","0","       187","0","        63","0","       168"," ","        27"," ","        53"," ","  -12.8","0,0218, ","    25"," ,0,0218,+","    25"," ,0,0215, "," 168.7"," ,0,0508, ","   39.4","0,0731, ","-1.7","0,1029","-5.0","0,1030","-5.0","0,1030","-8.9","0,1031","-8.9","0,1031","-0.6","0,0402","-6.7","0,0314","-6.7","0,0314","-6.7","0,0314","-12.8","0,0218","    2198.4","4","","","    2198.4","0","","","","","","","","","","","    948.9"," ,0","","","       58"," ,0","     14.67","0","     20.52","0","      8.82","0","   164155","X","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1994","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","X","   1000.8","","    1000.8","0","        75","0","        46","0","         8","0","        2","","         2","0","         0","0","        85","0","         7","0","       200","0","        69","0","       165"," ","        23"," ","        57"," ","  -13.3","0,0209, ","   102"," ,0,0309, ","   102"," ,0,0308, ","  55.1"," ,0,1120, ","   39.4","0,0627, ","-0.6","0,1116","-3.3","0,1128","-4.4","0,1130","","","","","-1.1","0,0407","-2.8","0,0310","-6.7","0,0227","-6.7","0,0227","-9.4","0,0226","    2213.5","5","      30.0","0,0,2","    2213.5","0","      36.1","0,0,2","       0.0","0,0,2","       1.1","0,0,2","      15.2","0,0,2","      19.3","0,0,2","    745.2"," ,0","","","      163"," ,0","     15.42","0","     21.81","0","      9.03","0","   177946","X","","","       190","X","       200","X","","","","","","","      20.6","X","      25.0","X","","","",""
"USW00013967","1995","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","    904.7","","     904.7","0","        87","0","        51","0","        11","0","        8","","         4","0","         0","0","        76","0","         9","0","       202","0","        60","0","       153"," ","        23"," ","        49"," ","  -11.7","0,1210, ","   102"," ,0,1219,+","   102"," ,0,0122, ","  81.8"," ,0,0526, ","   38.9","0,0903, ","-1.1","0,1024","-3.9","0,1104","-5.0","0,1111","-8.3","0,1208","-10.6","0,1209","-1.1","0,0411","-4.4","0,0309","-4.4","0,0309","-9.4","0,0308","-9.4","0,0308","    1966.7","7","","","    1966.7","0","","","","","","","","","","","    919.3"," ,0","","","      356"," ,0","     15.18","0","     21.36","0","      9.01","0","   167650","X","","","       310","X","       330","X","","","","","","","      33.1","X","      42.0","X","","","",""
"USW00013967","1996","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.4","X","   1007.2","","    1007.2","0","        73","0","        50","0","        14","0","        1","","         1","Z","         2","0","        81","0","        15","0","       211","0","        54","0","       147"," ","        18"," ","        39"," ","  -19.4","0,0204, ","    25"," ,Z,0118, ","    25"," ,Z,0118, ","  76.7"," ,0,0711, ","   43.3","0,0706, ","0.0","0,1101","-3.3","0,1124","-5.0","0,1125","-8.3","0,1216","-10.0","0,1218","-0.6","0,0406","-5.0","0,0326","-5.0","0,0326","-10.0","0,0309","-10.0","0,0309","    2087.6","6","","","    2087.6","0","","","","","","","","","","","    936.5"," ,0","","","       34"," ,Z","     15.32","0","     21.79","0","      8.84","0","","","","","       240","X","       230","X","","","","","","","      23.2","X","      27.7","X","","","",""
"USW00013967","1997","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","X","    988.3","","     988.3","0","        86","0","        60","0","        12","0","        6","","         4","0","         0","0","        69","0","         6","0","       196","0","        64","0","       157"," ","        18"," ","        48"," ","  -14.4","0,0128, ","    76"," ,0,0115,+","    76"," ,0,0108, ","  40.1"," ,0,0721, ","   36.7","0,0918,+","0.0","0,1106","-2.8","0,1111","-7.2","0,1116","-7.2","0,1116","-8.9","0,1213","-0.6","0,0414","-3.3","0,0413","-6.1","0,0211","-6.7","0,0130","-11.1","0,0129","    2025.3","3","","","    2025.3","0","","","","","","","","","","","    841.1"," ,0","","","      219"," ,0","     15.28","0","     21.11","0","      9.46","0","","","","","         0","X","       310","X","","","","","","","      44.3","X","      24.1","X","","","",""
"USW00013967","1998","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","   1464.7","","    1464.7","0","        71","0","        40","0","        17","0","        0","","         1","0","         0","0","        56","0","         4","0","       220","0","       113","0","       151"," ","        15"," ","        43"," ","  -12.2","0,1222, ","     0","T,0,1221,+","    25"," ,0,1221, ","  70.4"," ,0,0426, ","   41.7","0,0904,+","-1.1","0,1208","-10.6","0,1221","-10.6","0,1221","-10.6","0,1221","-10.6","0,1221","-1.1","0,0321","-3.3","0,0313","-8.3","0,0312","-8.3","0,0312","-8.9","0,0310","    2043.7","7","","","    2043.7","0","","","","","","","","","","","    897.9"," ,0","","","       25"," ,0","     17.30","0","     23.30","0","     11.30","0","","","","","       190","X","       220","X","","","","","","","      18.3","X","      28.2","X","","","",""
"USW00013967","1999","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","X","   1060.3","","    1060.3","0","        85","0","        50","0","        13","0","        1","","         1","0","         0","0","        56","0","         3","0","       226","0","        67","0","       118"," ","        13"," ","        64"," ","  -11.7","0,0104,+","    25"," ,0,0314, ","    33"," ,0,0313, ","  96.3"," ,0,0425, ","   40.6","0,0826, ","0.0","0,1103","-3.3","0,1125","-6.1","0,1206","","","","","-3.3","0,0315","-3.3","0,0315","-5.0","0,0114","-6.7","0,0110","-10.0","0,0109","    1653.9","9","","","    1653.9","0","","","","","","","","","","","    997.7"," ,0","","","       33"," ,0","     16.79","0","     23.11","0","     10.47","0","","","","","       320","X","       320","X","","","","","","","      20.6","X","      24.6","X","","","",""
"USW00013967","2000","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","X","   1173.5","","    1173.5","0","        91","0","        67","0","         7","0","       19","","         6","0","         0","0","        79","0","        14","0","       205","0","        84","0","       124"," ","        24"," ","        56"," ","  -11.7","0,1212, ","   178"," ,0,0128, ","   157"," ,0,0126, ","  99.1"," ,0,1022, ","   42.2","0,0903,+","-2.2","0,1009","-2.2","0,1009","-5.0","0,1113","-10.0","0,1211","-10.0","0,1211","0.0","0,0404","-2.8","0,0312","-6.7","0,0205","-6.7","0,0205","-8.9","0,0130","    1615.0","0","","","    1615.0","0","","","","","","","","","","","    991.8"," ,0","","","      439"," ,0","     15.91","0","     21.99","0","      9.84","0","","","","","       340","X","       330","X","","","","","","","      21.5","X","      28.6","X","","","",""
"USW00013967","2001","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.9","X","   1103.3","","    1103.3","0","        76","0","        47","0","        10","0","       11","","         4","0","         0","0","        67","0","         8","0","       213","0","        70","0","        96"," ","        24"," ","        50"," ","  -10.0","0,0103,+","   102"," ,0,0102,+","    79"," ,0,0117, ","  70.9"," ,0,0530, ","   41.7","0,0712, ","-3.3","0,1120","-3.3","0,1120","-6.1","0,1128","-8.9","0,1225","-8.9","0,1225","-0.6","0,0320","-4.4","0,0228","-4.4","0,0228","-7.2","0,0217","-8.9","0,0120","    2303.1","1","","","    2303.1","0","","","","","","","","","","","    739.5"," ,0","","","      206"," ,0","     15.94","0","     22.03","0","      9.86","0","","","","","        10","X","        10","X","","","","","","","      21.0","X","      28.2","X","","","",""
"USW00013967","2002","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","    982.9","","     982.9","0","        88","0","        55","0","         9","0","        5","","         3","0","         0","0","        85","0","         7","0","       188","0","        62","0","       125"," ","        13"," ","        46"," ","  -14.4","0,0303, ","    51"," ,0,1225,+","    58"," ,0,0205, ","  60.5"," ,0,0407, ","   37.2","0,0823,+","0.0","0,1104","-2.2","0,1125","-4.4","0,1126","-7.8","0,1127","-10.6","0,1225","0.0","0,0403","-3.3","0,0326","-5.6","0,0322","-11.7","0,0304","-11.7","0,0304","    1951.6","6","","","    1951.6","0","","","","","","","","","","","    868.4"," ,0","","","      157"," ,0","     15.10","0","     21.12","0","      9.08","0","","","","","       230","X","       310","X","","","","","","","      23.7","X","      31.3","X","","","",""
"USW00013967","2003","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.0","X","   1022.2","","    1022.2","0","        77","0","        51","0","         5","0","        5","","         3","0","         0","0","        81","0","         8","0","       215","0","        68","0","       139"," ","        22"," ","        51"," ","  -12.8","0,0224,+","    51"," ,0,1213, ","    66"," ,0,0209, ","  51.8"," ,0,0830, ","   41.1","0,0720,+","-3.3","0,1123","-3.3","0,1123","-6.7","0,1124","-6.7","0,1124","","","0.0","0,0410","-3.9","0,0330","-4.4","0,0309","-9.4","0,0306","-9.4","0,0306","    2174.7","7","","","    2174.7","0","","","","","","","","","","","    575.2"," ,0","","","      175"," ,0","     15.59","0","     21.96","0","      9.22","0","","","","","       250","X","       170","X","","","","","","","      19.2","X","      40.2","X","","","",""
"USW00013967","2004","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       5.1","X","    986.2","","     986.2","0","        99","0","        67","0","         9","0","        0","","         0","0","         0","0","        63","0","         5","0","       216","0","        53","0","       158"," ","        23"," ","        51"," ","  -13.9","0,0106, ","     0"," ,0,1231,+","     8"," ,0,0204,+","  55.6"," ,0,1010, ","   36.7","0,0804,+","0.0","0,1104","-3.3","0,1130","-4.4","0,1201","-6.7","0,1215","-10.0","0,1223","0.0","0,0306","-4.4","0,0226","-4.4","0,0226","-8.9","0,0213","-8.9","0,0213","    1824.6","6","","","    1824.6","0","","","","","","","","","","","    934.5"," ,0","","","       16"," ,0","     16.14","0","     22.01","0","     10.27","0","","","","","        30","X","        80","X","","","","","","","      21.9","X","      72.0","X","","","",""
"USW00013967","2005","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","       4.8","X","   1157.6","","    1157.6","0","        77","0","        43","0","         6","0","        3","","         2","0","         0","0","        53","0","         6","0","       225","0","        84","0","       139"," ","        14"," ","        51"," ","  -14.4","0,1209,+","    25"," ,0,1220,+","    64"," ,0,0128, ","  47.8"," ,0,0616, ","   37.8","0,0723,+","-3.9","0,1116","-3.9","0,1116","-5.6","0,1130","-6.7","0,1205","-11.1","0,1207","-0.6","0,0328","-2.8","0,0210","-5.0","0,0209","-10.0","0,0123","-10.0","0,0123","    1726.9","9","","","    1726.9","0","","","","","","","","","","","    599.9"," ,0","","","      131"," ,0","     16.53","0","     22.90","0","     10.16","0","","","","","       230","X","       340","X","","","","","","","      21.5","X","      28.2","X","","","",""
