"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023237","1987","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       4.4","X","    764.0","","     764.0","0","        48","0","        33","0","         3","0","        0","","         0","0","         0","0","        25","0","         0","0","       223","0","        74","0","        98"," ","        31"," ","         6"," ","   -4.4","0,0117,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.3"," ,0,0305, ","   39.4","0,0625,+","-0.6","0,1126","-2.2","0,1127","","","","","0.0","0,0320","-2.8","0,0121","-4.4","0,0117","","","","","    1348.4","4","    1348.4","0","    331.7"," ,0","        0"," ,0","     16.75","0","     23.81","0","      9.68","0","","","","","","","","","","","","","","","",""
"USW00023237","1988","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       4.4","X","    824.8","","     824.8","0","        46","0","        29","0","         0","0","        0","","         0","0","         0","0","        15","0","         0","0","       226","0","        78","0","       112"," ","        32"," ","         8"," ","   -2.8","0,0204,+","     0","T,0,1227, ","     0","T,0,1227, ","  17.5"," ,0,1220, ","   42.8","0,0718, ","0.0","0,1211","","","","","","","0.0","0,0207","-2.8","0,0204","","","","","","","    1322.8","8","    1322.8","0","    225.2"," ,0","        0","T,0","     16.88","0","     24.12","0","      9.64","0","       340","X","","","","","","","      14.3","X","","","","","",""
"USW00023237","1989","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.9","X","    691.0","","     691.0","0","        41","0","        19","0","         1","0","        0","","         0","0","         0","0","        37","0","         0","0","       220","0","        69","0","       124"," ","        52"," ","         4"," ","   -5.6","0,0207,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.3"," ,0,0916, ","   41.7","0,0707, ","0.0","0,1128","-2.8","0,1214","","","","","-0.6","0,0214","-3.3","0,0208","-5.6","0,0207","","","","","    1423.8","8","    1423.8","0","    204.0"," ,0","        0"," ,0","     16.05","0","     23.12","0","      8.97","0","       170","X","","","","","","","      13.4","X","","","","","",""
"USW00023237","1990","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    856.2","","     856.2","0","        36","0","        21","0","         1","0","        0","","         0","0","         0","0","        39","0","         0","0","       233","0","        73","0","       104"," ","        22"," ","","","   -8.3","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.2"," ,0,0527, ","   41.7","0,0806, ","0.0","0,1124","-2.2","0,1204","-6.1","0,1221","-8.3","0,1222","-0.6","0,0220","-3.9","0,0215","","","","","","","    1453.0","0","    1453.0","0","    223.8"," ,0","        0"," ,0","     16.73","0","     23.98","0","      9.48","0","       150","X","","","","","       270","X","      14.8","X","","","","","      19.0","X"
"USW00023237","1991","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    803.6","","     803.6","0","        41","0","        29","0","         2","0","        0","","         0","0","         0","0","        22","0","         0","0","       204","0","        78","0","        86"," ","        29"," ","         3"," ","   -4.4","0,0101, ","     0"," ,0,1231,+","     0","T,0,0320,+","  36.6"," ,0,1026, ","   42.8","0,0703,+","-0.6","0,1201","","","","","","","-0.6","0,0201","-2.2","0,0130","-4.4","0,0101","","","","","    1495.4","4","    1495.4","0","    296.7"," ,0","        0","T,0","     16.69","0","     23.56","0","      9.83","0","       340","X","","","","","       315","X","      16.5","X","","","","","      19.5","X"
"USW00023237","1992","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    927.2","","     927.2","0","        46","0","        29","0","         1","0","        0","","         0","0","         0","0","        14","0","         0","0","       229","0","        85","0","       101"," ","        30"," ","         3"," ","   -2.2","0,0112, ","     0"," ,0,1231,+","     0","T,0,1211, ","  30.2"," ,0,0214, ","   40.6","0,0816, ","0.0","0,1130","","","","","","","0.0","0,0204","-2.2","0,0112","","","","","","","    1241.9","9","    1241.9","0","    333.1"," ,0","        0","T,0","     17.40","0","     23.98","0","     10.82","0","       130","X","","","","","       135","X","      14.3","X","","","","","      19.0","X"
"USW00023237","1993","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    815.5","","     815.5","0","        68","0","        37","0","         1","0","        0","","         0","0","         0","0","        14","0","         0","0","       226","0","        74","0","       109"," ","        22"," ","         6"," ","   -3.9","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,0208, ","   41.7","0,0801, ","0.0","0,1124","","","","","","","-1.1","0,0130","-3.9","0,0104","","","","","","","    1314.1","1","    1314.1","0","    429.0"," ,0","        0"," ,0","     16.88","0","     23.51","0","     10.26","0","       110","X","","","","","       180","X","      15.6","X","","","","","      18.5","X"
"USW00023237","1994","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    801.0","","     801.0","0","        50","0","        28","0","         1","0","        0","","         0","0","         0","0","        18","0","         0","0","       215","0","        82","0","       112"," ","        34"," ","         6"," ","   -2.2","0,1210, ","     0","T,0,0518, ","     0","T,0,0518, ","  25.4"," ,0,0207, ","   40.6","0,0610, ","0.0","0,1119","-2.2","0,1210","","","","","-1.1","0,0212","","","","","","","","","    1371.2","2","    1371.2","0","    286.1"," ,0","        0","T,0","     16.49","0","     23.39","0","      9.60","0","       100","X","","","","","       315","X","      17.9","X","","","","","      19.5","X"
"USW00023237","1995","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    820.6","","     820.6","0","        72","0","        42","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       228","0","        70","0","       107"," ","        14"," ","         5"," ","    0.6","0,1225, ","     0"," ,0,1231,+","     0","T,0,0311, ","  38.9"," ,0,1211, ","   42.2","0,0625, ","","","","","","","","","","","","","","","","","","","    1339.3","3","    1339.3","0","    463.5"," ,0","        0","T,0","     17.71","0","     24.16","0","     11.27","0","       130","X","","","","","","","      17.0","X","","","","","",""
"USW00023237","1996","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","    971.0","","     971.0","0","        68","0","        43","0","         4","0","","","","","         0","0","         3","0","         0","0","       223","0","        96","0","       106"," ","        22"," ","         2"," ","    0.0","0,1225,+","","","","","  48.8"," ,0,1221, ","   42.2","0,0813,+","0.0","0,1202","","","","","","","","","","","","","","","","","    1011.4","4","    1011.4","0","    534.5"," ,0","","","     17.74","0","     24.48","0","     11.00","0","","","","","","","","","","","","","","","",""
"USW00023237","1997","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.6","X","    791.1","","     791.1","0","        52","0","        27","0","         1","0","","","","","         0","0","        14","0","         0","0","       234","0","        78","0","       123"," ","        31"," ","         1"," ","   -4.4","0,0114, ","","","","","  26.4"," ,0,0122, ","   41.1","0,0808,+","-1.1","0,1210","-2.2","0,1223","","","","","0.0","0,0305","-4.4","0,0114","-4.4","0,0114","","","","","    1226.6","6","    1226.6","0","    279.5"," ,0","","","     16.96","0","     24.20","0","      9.73","0","","","         0","X","       350","X","","","","","      44.3","X","      19.7","X","",""
"USW00023237","1998","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.5","X","    627.0","","     627.0","0","        89","0","        56","0","         3","0","","","","","         0","0","        20","0","         0","0","       185","0","        65","0","       168"," ","        41"," ","         4"," ","   -6.7","0,1224, ","","","","","  37.1"," ,0,0203, ","   42.8","0,0804, ","-0.6","0,1204","-5.0","0,1221","-5.0","0,1221","-6.7","0,1224","-0.6","0,0307","","","","","","","","","    1525.1","1","    1525.1","0","    640.1"," ,0","","","     15.51","0","     22.12","0","      8.89","0","","","       160","X","       160","X","","","","","      18.3","X","      24.1","X","",""
"USW00023237","1999","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.4","X","    589.1","","     589.1","0","        52","0","        26","0","         0","0","","","","","         0","0","        29","0","         0","0","       209","0","        66","0","       153"," ","        32"," ","         2"," ","   -3.3","0,1216, ","","","","","  18.3"," ,0,0118, ","   42.8","0,0712, ","-0.6","0,1205","-3.3","0,1216","","","","","-0.6","0,0212","-2.8","0,0101","","","","","","","    1739.4","4","    1739.4","0","    254.2"," ,0","","","     15.62","0","     23.22","0","      8.02","0","","","       350","X","       350","X","","","","","      16.5","X","      19.7","X","",""
"USW00023237","2000","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","X","    687.2","","     687.2","0","        61","0","        37","0","         2","0","","","","","         0","0","        21","0","         0","0","       207","0","        80","0","       153"," ","        53"," ","         2"," ","   -2.8","0,1225, ","","","","","  28.7"," ,0,0124, ","   41.7","0,0615,+","-2.2","0,1112","-2.2","0,1112","","","","","-0.6","0,0108","","","","","","","","","    1277.6","6","    1277.6","0","    377.3"," ,0","","","     16.25","0","     23.71","0","      8.79","0","","","       260","X","       250","X","","","","","      16.1","X","      19.2","X","",""
"USW00023237","2001","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.5","X","    824.3","","     824.3","0","        59","0","        36","0","         1","0","","","","","         0","0","        18","0","         0","0","       225","0","        96","0","       130"," ","        28"," ","","","   -3.9","0,0117, ","","","","","  32.3"," ,0,1228, ","   42.2","0,0703, ","","","","","","","","","0.0","0,0408","-2.2","0,0118","","","","","","","    1581.1","1","    1581.1","0","    391.4"," ,0","","","     16.79","0","     24.43","0","      9.14","0","","","       150","X","       150","X","","","","","      21.0","X","      25.9","X","",""
"USW00023237","2002","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","X","    703.0","","     703.0","0","        44","0","        23","0","         3","0","","","","","         0","0","        29","0","         0","0","       213","0","        88","0","       127"," ","        47"," ","","","   -3.9","0,0130, ","","","","","  38.1"," ,0,1108, ","   43.3","0,0710, ","0.0","0,1127","","","","","","","0.0","0,0315","-2.2","0,0203","","","","","","","    1415.4","4","    1415.4","0","    307.4"," ,0","","","     16.16","0","     24.02","0","      8.29","0","","","       150","X","       150","X","","","","","      18.3","X","      22.8","X","",""
"USW00023237","2003","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","X","    821.9","","     821.9","0","        54","0","        27","0","         0","0","","","","","         0","0","        18","0","         0","0","       195","0","        86","0","       136"," ","        36"," ","","","   -3.3","0,1123,+","","","","","  17.5"," ,0,0315, ","   41.1","0,0627, ","0.0","0,1104","-3.3","0,1123","","","","","-1.7","0,0210","-2.8","0,0209","","","","","","","    1439.2","2","    1439.2","0","    236.1"," ,0","","","     16.59","0","     23.99","0","      9.19","0","","","       140","X","       130","X","","","","","      14.8","X","      19.7","X","",""
"USW00023237","2004","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.5","X","    724.2","","     724.2","0","        53","0","        30","0","         2","0","","","","","         0","0","        21","0","         0","0","       212","0","        87","0","       121"," ","        35"," ","","","   -3.3","0,1203,+","","","","","  32.8"," ,0,1019, ","   39.4","0,0811, ","0.0","0,1122","-3.3","0,1129","","","","","0.0","0,0212","-2.8","0,0210","","","","","","","    1311.1","1","    1311.1","0","    354.9"," ,0","","","     16.50","0","     23.92","0","      9.08","0","","","       140","X","       140","X","","","","","      18.3","X","      23.7","X","",""
"USW00023237","2005","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","X","    799.7","","     799.7","0","        79","0","        45","0","         2","0","","","","","         0","0","         7","0","         0","0","       231","0","        87","0","       120"," ","        42"," ","","","   -3.3","0,1206, ","","","","","  27.7"," ,0,0322, ","   42.2","0,0716, ","-1.1","0,1127","-3.3","0,1206","","","","","0.0","0,0130","","","","","","","","","    1399.6","6","    1399.6","0","    399.9"," ,0","","","     17.20","0","     24.56","0","      9.84","0","","","       150","X","       150","X","","","","","      17.0","X","      22.8","X","",""
"USW00023237","2006","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    846.8","","     846.8","0","        74","0","        42","0","         2","0","","","","","         0","0","        19","0","         0","0","       207","0","       101","0","       155"," ","        32"," ","         1"," ","   -2.2","0,1220, ","","","","","  37.1"," ,0,0102, ","   46.1","0,0723, ","-0.6","0,1124","-2.2","0,1220","","","","","-0.6","0,0222","","","","","","","","","    1273.6","6","    1273.6","0","    379.1"," ,0","","","     16.80","0","     24.46","0","      9.15","0","","","       150","X","       150","X","","","","","      19.2","X","      23.2","X","",""
"USW00023237","2007","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.4","W","    843.6","","     843.6","0","        42","0","        24","0","         0","0","","","","","         0","0","        33","0","         0","0","       243","0","        91","0","       104"," ","        15"," ","         1"," ","   -6.7","0,0115,+","","","","","  21.8"," ,0,0210, ","   43.3","0,0705, ","-0.6","0,1201","-2.8","0,1213","","","","","0.0","0,0203","-2.2","0,0124","-6.1","0,0116","-6.7","0,0115","","","    1246.4","4","    1246.4","0","    205.5"," ,0","","","     17.22","0","     25.12","0","      9.32","0","","","       340","X","       160","X","","","","","      15.6","X","      17.4","X","",""
"USW00023237","2008","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    826.8","","     826.8","0","        46","0","        26","0","         1","0","","","","","         0","0","        17","0","         0","0","       220","0","        96","0","       130"," ","        41"," ","         1"," ","   -2.2","0,1218,+","","","","","  30.5"," ,0,0104, ","   41.7","0,0829,+","-0.6","0,1208","-2.2","0,1214","","","","","0.0","0,0420","-2.2","0,0117","","","","","","","    1432.4","4","    1432.4","0","    236.5"," ,0","","","     16.62","0","     24.35","0","      8.89","0","","","       150","X","","","","","","","      19.7","X","","","",""
"USW00023237","2009","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    778.9","","     778.9","0","        56","0","        26","0","         1","0","","","","","         0","0","        31","0","         0","0","       208","0","        84","0","       140"," ","        32"," ","        10"," ","   -5.0","0,1206, ","","","","","  37.1"," ,0,1013, ","   43.3","0,0628, ","-1.1","0,1115","-5.0","0,1206","-5.0","0,1206","","","0.0","0,0310","-3.3","0,0104","","","","","","","    1386.2","2","    1386.2","0","    266.4"," ,0","","","     16.45","0","     24.06","0","      8.85","0","","","       150","X","       140","X","","","","","      19.7","X","      23.2","X","",""
"USW00023237","2010","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    605.7","","     605.7","0","        77","0","        49","0","         1","0","","","","","         0","0","         8","0","         0","0","       202","0","        71","0","       163"," ","        35"," ","         7"," ","   -2.8","0,1125, ","","","","","  26.2"," ,0,0223, ","   42.2","0,0825, ","-2.8","0,1125","-2.8","0,1125","","","","","","","","","","","","","","","    1549.9","9","    1549.9","0","    475.4"," ,0","","","     15.93","0","     22.87","0","      8.99","0","","","       150","X","       160","X","","","","","      19.7","X","      25.0","X","",""
"USW00023237","2011","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.0","W","    640.7","","     640.7","X","        58","Z","        33","Z","         0","Z","","","","","         0","X","        33","X","         0","X","       199","X","        72","X","        90"," ","        26"," ","         4"," ","   -5.6","X,1224, ","","","","","  18.8"," ,Z,0218, ","   39.4","X,0621, ","0.0","X,1110","-2.8","X,1204","-4.4","X,1223","","","-0.6","X,0228","-2.2","X,0226","","","","","","","    1539.9","9","    1539.9","X","    256.8"," ,Z","","","     15.54","X","     22.77","X","      8.31","X","","","       140","X","       150","X","","","","","      19.7","X","      24.6","X","",""
"USW00023237","2012","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","X","    737.9","","     737.9","X","        54","X","        33","X","         2","X","","","","","         0","X","        22","X","         0","X","       210","X","        96","X","        54"," ","","","         8"," ","   -5.6","X,0117, ","","","","","  35.3"," ,X,1130, ","   40.6","X,0811,+","-0.6","X,1111","","","","","","","0.0","X,0226","-3.9","X,0118","-5.6","X,0117","","","","","    1524.5","5","    1524.5","X","    344.6"," ,X","","","     16.52","X","     24.28","X","      8.76","X","","","       150","X","","","","","","","      17.0","X","","","",""
"USW00023237","2013","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.0","W","    742.4","","     742.4","W","        25","W","        11","W","         0","W","","","","","         0","W","        47","W","         0","W","       239","W","        80","W","        25"," ","","","         6"," ","   -5.5","W,1209, ","","","","","  21.8"," ,W,1120, ","   42.2","W,0608, ","-3.2","W,1204","-3.2","W,1204","-4.9","W,1205","","","0.0","X,0222","-2.2","X,0211","-4.4","X,0113","","","","","    1314.4","4","    1314.4","W","    117.0"," ,W","","","     16.53","W","     24.57","W","      8.49","W","","","       260","W","","","","","","","      17.9","W","","","",""
"USW00023237","2014","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.0","W","    899.3","","     899.3","W","        53","W","        29","W","         3","W","","","","","         0","W","        19","W","         0","W","       243","W","       102","W","        97"," ","        20"," ","","","   -2.7","W,0105, ","","","","","  48.8"," ,W,1211, ","   41.1","W,0609, ","0.0","W,1227","","","","","","","0.0","W,0204","-2.7","W,0105","","","","","","","    1227.3","3","    1227.3","W","    361.8"," ,W","","","     17.98","W","     25.61","W","     10.34","W","","","       150","W","       160","W","","","","","      16.1","W","      20.1","W","",""
"USW00023237","2015","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.0","W","    909.8","","     909.8","W","        41","W","        19","W","         1","W","","","","","         0","W","        19","W","         0","W","       248","W","       101","W","       114"," ","        43"," ","         6"," ","   -3.8","W,1129,+","","","","","  26.4"," ,W,1102, ","   42.2","W,0910, ","0.0","W,1126","-3.8","W,1129","","","","","0.0","W,0105","-3.8","W,0102","","","","","","","     978.2","2","     978.2","W","    189.4"," ,W","","","     17.67","W","     25.46","W","      9.87","W","","","       160","W","","","","","","","      15.7","W","","","",""
"USW00023237","2016","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    780.3","","     780.3","W","        65","W","        37","W","         1","W","","","","","         0","W","        14","W","         0","W","       243","W","        97","W","       140"," ","        39"," ","         2"," ","   -2.7","W,1218,+","","","","","  29.5"," ,W,0409, ","   40.6","W,0727,+","0.0","W,1203","-2.7","W,1218","","","","","-2.7","W,0101","-2.7","W,0101","","","","","","","    1175.2","2","    1175.2","W","    464.6"," ,W","","","     17.39","W","     25.05","W","      9.73","W","","","       150","W","       140","W","","","","","      17.9","W","      24.6","W","",""
"USW00023237","2017","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","W","    975.2","","     975.2","W","        61","W","        34","W","         2","W","","","","","         0","W","        24","W","         0","W","       224","W","       109","W","       134"," ","        26"," ","         3"," ","   -2.1","W,1213, ","","","","","  33.8"," ,W,0220, ","   44.4","W,0828, ","-0.5","W,1206","","","","","","","0.0","W,0224","","","","","","","","","    1206.0","0","    1206.0","W","    421.7"," ,W","","","     17.74","W","     25.62","W","      9.87","W","","","       150","W","       160","W","","","","","      19.2","W","      24.6","W","",""
"USW00023237","2018","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","    831.1","","     831.1","W","        45","W","        31","W","         3","W","","","","","         0","W","        12","W","         0","W","       239","W","        94","W","        95"," ","        17"," ","         4"," ","   -2.1","W,0224, ","","","","","  35.3"," ,W,0108, ","   40.6","W,0725,+","-0.5","W,1111","","","","","","","-2.1","W,0224","","","","","","","","","    1150.0","0","    1150.0","W","    359.4"," ,W","","","     17.51","W","     25.50","W","      9.51","W","","","       270","W","       270","W","","","","","      16.1","W","      19.7","W","",""
"USW00023237","2019","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","W","    914.5","","     914.5","W","        71","W","        42","W","         2","W","","","","","         0","W","        12","W","         0","W","       231","W","        98","W","       109"," ","        24"," ","         2"," ","   -1.6","W,0103,+","","","","","  29.5"," ,W,0226, ","   42.2","W,0611, ","0.0","W,1227","","","","","","","0.0","W,0223","","","","","","","","","    1169.4","4","    1169.4","W","    433.1"," ,W","","","     17.65","W","     25.01","W","     10.28","W","","","       340","W","       140","W","","","","","      17.0","W","      21.9","W","",""
"USW00023237","2020","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.1","W","   1132.6","","    1132.6","W","        34","W","        15","W","         0","W","","","","","         0","W","        10","W","         0","W","       237","W","       129","W","        97"," ","        31"," ","         3"," ","   -1.6","W,1128,+","","","","","  21.1"," ,W,1213, ","   45.0","W,0816, ","0.0","W,1109","","","","","","","0.0","W,0205","","","","","","","","","    1100.1","1","    1100.1","W","    151.7"," ,W","","","     18.23","W","     26.33","W","     10.12","W","","","       360","W","        10","W","","","","","      17.4","W","      23.3","W","",""
"USW00023237","2021","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.4","W","    748.1","","     748.1","W","        44","W","        25","W","         4","W","","","","","         0","W","         4","W","         0","W","       216","W","        88","W","       110"," ","        38"," ","         3"," ","   -1.0","W,1211, ","","","","","  65.8"," ,W,1024, ","   42.2","W,0618, ","-1.0","W,1211","","","","","","","-0.5","W,0316","","","","","","","","","    1247.8","8","    1247.8","W","    360.1"," ,W","","","     16.71","W","     24.40","W","      9.03","W","","","       140","W","       140","W","","","","","      20.1","W","      25.9","W","",""
"USW00023237","2022","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","W","   1050.0","","    1050.0","W","        30","W","        17","W","         3","W","","","","","         0","W","        30","W","         0","W","       237","W","       113","W","       110"," ","        35"," ","","","   -2.7","W,0224,+","","","","","  72.4"," ,W,1231, ","   46.1","W,0906, ","0.0","W,1116","","","","","","","0.0","W,0311","-2.7","W,0224","","","","","","","    1284.5","5","    1284.5","W","    289.9"," ,W","","","     17.59","W","     25.82","W","      9.36","W","","","       350","W","       360","W","","","","","      17.4","W","      24.1","W","",""
"USW00023237","2023","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.3","W","    846.2","","     846.2","W","        57","W","        39","W","         4","W","","","","","         0","W","        19","W","         0","W","       210","W","        86","W","       109"," ","        24"," ","         6"," ","   -1.6","W,1128,+","","","","","  31.2"," ,W,0116, ","   42.8","W,0716,+","0.0","W,1125","","","","","","","-0.5","W,0302","","","","","","","","","    1510.9","9","    1510.9","W","    430.1"," ,W","","","     16.90","W","     24.42","W","      9.39","W","","","       130","W","       140","W","","","","","      20.6","W","      25.9","W","",""
"USW00023237","2024","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","       3.2","W","   1090.3","","    1090.3","W","        65","W","        38","W","         2","W","","","","","         0","W","         4","W","         0","W","       227","W","       109","W","        85"," ","        18"," ","         4"," ","   -0.5","W,1128, ","","","","","  27.2"," ,W,0404, ","   43.9","W,0711,+","-0.5","W,1128","","","","","","","0.0","W,0108","","","","","","","","","    1109.9","9","    1109.9","W","    386.2"," ,W","","","     18.15","W","     25.68","W","     10.62","W","","","       140","W","       140","W","","","","","      21.0","W","      26.8","W","",""
"USW00023237","2025","37.88997","-121.22637","8.3","STOCKTON AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        28"," ","         3"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
