"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023067","1979","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    675.5","","     675.5","0","        74","0","        37","0","         0","0","       39","","        14","0","        16","0","       151","0","        26","0","       185","0","        73","0","        68"," ","        13"," ","        39"," ","  -26.1","0,0131, ","   203"," ,0,1229, ","   142"," ,0,1227, ","  24.4"," ,0,0624, ","   40.6","0,0808, ","0.0","0,1004","-5.6","0,1031","-5.6","0,1031","-7.2","0,1102","-8.9","0,1112","0.0","0,0511","-6.1","0,0404","-6.1","0,0404","-6.7","0,0310","-10.0","0,0304","    3259.1","1","    3259.1","0","    401.9"," ,0","      853"," ,0","     11.29","0","     19.71","0","      2.88","0","","","","","","","","","",""
"USW00023067","1980","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    874.3","","     874.3","0","        60","0","        30","0","         2","0","       43","","        10","0","         5","0","       163","0","        25","0","       197","0","        86","0","        55"," ","        16"," ","         7"," ","  -22.2","0,0108, ","   229"," ,0,0402, ","   264"," ,0,0327, ","  27.9"," ,0,0424, ","   41.7","0,0626, ","-1.7","0,1017","-2.2","0,1018","-6.1","0,1024","-8.3","0,1117","-10.6","0,1118","-0.6","0,0418","-3.9","0,0414","-4.4","0,0408","-6.7","0,0404","-10.6","0,0324","    3162.7","7","    3162.7","0","    308.7"," ,0","     1059"," ,0","     12.57","0","     21.07","0","      4.08","0","","","","","","","","","",""
"USW00023067","1981","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    866.6","","     866.6","0","        57","0","        23","0","         1","0","       17","","         3","0","         6","0","       125","0","        12","0","       214","0","        81","0","","","","","","","  -25.6","0,0211, ","    76"," ,0,1222, ","    76"," ,0,0304, ","  31.0"," ,0,0811, ","   42.2","0,0721,+","-1.7","0,1026","-5.0","0,1109","-5.0","0,1109","-7.2","0,1120","-8.9","0,1204","0.0","0,0510","-3.9","0,0405","-5.0","0,0319","-6.7","0,0308","-12.2","0,0212","    2416.1","1","    2416.1","0","    195.8"," ,0","      254"," ,0","     14.04","0","     22.57","0","      5.52","0","","","","","","","","","",""
"USW00023067","1983","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    856.3","","     856.3","0","        58","0","        24","0","         2","0","       52","","        15","0","        10","0","       141","0","        31","0","       190","0","        86","0","","","","","","","  -28.3","0,1229, ","   152"," ,0,1230,+","   114"," ,0,0315, ","  56.1"," ,0,0422, ","   40.0","0,0720,+","0.0","0,0921","-5.0","0,1109","-5.0","0,1109","-7.2","0,1110","-9.4","0,1124","-0.6","0,0418","-3.3","0,0415","-6.1","0,0414","-6.7","0,0407","-10.6","0,0321","","","","","    246.6"," ,0","      954"," ,0","     12.18","0","     20.13","0","      4.24","0","","","","","","","","","",""
"USW00023067","1984","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    811.5","","     811.5","0","        63","0","        29","0","         0","0","       40","","         9","0","         7","0","       149","0","        14","0","       180","0","        89","0","        49"," ","        10"," ","        30"," ","  -27.8","0,0118, ","   178"," ,0,0319, ","   178"," ,0,0318, ","  21.1"," ,0,1014,+","   38.9","0,0906,+","-1.1","0,0928","-2.2","0,1101","-5.0","0,1105","-7.2","0,1119","-8.9","0,1127","-1.7","0,0428","-4.4","0,0427","-4.4","0,0427","-7.8","0,0308","-9.4","0,0306","    3157.0","0","    3157.0","0","    319.7"," ,0","      906"," ,0","     12.33","0","     20.35","0","      4.31","0","","","","","","","","","",""
"USW00023067","1985","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    826.9","","     826.9","0","        81","0","        38","0","         1","0","       44","","         7","0","        17","0","       139","0","        34","0","       186","0","        86","0","        12"," ","         3"," ","","","  -25.6","0,0202, ","   152"," ,0,0114,+","   132"," ,0,0109, ","  26.2"," ,0,0513, ","   41.7","0,0707, ","0.0","0,0928","-2.2","0,0929","-5.6","0,0930","-7.8","0,1115","-10.6","0,1116","-1.1","0,0406","-5.6","0,0331","-5.6","0,0331","-6.7","0,0305","-9.4","0,0304","    2825.6","6","    2825.6","0","    342.0"," ,0","      680"," ,0","     11.92","0","     19.85","0","      3.99","0","","","","","","","","","",""
"USW00023067","1986","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    647.4","","     647.4","0","        66","0","        26","0","         2","0","        8","","         4","0","         3","0","       135","0","         9","0","       202","0","        69","0","","","","","","","  -20.6","0,0210, ","    76"," ,0,1201, ","    89"," ,0,1130, ","  30.5"," ,0,0814, ","   39.4","0,0818,+","0.0","0,1011","-2.2","0,1012","-6.1","0,1108","-7.8","0,1109","-9.4","0,1110","0.0","0,0509","-3.9","0,0415","-5.6","0,0414","-7.2","0,0221","-13.3","0,0213","    2723.9","9","    2723.9","0","    286.7"," ,0","      326"," ,0","     13.12","0","     21.61","0","      4.63","0","","","","","","","","","",""
"USW00023067","1987","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    619.9","","     619.9","0","        84","0","        33","0","         0","0","       39","","        10","0","         8","0","       154","0","        24","0","       193","0","        63","0","","","","","","","  -21.7","0,0117,+","   127"," ,0,1229,+","    97"," ,0,1225, ","  18.5"," ,0,0214, ","   40.6","0,0820, ","-3.3","0,1011","-3.3","0,1011","-6.1","0,1109","-9.4","0,1110","-9.4","0,1110","-1.1","0,0422","-3.9","0,0406","-4.4","0,0403","-15.0","0,0330","-15.0","0,0330","    2847.1","1","    2847.1","0","    293.1"," ,0","      709"," ,0","     12.08","0","     20.39","0","      3.77","0","","","","","","","","","",""
"USW00023067","1988","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    729.4","","     729.4","0","        56","0","        24","0","         1","0","       44","","        15","0","        12","0","       147","0","        30","0","       194","0","        80","0","        43"," ","        10"," ","        37"," ","  -24.4","0,0107, ","   406"," ,0,0402, ","   422"," ,0,0401, ","  36.1"," ,0,0401, ","   40.6","0,0713, ","-1.7","0,1028","-3.9","0,1106","-5.0","0,1115","-10.0","0,1116","-10.0","0,1116","0.0","0,0426","-2.2","0,0401","-6.7","0,0329","-6.7","0,0329","-8.9","0,0318","    3221.8","8","    3221.8","0","    215.9"," ,0","     1103"," ,0","     11.86","0","     20.45","0","      3.26","0","","","","","","","","","",""
"USW00023067","1989","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    666.4","","     666.4","0","        76","0","        24","0","         0","0","       19","","         7","0","        16","0","       141","0","        23","0","       212","0","        72","0","        57"," ","        10"," ","        53"," ","  -29.4","0,1222, ","   127"," ,0,0206, ","    94"," ,0,0205, ","  16.0"," ,0,0603, ","   40.6","0,0708, ","-2.8","0,1018","-2.8","0,1018","-7.2","0,1019","-7.2","0,1019","-12.8","0,1116","0.0","0,0501","-3.3","0,0412","-4.4","0,0411","-6.7","0,0410","-10.6","0,0321","    2835.1","1","    2835.1","0","    210.9"," ,0","      451"," ,0","     11.87","0","     20.60","0","      3.13","0","","","","","","","","","",""
"USW00023067","1990","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    687.9","","     687.9","0","        75","0","        38","0","         4","0","       35","","        16","0","         9","0","       147","0","        18","0","       194","0","        78","0","        61"," ","        15"," ","        51"," ","  -26.7","0,1222, ","   279"," ,0,0120, ","   218"," ,0,0119, ","  34.0"," ,0,1020, ","   43.3","0,0628, ","-1.1","0,1009","-3.9","0,1018","-5.0","0,1105","-6.7","0,1107","-8.9","0,1128","-3.3","0,0504","-3.3","0,0504","-5.6","0,0406","-7.2","0,0326","-13.3","0,0221","    3005.6","6","    3005.6","0","    442.6"," ,0","     1370"," ,0","     12.10","0","     20.64","0","      3.57","0","","","","","","","","","",""
"USW00023067","1991","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    717.6","","     717.6","0","        80","0","        41","0","         1","0","       26","","        15","0","         2","0","       152","0","        18","0","       191","0","        78","0","        72"," ","        19"," ","        49"," ","  -22.8","0,1103, ","   305"," ,0,1104, ","   145"," ,0,1116, ","  29.0"," ,0,1116, ","   41.1","0,0706, ","-1.7","0,1005","-2.2","0,1026","-5.6","0,1028","-10.6","0,1029","-10.6","0,1029","-1.1","0,0427","-4.4","0,0413","-4.4","0,0413","-8.3","0,0308","-13.3","X,0225","    2803.4","4","    2803.4","0","    351.6"," ,0","     1128"," ,0","     12.39","0","     20.69","0","      4.08","0","","","","","","","","","",""
"USW00023067","1992","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    527.9","","     527.9","0","        81","0","        29","0","         1","0","       31","","         8","0","         1","0","       140","0","        20","0","       192","0","        64","0","        84"," ","        21"," ","        62"," ","  -18.3","0,0115, ","    76"," ,0,1214,+","    89"," ,0,0112, ","  25.4"," ,0,0720, ","   40.6","0,0706, ","0.0","0,1007","-3.9","0,1008","-5.6","0,1104","-8.3","0,1105","-8.9","0,1121","-1.1","0,0421","-5.0","0,0401","-5.0","0,0401","-7.2","0,0310","-8.9","0,0219","    2717.9","9","    2717.9","0","    315.3"," ,0","      572"," ,0","     12.01","0","     20.38","0","      3.65","0","","","","","","","","","",""
"USW00023067","1993","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    605.0","","     605.0","0","        82","0","        33","0","         3","0","       28","","        10","0","         5","0","       151","0","        23","0","       168","0","        69","0","        91"," ","        15"," ","        51"," ","  -21.7","0,0217,+","   203"," ,0,0212, ","   213"," ,0,0403, ","  31.2"," ,0,0720, ","   41.1","0,0708, ","-0.6","0,1009","-2.2","0,1010","-8.9","0,1029","-8.9","0,1029","-8.9","0,1029","-0.6","0,0502","-3.3","0,0403","-4.4","0,0319","-6.7","0,0314","-14.4","0,0313","    3203.3","3","    3203.3","0","    365.2"," ,0","     1031"," ,0","     11.32","0","     19.41","0","      3.23","0","","","","","","","","","",""
"USW00023067","1994","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    796.7","","     796.7","0","        76","0","        32","0","         1","0","        9","","         9","0","         0","0","       152","0","        11","0","       197","0","        80","0","        65"," ","        11"," ","        64"," ","  -16.7","0,0202, ","   102"," ,0,0309,+","   130"," ,0,0411, ","  28.7"," ,0,0602, ","   41.1","0,0807,+","0.0","0,0922","-2.2","0,1025","-5.0","0,1110","-7.8","0,1115","-10.0","0,1129","0.0","0,0430","-3.9","0,0412","-4.4","0,0406","-9.4","0,0328","-9.4","0,0328","    2962.6","6","    2962.6","0","    305.8"," ,0","      648"," ,0","     13.00","0","     21.71","0","      4.29","0","","","","","","","","","",""
"USW00023067","1995","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    662.8","","     662.8","0","        79","0","        36","0","         3","0","        8","","        13","0","         0","0","       150","0","        11","0","       192","0","        71","0","        74"," ","         8"," ","        54"," ","  -17.2","0,1209, ","   102"," ,0,0326, ","   132"," ,0,0326, ","  31.2"," ,0,0505, ","   41.7","0,0811,+","0.0","0,0921","-2.2","0,1014","-5.6","0,1024","-8.3","0,1104","-10.6","0,1111","-2.8","0,0423","-2.8","0,0423","-8.3","0,0411","-8.3","0,0411","-9.4","0,0308","    2753.5","5","    2753.5","0","    379.7"," ,0","      825"," ,0","     12.45","0","     21.20","0","      3.70","0","","","","","","","","","",""
"USW00023067","1996","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023067","1997","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    651.6","","     651.6","M","","","","","","","","","","","         5","M","       153","M","        33","M","       191","M","        67","M","","","","","","","  -20.6","M,0114, ","","","","","","","   40.0","M,0716, ","0.0","M,1014","-5.0","M,1024","-5.0","M,1024","-6.7","M,1025","-11.7","M,1026","0.0","M,0426","-4.4","M,0414","-4.4","M,0414","-7.2","M,0413","-11.7","M,0412","    2916.7","7","    2916.7","M","","","","","     11.35","M","     19.04","M","      3.66","M","","","","","","","","","",""
"USW00023067","1998","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","","","    616.4","","     616.4","W","","","","","","","","","","","         5","W","       137","W","        14","W","       183","W","        62","W","","","","","","","  -26.1","W,1222, ","","","","","","","   42.2","W,0720, ","-1.7","W,1018","-3.3","W,1108","-5.0","W,1110","-7.2","W,1207","-9.4","W,1208","-0.6","W,0429","-3.3","W,0419","-4.4","M,0321","-11.1","M,0312","-11.1","M,0312","    3156.5","5","    3156.5","W","","","","","     12.18","W","     20.11","W","      4.24","W","","","","","","","","","",""
"USW00023067","1999","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.6","X","    590.9","","     590.9","0","        75","0","        39","0","         4","0","        8","","        10","0","         0","0","       154","0","         3","0","       200","0","        69","0","        63"," ","        16"," ","        51"," ","  -13.3","0,1222, ","   102"," ,0,0313,+","   178"," ,0,1122, ","  48.5"," ,0,0430, ","   39.4","0,0703, ","0.0","0,0928","-2.2","0,0929","-6.7","0,1102","-6.7","0,1102","-11.7","0,1205","0.0","0,0506","-5.6","0,0417","-5.6","0,0417","-7.2","0,0309","-12.2","W,0212","    2670.7","7","    2670.7","0","    433.4"," ,0","      683"," ,0","     12.58","0","     21.21","0","      3.95","0","   263615","X","       270","X","       270","X","      25.0","X","      30.4","X"
"USW00023067","2000","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.5","X","    849.8","","     849.8","0","        67","0","        23","0","         1","0","","","","","         0","0","       147","0","        10","0","       193","0","       105","0","        70"," ","        12"," ","        48"," ","  -17.2","0,1211, ","","","","","  37.1"," ,0,0717, ","   40.6","0,0811, ","0.0","0,1006","-5.0","0,1106","-5.0","0,1106","-6.7","0,1108","-13.9","0,1112","-0.6","0,0417","-3.9","0,0416","-4.4","0,0408","-7.2","0,0227","-8.9","0,0220","    2600.4","4","    2600.4","0","    228.2"," ,0","","","     12.85","0","     21.66","0","      4.05","0","","","        40","X","        40","X","      27.3","X","      33.1","X"
"USW00023067","2001","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.4","X","    751.7","","     751.7","0","        63","0","        25","0","         3","0","","","","","         6","0","       141","0","        19","0","       193","0","        80","0","        99"," ","        27"," ","        49"," ","  -20.0","0,1213, ","","","","","  40.1"," ,0,0516, ","   40.6","0,0706, ","-1.7","0,1006","-2.8","0,1016","-7.2","0,1121","-7.2","0,1121","-10.6","0,1127","-0.6","0,0423","-2.8","0,0401","-6.1","0,0316","-9.4","0,0228","-9.4","0,0228","    3128.1","1","    3128.1","0","    316.7"," ,0","","","     12.41","0","     20.63","0","      4.20","0","","","       320","X","       310","X","      26.8","X","      31.7","X"
"USW00023067","2002","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.9","X","    839.2","","     839.2","0","        41","0","        11","0","         0","0","","","","","         1","0","       159","0","        19","0","       191","0","        81","0","        61"," ","        13"," ","        27"," ","  -17.8","0,0201, ","","","","","  11.9"," ,0,0604, ","   41.1","0,0601, ","-0.6","0,1013","-2.8","0,1017","-5.0","0,1030","-7.2","0,1125","-10.6","0,1126","-2.2","0,0421","-2.2","0,0421","-7.8","0,0326","-7.8","0,0326","-8.9","0,0322","    2824.1","1","    2824.1","0","     86.7"," ,0","","","     12.53","0","     21.11","0","      3.96","0","","","       150","X","       310","X","      27.7","X","      38.4","X"
"USW00023067","2003","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.7","X","    742.7","","     742.7","0","        56","0","        23","0","         1","0","","","","","         2","0","       133","0","        14","0","       203","0","        75","0","        77"," ","        18"," ","        45"," ","  -19.4","0,0207, ","","","","","  26.7"," ,0,0419, ","   41.7","0,0725,+","0.0","0,1014","-2.2","0,1025","-5.6","0,1026","-10.0","0,1122","-10.0","0,1122","-1.7","0,0409","-2.8","0,0408","-5.0","0,0329","-9.4","0,0305","-9.4","0,0305","    2814.0","0","    2814.0","0","    221.5"," ,0","","","     12.88","0","     21.20","0","      4.55","0","","","       320","X","       320","X","      23.7","X","      27.3","X"
"USW00023067","2004","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.4","X","    544.8","","     544.8","0","        68","0","        31","0","         3","0","","","","","         5","0","       132","0","        11","0","       195","0","        58","0","        97"," ","        26"," ","        42"," ","  -23.9","0,1224, ","","","","","  43.7"," ,0,0423, ","   39.4","0,0801, ","-1.1","0,1014","-2.2","0,1030","-6.7","0,1102","-6.7","0,1102","-12.2","0,1129","0.0","0,0430","-2.8","0,0413","-5.6","0,0226","-7.2","0,0225","-18.3","0,0213","    2700.7","7","    2700.7","0","    343.9"," ,0","","","     12.32","0","     20.50","0","      4.12","0","","","       270","X","       330","X","      22.8","X","      28.2","X"
"USW00023067","2005","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.5","X","    787.6","","     787.6","0","        60","0","        24","0","         0","0","","","","","         3","0","       137","0","        18","0","       202","0","        91","0","        81"," ","        25"," ","        49"," ","  -23.9","0,1208, ","","","","","  20.6"," ,0,1010, ","   41.7","0,0720, ","-0.6","0,1007","-2.2","0,1024","-6.1","0,1115","-10.0","0,1116","-10.0","0,1116","0.0","0,0429","-3.9","0,0401","-5.0","0,0319","-7.8","0,0316","-10.0","0,0209","    2790.4","4","    2790.4","0","    185.2"," ,0","","","     13.03","0","     21.40","0","      4.65","0","","","       340","X","       340","X","      26.8","X","      34.0","X"
"USW00023067","2006","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.3","W","    725.0","","     725.0","0","        64","0","        24","0","         4","0","","","","","         2","0","       141","0","        16","0","       198","0","        73","0","        76"," ","        19"," ","        42"," ","  -18.3","0,0218,+","","","","","  43.7"," ,0,0818, ","   41.1","0,0614, ","0.0","0,1018","-3.9","0,1019","-6.1","0,1101","-6.7","0,1111","-15.6","0,1130","-1.1","0,0426","-2.2","0,0419","-5.0","0,0324","-7.2","0,0322","-12.2","W,0321","    2540.8","8","    2540.8","0","    389.2"," ,0","","","     12.80","0","     21.17","0","      4.42","0","","","       300","X","       230","X","      24.1","X","      33.1","X"
"USW00023067","2007","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.1","W","    709.8","","     709.8","0","        38","0","        14","0","         0","0","","","","","        13","0","       141","0","        43","0","       202","0","        78","0","        90"," ","        32"," ","        49"," ","  -23.9","0,0115, ","","","","","  22.4"," ,0,0424, ","   39.4","0,0813,+","0.0","0,1019","-3.3","0,1022","-4.4","0,1103","-10.0","0,1115","-10.0","0,1115","0.0","0,0415","-6.1","0,0414","-6.1","0,0414","-7.2","0,0304","-8.9","0,0301","    3318.3","3","    3318.3","0","    148.6"," ,0","","","     11.31","0","     19.46","0","      3.17","0","","","       340","X","       340","X","      27.3","X","      33.5","X"
"USW00023067","2008","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.6","W","    665.9","","     665.9","0","        53","0","        22","0","         1","0","","","","","         2","0","       158","0","        15","0","       189","0","        69","0","        81"," ","        17"," ","        51"," ","  -20.6","0,0206, ","","","","","  55.6"," ,0,1011, ","   42.2","0,0802,+","-0.6","0,1023","-3.3","0,1024","-7.8","0,1115","-7.8","0,1115","-11.7","0,1209","-2.2","0,0511","-2.2","0,0511","-5.6","0,0402","-6.7","0,0307","-8.9","0,0306","    2957.4","4","    2957.4","0","    258.5"," ,0","","","     12.20","0","     20.84","0","      3.55","0","","","       250","X","       240","X","      24.1","X","      28.6","X"
"USW00023067","2009","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.5","W","    599.5","","     599.5","0","        61","0","        23","0","         1","0","","","","","         5","0","       143","0","        14","0","       182","0","        69","0","        82"," ","        21"," ","        41"," ","  -24.4","0,1209, ","","","","","  48.0"," ,0,1021, ","   40.0","0,0712, ","-1.7","0,1002","-5.0","0,1010","-5.0","0,1010","-6.7","0,1030","-8.9","0,1202","-1.1","0,0408","-5.0","0,0407","-5.0","0,0407","-6.7","0,0406","-15.0","0,0328","    2647.1","1","    2647.1","0","    243.3"," ,0","","","     12.03","0","     20.55","0","      3.52","0","","","       360","X","        40","X","      22.8","X","      28.6","X"
"USW00023067","2010","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.3","W","    810.0","","     810.0","0","        59","0","        33","0","         2","0","","","","","         2","0","       148","0","        12","0","       194","0","        87","0","        87"," ","        22"," ","        40"," ","  -20.6","0,1231, ","","","","","  39.6"," ,0,0804, ","   40.0","0,0717,+","-1.1","0,1026","-3.3","0,1027","-6.7","0,1028","-6.7","0,1028","-9.4","0,1124","0.0","0,0513","-5.6","0,0408","-5.6","0,0408","-6.7","0,0320","-9.4","0,0223","    3109.8","8","    3109.8","0","    302.8"," ,0","","","     12.82","0","     21.25","0","      4.38","0","","","       320","X","       320","X","      23.7","X","      29.9","X"
"USW00023067","2011","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.6","W","    887.6","","     887.6","X","        54","X","        20","X","         1","X","","","","","        15","X","       151","X","        25","X","       196","X","        96","X","        48"," ","        17"," ","        28"," ","  -25.6","X,0101, ","","","","","  34.0"," ,X,0620, ","   41.1","X,0716, ","-0.6","X,1018","-3.9","X,1027","-5.6","X,1103","-7.2","X,1117","-12.2","X,1203","0.0","X,0503","-3.9","X,0416","-5.6","X,0314","-7.8","X,0309","-8.9","X,0222","    2775.0","0","    2775.0","X","    187.7"," ,X","","","     12.48","X","     21.23","X","      3.73","X","","","       250","X","       240","X","      22.8","X","      32.2","X"
"USW00023067","2012","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.4","X","    941.5","","     941.5","X","        41","X","        13","X","         0","X","","","","","         2","X","       131","X","         9","X","       216","X","        96","X","        25"," ","         9"," ","        18"," ","  -18.3","X,1226,+","","","","","  20.3"," ,X,0403, ","   43.3","X,0624, ","-0.6","X,1008","-3.3","X,1026","-6.1","X,1027","-6.7","X,1111","-10.6","X,1112","-0.6","X,0323","-3.9","X,0321","-6.7","X,0309","-6.7","X,0309","-9.4","X,0303","    2665.9","9","    2665.9","X","    140.9"," ,X","","","     14.07","X","     22.90","X","      5.24","X","","","       240","X","       240","X","      24.1","X","      28.6","X"
"USW00023067","2013","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.4","W","    906.4","","     906.4","W","        48","W","        14","W","         1","W","","","","","         1","W","       160","W","        14","W","       186","W","        93","W","        34"," ","         6"," ","","","  -19.3","W,1209, ","","","","","  38.6"," ,W,0617, ","   42.8","W,0611, ","-1.0","W,1005","-2.7","W,1029","-7.1","W,1106","-7.1","W,1106","-13.2","W,1204","0.0","W,0504","-4.9","W,0424","-4.9","W,0424","-8.8","W,0411","-11.0","W,0410","    2857.6","6","    2857.6","W","    130.1"," ,W","","","     12.73","W","     21.43","W","      4.03","W","","","       230","W","       230","W","      24.1","W","      30.4","W"
"USW00023067","2014","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.5","W","    741.1","","     741.1","W","        71","W","        26","W","         3","W","","","","","         9","W","       137","W","        30","W","       192","W","        83","W","        40"," ","         4"," ","        27"," ","  -22.7","W,1113,+","","","","","  56.1"," ,W,0712, ","   40.6","W,0707, ","0.0","W,1029","-3.8","W,1105","-6.0","W,1110","-7.7","W,1111","-13.2","W,1112","-2.1","W,0415","-6.0","W,0414","-6.0","W,0414","-8.2","W,0323","-18.2","W,0303","    2908.8","8","    2908.8","W","    353.7"," ,W","","","     12.31","W","     20.61","W","      4.01","W","","","       340","W","       340","W","      27.3","W","      32.6","W"
"USW00023067","2015","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.2","W","    781.6","","     781.6","W","        77","W","        38","W","         2","W","","","","","         0","W","       119","W","        18","W","       212","W","        87","W","        85"," ","        11"," ","        55"," ","  -17.1","W,0104, ","","","","","  40.1"," ,W,0519, ","   39.4","W,0822, ","0.0","W,1031","-3.8","W,1108","-5.5","W,1112","-7.7","W,1121","-11.6","W,1216","-1.0","W,0410","-2.7","W,0309","-12.1","W,0305","-12.1","W,0305","-12.1","W,0305","    2617.1","1","    2617.1","W","    391.8"," ,W","","","     13.67","W","     21.91","W","      5.42","W","","","       210","W","       200","W","      27.7","W","      34.0","W"
"USW00023067","2016","38.04948","-103.51335","1278.7","LA JUNTA MUNICIPAL AIRPORT, CO US","       4.3","W","    835.0","","     835.0","W","        45","W","        23","W","         3","W","","","","","         3","W","       129","W","        11","W","       222","W","        92","W","        55"," ","        13"," ","        44"," ","  -28.8","W,1218, ","","","","","  46.0"," ,W,0612, ","   41.7","W,0710, ","0.0","W,1007","-2.7","W,1109","-4.9","W,1118","-9.9","W,1119","-9.9","W,1119","-1.0","W,0502","-4.3","W,0401","-7.1","W,0327","-7.1","W,0327","-9.3","W,0320","    2472.1","1","    2472.1","W","    274.4"," ,W","","","     13.77","W","     22.68","W","      4.86","W","","","       310","W","       310","W","      25.0","W","      32.2","W"
