"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USC00041194","1991","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        29","0","        20","0","         7","0","        0","","         0","0","         0","0","         0","0","","","","","","","","","","","","","    1.1","0,1202, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0228, ","","","","","","","","","","","","","","","","","","","    410.5"," ,0","        0"," ,0","","","","","     11.63","0","","","",""
"USC00041194","1992","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        41","0","        31","0","        12","0","        0","","         0","0","         0","0","         1","0","","","","","","","","","","","         3"," ","   -0.6","0,1220, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.8"," ,0,0211, ","","","-0.6","0,1220","","","","","","","","","","","","","","","    847.0"," ,0","        0"," ,0","","","","","     12.53","0","","","",""
"USC00041194","1994","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    799.5","","     799.5","0","        34","0","        18","0","         2","0","        0","","         0","0","         0","0","         2","0","         0","0","       270","0","        69","0","","","","","","","    0.0","0,1209,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.8"," ,0,0325, ","   41.1","0,0813, ","0.0","0,1120","","","","","","","","","","","","","","","    266.1"," ,0","        0"," ,0","     18.37","0","     25.49","0","     11.25","0","","","",""
"USC00041194","1995","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    688.7","","     688.7","0","        48","0","        35","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       253","0","        57","0","","","","","","","    1.7","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 114.8"," ,0,0111, ","   41.7","0,0730, ","","","","","","","","","","","","","     940.3","3","     940.3","0","    752.1"," ,0","        0"," ,0","     18.15","0","     24.80","0","     11.50","0","","","",""
"USC00041194","1996","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        35","0","        27","0","         5","0","        0","","         0","0","","","","","         0","0","       289","0","        68","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.9"," ,0,0221, ","   40.0","0,0830, ","","","","","","","","","","","","","     631.9","9","     631.9","0","    443.1"," ,0","        0"," ,0","","","     25.63","0","","","","","",""
"USC00041194","1997","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        27","0","        18","0","         3","0","        0","","         0","0","","","","","         0","0","       289","0","        56","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.4"," ,0,1206, ","   40.6","0,0806, ","","","","","","","","","","","","","","","","","    313.1"," ,0","        0"," ,0","","","     25.80","0","","","","","",""
"USC00041194","1998","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        53","0","        41","0","        12","0","","","         0","0","","","","","         0","0","       246","0","        42","0","","","","","","","","","","","     0"," ,0,1231,+","  78.0"," ,0,0224, ","   40.6","0,0831,+","","","","","","","","","","","","","","","","","    828.2"," ,0","        0"," ,0","","","     24.05","0","","","","","",""
"USC00041194","1999","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        29","0","        16","0","         2","0","        0","","         0","0","","","","","         0","0","       270","0","        45","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,0407, ","   38.9","0,0930, ","","","","","","","","","","","","","","","","","    211.0"," ,0","        0"," ,0","","","     24.92","0","","","","","",""
"USC00041194","2000","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00041194","2001","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    647.7","","     647.7","0","        43","0","        30","0","         4","0","        0","","         0","0","         0","0","         1","0","         0","0","       260","0","        50","0","","","","","","","   -0.6","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 107.7"," ,0,0111, ","   38.3","0,0930, ","","","","","","","-0.6","0,0106","","","","","","","","","    505.9"," ,0","        0"," ,0","     17.64","0","     24.59","0","     10.68","0","","","",""
"USC00041194","2002","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    558.7","","     558.7","0","        22","0","        14","0","         2","0","","","         0","0","         0","0","         3","0","         0","0","       270","0","        41","0","","","","","","","   -0.6","0,0201,+","","","     0"," ,0,1231,+","  34.3"," ,0,1219, ","   42.2","0,0901, ","0.0","0,1226","","","","","-0.6","0,0201","","","","","     801.2","2","     801.2","0","    180.2"," ,0","        0"," ,0","     17.54","0","     24.93","0","     10.14","0","","","",""
"USC00041194","2004","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    666.2","","     666.2","0","        28","0","        22","0","         6","0","        0","","         0","0","         0","0","         3","0","         0","0","       276","0","        58","0","","","","","","","   -1.1","0,1130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.6"," ,0,1228, ","   38.3","0,0905,+","-1.1","0,1130","","","","","","","","","","","","","","","    572.4"," ,0","        0"," ,0","     18.10","0","     25.27","0","     10.92","0","","","",""
"USC00041194","2005","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    582.6","","     582.6","0","        47","0","        32","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       284","0","        34","0","","","","","","","    1.7","0,1204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.4"," ,0,0220, ","   36.7","0,0929,+","","","","","","","","","","","","","     793.7","7","     793.7","0","    823.5"," ,0","        0"," ,0","     18.03","0","     25.11","0","     10.95","0","","","",""
"USC00041194","2006","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        33","0","        24","0","         5","0","        0","","         0","0","","","","","         0","0","       263","0","        66","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.2"," ,0,0227, ","   43.3","0,0722, ","","","","","","","","","","","","","     824.5","5","     824.5","0","    344.8"," ,0","        0"," ,0","","","     25.30","0","","","","","",""
"USC00041194","2007","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        25","0","        14","0","         0","0","        0","","         0","0","","","","","         0","0","       276","0","        43","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.8"," ,0,0921, ","   41.1","0,0902, ","","","","","","","","","","","","","","","","","    155.3"," ,0","        0"," ,0","","","     24.89","0","","","","","",""
"USC00041194","2008","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","","","",""
"USC00041194","2009","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        27","0","        17","0","         4","0","        0","","         0","0","","","","","         0","0","       276","0","        48","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.6"," ,0,0205, ","   38.9","0,0925,+","","","","","","","","","","","","","","","","","    271.0"," ,0","        0"," ,0","","","     24.96","0","","","","","",""
"USC00041194","2010","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        58","0","        37","0","        10","0","        0","","         0","0","","","","","         0","0","       252","0","        39","0","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.9"," ,0,0205, ","   43.3","0,0927, ","","","","","","","","","","","","","","","","","    666.0"," ,0","        0"," ,0","","","     23.99","0","","","","","",""
"USC00041194","2011","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","","","","","","","","","","","","","","","         0","7","       248","7","        35","7","","","","","","","","","","","","","","","   40.6","7,0826, ","","","","","","","","","","","","","","","","","","","","","","","     24.05","7","","","","","",""
"USC00041194","2012","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    768.3","","     768.3","7","        38","7","        25","7","         1","7","","","","","         0","7","         1","7","         0","7","       271","7","        53","7","","","","","","","    0.0","7,0307, ","","","","","  45.0"," ,7,0325, ","   40.6","7,1001, ","","","","","","","0.0","7,0307","","","","","","","","","    244.3"," ,7","","","     18.15","7","     25.23","7","     11.07","7","","","",""
"USC00041194","2013","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    692.3","","     692.3","7","        21","7","        13","7","         0","7","","","","","         0","7","         5","7","         0","7","       290","7","        47","7","","","","","","","   -1.7","7,0113, ","","","","","  22.4"," ,7,0307, ","   38.3","7,0906, ","-0.6","7,1209","","","","","0.0","7,0115","","","","","     771.5","5","     771.5","7","    102.7"," ,7","","","     18.13","7","     25.36","7","     10.90","7","","","",""
"USC00041194","2014","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    914.8","","     914.8","7","        23","7","        16","7","         4","7","","","","","         0","7","         1","7","         0","7","       304","7","        69","7","","","","","","","   -1.7","7,1231, ","","","","","  76.2"," ,7,0228, ","   40.0","7,0916,+","-1.7","7,1231","","","","","","","","","","","     586.4","4","     586.4","7","    300.8"," ,7","","","     19.42","7","     26.81","7","     12.03","7","","","",""
"USC00041194","2015","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        28","7","        17","7","         0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","  22.6"," ,7,0914, ","","","","","","","","","","","","","","","","","","","    165.9"," ,7","","","","","","","","","","","",""
"USC00041194","2016","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    817.4","","     817.4","7","        30","7","        21","7","         6","7","","","","","         0","7","         1","7","         0","7","       299","7","        67","7","","","","","","","    0.0","7,1218, ","","","","","  46.7"," ,7,0105, ","   42.8","7,0620, ","0.0","7,1218","","","","","","","","","","","     682.4","4","     682.4","7","    322.7"," ,7","","","     18.89","7","     26.27","7","     11.51","7","","","",""
"USC00041194","2017","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","","","","","        42","7","        28","7","         3","7","","","","","","","","","         0","7","       294","7","        58","7","","","","","","","","","","","","","  53.8"," ,7,0217, ","   42.8","7,0625, ","","","","","","","","","","","","","     719.5","5","     719.5","7","    294.5"," ,7","","","","","     26.25","7","","","","","",""
"USC00041194","2018","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    823.0","","     823.0","7","        26","7","        17","7","         3","7","","","","","         0","7","         0","7","         0","7","       304","7","        50","7","","","","","","","    0.6","7,0224,+","","","","","  39.4"," ,7,0108, ","   45.0","7,0706, ","","","","","","","","","","","","","","","","","    297.7"," ,7","","","     18.99","7","     26.05","7","     11.93","7","","","",""
"USC00041194","2019","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    696.6","","     696.6","7","        56","7","        40","7","         9","7","","","","","         0","7","         0","7","         0","7","       255","7","        59","7","","","","","","","    0.6","7,0207,+","","","","","  57.4"," ,7,0202, ","   37.8","7,0723,+","","","","","","","","","","","","","     780.5","5","     780.5","7","    603.8"," ,7","","","     17.80","7","     24.66","7","     10.94","7","","","",""
"USC00041194","2020","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    881.0","","     881.0","7","        23","7","        16","7","         3","7","","","","","         0","7","         0","7","         0","7","       290","7","        72","7","","","","","","","    0.6","7,0205,+","","","","","  57.2"," ,7,0312, ","   45.6","7,0905, ","","","","","","","","","","","","","     804.7","7","     804.7","7","    270.7"," ,7","","","     18.63","7","     26.21","7","     11.05","7","","","",""
"USC00041194","2021","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    730.6","","     730.6","7","        34","7","        17","7","         6","7","","","","","         0","7","         0","7","         0","7","       280","7","        60","7","","","","","","","    1.1","7,1216,+","","","","","  63.0"," ,7,1229, ","   39.4","7,0905, ","","","","","","","","","","","","","     773.3","3","     773.3","7","    338.6"," ,7","","","     18.03","7","     25.32","7","     10.73","7","","","",""
"USC00041194","2022","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    918.2","","     918.2","7","        23","7","        11","7","         3","7","","","","","         0","7","         0","7","         0","7","       292","7","        68","7","","","","","","","    0.6","7,1219,+","","","","","  41.7"," ,7,1210, ","   42.8","7,0831, ","","","","","","","","","","","","","     749.8","8","     749.8","7","    188.3"," ,7","","","     18.72","7","     26.15","7","     11.29","7","","","",""
"USC00041194","2023","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    632.9","","     632.9","7","        52","7","        31","7","        10","7","","","","","         0","7","         0","7","         0","7","       241","7","        52","7","","","","","","","    0.6","7,0121, ","","","",""," 129.5"," ,7,0224, ","   40.0","7,0828, ","","","","","","","","","","","","","    1133.1","1","    1133.1","7","    838.5"," ,7","","","     17.29","7","     24.16","7","     10.43","7","","","",""
"USC00041194","2024","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","    714.7","","     714.7","7","        35","7","        22","7","         4","7","","","","","         0","7","         0","7","         0","7","       264","7","        59","7","","","","","","","    1.1","7,0112,+","","","",""," 111.8"," ,7,0204, ","   45.0","7,0906, ","","","","","","","","","","","","","     859.2","2","     859.2","7","    458.4"," ,7","","","     17.66","7","     24.98","7","     10.34","7","","","",""
